Percentage Depth Doses,,,,
Wedge 45,,,,
SSD=100cm,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,
Detector offset of -1.8mm (0.6*rcav) applied,,,,
Depth [cm],4x4cm2,10x10cm2,20x20cm2,40x20cm2
0,24,30.5,43.7,52.5
0.1,27.6,34.266666666666666,47.4,56.175
0.2,33.38,40,53.3,61.64
0.3,42.1,48.15,60.474999999999994,68.2
0.4,50.25,55.440000000000005,67.24,73.8
0.5,57.099999999999994,61.9,72.67999999999999,78.86666666666666
0.6,63.099999999999994,67.8,77.32000000000001,82.8
0.7,68.5,72.39999999999999,80.86,86.125
0.8,72.925,76.54,84.2,88.6
0.9,76.9,80.2,87,90.96666666666667
1,79.925,83.2,89.48,92.925
1.1,83.3,85.67500000000001,91.36666666666666,94.525
1.2,85.7,87.9,92.9,95.8
1.3,88.2,89.9,94.45,96.7
1.4,89.85,91.55,95.6,97.6
1.5,91.8,93.075,96.44999999999999,98.25
1.6,93.1,94.3,97.28333333333333,98.925
1.7,94.2,95.325,98.03333333333333,99.35
1.8,95.52000000000001,96.5,98.5,99.55
1.9,96.6,97.12,99.03999999999999,99.8
2,97.3,97.7,99.38,99.9
2.1,97.95,98.4,99.68,100
2.2,98.48,98.69999999999999,99.8,100
2.3,98.88,99.1,99.9,100
2.4,99.25,99.35,100,99.9
2.5,99.44,99.65,100,99.825
2.6,99.7,99.8,99.9,99.7
2.7,99.85,99.88333333333334,99.9,99.6
2.8,99.9,100,99.74,99.375
2.9,99.98333333333333,100,99.6,99.16
3,99.9,99.9,99.5,98.86
3.1,99.93333333333334,99.8,99.3,98.55
3.2,99.86666666666667,99.6,99.13333333333334,98.38000000000001
3.3,99.8,99.5,98.75,98.05
3.4,99.64,99.34,98.54,97.73333333333333
3.5,99.44,99.2,98.26666666666667,97.5
3.6,99.2,98.9,98.02,97.15
3.7,98.95,98.76666666666667,97.72,96.9
3.8,98.6,98.46666666666667,97.35,96.52
3.9,98.3,98.21666666666667,97.1,96.2
4,97.93333333333334,97.92,96.8,95.92500000000001
4.1,97.7,97.58,96.475,95.55
4.2,97.35,97.28,96.13333333333334,95.14999999999999
4.3,97,96.96,95.88000000000001,94.78
4.4,96.80000000000001,96.63333333333334,95.56,94.525
4.5,96.17999999999999,96.175,95.16666666666667,94.2
4.6,95.94,95.92,94.8,93.86
4.7,95.60000000000001,95.64,94.5,93.6
4.8,95.125,95.32000000000001,94.175,93.24000000000001
4.9,94.80000000000001,94.92,93.77499999999999,92.80000000000001
