Percentage Depth Doses,,,,,
Wedge 15,,,,,
SSD=120cm,,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,,
Detector offset of -1.8mm (0.6*rcav) applied,,,,,
Depth [cm],4x4cm2,10x10cm2,20x20cm2,30x30cm2,40x30cm2
0,24.1,30.4,41,51,54.8
0.1,27.75,34.05,44.833333333333336,54.525,58.7
0.2,34,40.4,50.46666666666667,60,64
0.3,42.75,48.5,57.9,66.65,70.52499999999999
0.4,50.2,55.6,64.6,72.64999999999999,75.7
0.5,56.8,61.65,69.80000000000001,77,79.85
0.6,62.4,66.44444444444446,74.5,81.3,83.6
0.7,67.3,71.2625,78.05,84.33333333333333,86.65
0.8,71.6,74.9625,81.6,87.1,89.1
0.9,75.06,78.4625,84.27499999999999,89.35,91.25
1,78.45,81.675,86.85,91.5,93
1.1,81.425,84.2375,88.9,93.1,94.45
1.2,83.825,86.46666666666667,90.89999999999999,94.6,95.8
1.3,86.27499999999999,88.45714285714286,92.55,95.65,96.75
1.4,88.39999999999999,90.325,93.80000000000001,96.7,97.6
1.5,90.10000000000001,91.84285714285714,95,97.44999999999999,98.25
1.6,91.8,93.26,96,98.16,98.78
1.7,92.93333333333334,94.4,96.8,98.69999999999999,99.15
1.8,94.3,95.35,97.55000000000001,99.1,99.525
1.9,95.35,96.19999999999999,98.14999999999999,99.45,99.77499999999999
2,96.3,97.05,98.7,99.73333333333333,99.9
2.1,97.05,97.5,99,99.8,99.96666666666667
2.2,97.6,98.225,99.4,99.9,100
2.3,98.25,98.69999999999999,99.65,100,100
2.4,98.8,99.06666666666666,99.8,100,99.975
2.5,99.125,99.4625,99.9,100,99.9
2.6,99.38000000000001,99.6,100,99.92,99.8
2.7,99.625,99.77142857142857,100,99.8,99.6
2.8,99.875,99.9,100,99.7,99.5
2.9,100,99.94285714285715,99.9,99.52,99.25
3,100,100,99.8,99.325,99.1
3.1,100,100,99.7,99.1,98.85
3.2,100,100,99.625,98.95,98.6
3.3,99.94,99.9,99.475,98.74000000000001,98.25
3.4,99.77499999999999,99.8,99.325,98.4,98.1
3.5,99.65,99.625,99.2,98.25,97.9
3.6,99.58,99.475,99.025,97.92,97.46000000000001
3.7,99.4,99.325,98.6,97.7,97.22500000000001
3.8,99.2,99.08,98.44,97.45,96.95
3.9,98.85,98.95,98.1,97.1,96.625
4,98.7,98.75,97.85,96.8,96.375
4.1,98.45,98.5,97.55,96.5,96.025
4.2,98.2,98.1,97.2,96.3,95.77499999999999
4.3,97.85,97.825,96.95,95.975,95.42500000000001
4.4,97.5,97.6,96.7,95.6,95.2
4.5,97.25,97.24285714285715,96.35,95.45,94.85
4.6,96.82000000000001,96.81111111111112,96.1,95.11999999999999,94.61999999999999
4.7,96.45,96.6,95.86,94.77499999999999,94.35
4.8,96.125,96.42,95.57499999999999,94.525,94.05
4.9,95.75,96.05,95.25,94.175,93.8
5,95.42500000000001,95.72500000000001,94.95,93.92500000000001,93.55
5.1,95.175,95.375,94.6,93.65,93.2
5.2,94.88,95.025,94.25999999999999,93.42,93
5.3,94.4,94.78,93.83333333333333,93.05,92.55
5.4,94.03333333333333,94.45,93.5,92.72500000000001,92.22
5.5,93.7,94,93.4,92.46666666666667,91.95
5.6,93.4,93.75,93,92.05,91.625
5.7,93,93.4,92.66,91.6875,91.325
5.8,92.62,92.96000000000001,92.4,91.51428571428572,91.1
5.9,92.25,92.6,92.07499999999999,91.25,90.8
6,91.76666666666667,92.375,91.825,90.9,90.55
6.1,91.4,92.025,91.475,90.63333333333333,90.3
6.2,91.2,91.75,91.22500000000001,90.35,89.95
6.3,90.83333333333333,91.35,90.7,90.07499999999999,89.61999999999999
6.4,90.30000000000001,91.07499999999999,90.55,89.8,89.375
6.5,89.95,90.85,90.2,89.575,89.1
6.6,89.6,90.44,89.85,89.075,88.75
6.7,89.19999999999999,90.05,89.6,88.9,88.45
6.8,88.8,89.8,89.25,88.6,88.1
6.9,88.375,89.52499999999999,89,88.19999999999999,87.8
7,88.05,89.1,88.675,87.9,87.55
7.1,87.78333333333333,88.8,88.425,87.72,87.32
7.2,87.425,88.53333333333333,88.02499999999999,87.35,87
7.3,87.02499999999999,88.1,87.8,87.075,86.63333333333333
7.4,86.775,87.9,87.45,86.75,86.4
7.5,86.45,87.52499999999999,87.3,86.52499999999999,86.13333333333333
7.6,86,87.26,86.94,86.3,85.8
7.7,85.6,86.925,86.575,86,85.5
7.8,85.1,86.47500000000001,86.35,85.74,85.16666666666667
7.9,84.72,86.125,85.97500000000001,85.4,85
8,84.46000000000001,85.85000000000001,85.67999999999999,85.15,84.8
8.1,84.125,85.52499999999999,85.4,84.84,84.45
8.2,83.875,85.16000000000001,85.15,84.6,84.175
8.3,83.52499999999999,84.85,84.9,84.27499999999999,83.95
8.4,83.075,84.48,84.55,83.9875,83.7
8.5,82.675,84.19999999999999,84.325,83.675,83.25
8.6,82.375,83.9,83.97999999999999,83.275,83
