Percentage Depth Doses,,,,
Wedge 60,,,,
SSD=80cm,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,
Detector offset of -1.8mm (0.6*rcav) applied,,,,
Depth [cm],4x4cm2,10x10cm2,15x15cm2,15x40cm2
0,25.1,35.2,45.4,60.3
0.1,29,38.75,49.333333333333336,63.9
0.2,35.55,44.75,54.733333333333334,69.2
0.3,44.3,53.15,62.1,75.2
0.4,52.025,60.5,68.8,80.3
0.5,59.33333333333333,67,74.4875,84.8
0.6,65.225,72.31428571428572,79.25,88.15
0.7,70.5,76.825,83.05,90.73333333333333
0.8,75.075,80.60000000000001,86.3625,93.1
0.9,78.89999999999999,83.8,88.96666666666667,94.78
1,82.375,86.6,91.2,96.2
1.1,85.12,89,93,97.35000000000001
1.2,87.4,90.94999999999999,94.5,98.21666666666667
1.3,89.7,92.7,95.8,98.85
1.4,91.55000000000001,94.15,96.77499999999999,99.24000000000001
1.5,93.16666666666667,95.4,97.65,99.65
1.6,94.5,96.39999999999999,98.375,99.92
1.7,95.75,97.3,98.95,100
1.8,96.8,98.05,99.42500000000001,100
1.9,97.44999999999999,98.60000000000001,99.75,100
2,98.2,99.05,99.9,100
2.1,98.66,99.525,99.95,99.85
2.2,99.14999999999999,99.7,100,99.6
2.3,99.5,99.82,100,99.42
2.4,99.72500000000001,99.975,99.92500000000001,99.2
2.5,99.9,100,99.9,98.875
2.6,100,100,99.8,98.625
2.7,100,99.9,99.6,98.25
2.8,100,99.9,99.3,97.93333333333334
2.9,99.9,99.76666666666667,98.98333333333333,97.57499999999999
3,99.8,99.55,98.77499999999999,97.14999999999999
3.1,99.55,99.4,98.45,96.85000000000001
3.2,99.4,99.1,98.24,96.375
3.3,99.15,98.77499999999999,97.94,96.06666666666666
3.4,98.8,98.55,97.6,95.7
3.5,98.55,98.2625,97.175,95.26666666666667
3.6,98.3,97.95,96.8,94.85000000000001
3.7,97.95,97.6,96.45,94.46666666666667
3.8,97.5,97.21428571428571,96.11999999999999,94.13333333333333
3.9,97.175,96.9,95.75714285714285,93.7
4,96.85,96.47500000000001,95.4,93.325
4.1,96.475,96.1,95,92.9
4.2,95.95,95.775,94.54444444444445,92.56666666666666
4.3,95.675,95.44,94.08,92.125
4.4,95.35,94.97142857142858,93.72500000000001,91.7
4.5,94.88000000000001,94.6,93.325,91.36
4.6,94.46666666666667,94.15,92.9,90.92500000000001
4.7,93.94285714285715,93.73333333333333,92.53333333333333,90.55
4.8,93.375,93.4,92.125,90.14999999999999
4.9,92.95,92.86666666666667,91.675,89.77499999999999
5,92.5,92.53333333333333,91.325,89.35
5.1,92,92.0625,90.86,89
5.2,91.6,91.6875,90.42500000000001,88.4875
5.3,91.25,91.25,90.1,88.1
5.4,90.64999999999999,90.75,89.66666666666667,87.8
5.5,90.27499999999999,90.35555555555555,89.34,87.33333333333334
5.6,89.875,89.925,88.95,86.925
5.7,89.46,89.55000000000001,88.45,86.56666666666668
5.8,89,89.175,88.07499999999999,86.21249999999999
5.9,88.3,88.77499999999999,87.58,85.78333333333333
6,87.93333333333334,88.42,87.2,85.5125
6.1,87.6,88.025,87,85.1375
6.2,87.15,87.56,86.5,84.8
