Percentage Depth Doses,,,,,
Wedge 15,,,,,
SSD=100cm,,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,,
Detector offset of -1.8mm (0.6*rcav) applied,,,,,
Depth [cm],4x4cm2,10x10cm2,20x20cm2,30x30cm2,40x30cm2
0,22.7,30.1,42.7,54.1,58.7
0.1,25.6,32.82,45.66,57.019999999999996,61.56666666666667
0.2,29.9,37.13333333333333,49.824999999999996,61.233333333333334,65.28
0.3,36.699999999999996,44.1,56.14,66.6,70.5
0.4,44.459999999999994,51.53333333333333,62.92,72.5,76.3
0.5,52.2,58.099999999999994,68.7,77.72,81.14
0.6,58.48,64.16,74.1,82.1,85.10000000000001
0.7,64.65,69.5,78.36,85.62,88.3
0.8,69.1,73.8,81.95,88.6,90.8
0.9,73.32,77.425,84.74,91,92.8
1,76.94999999999999,80.65,87.5,92.89999999999999,94.5
1.1,80.18,83.5,89.80000000000001,94.46,95.9
1.2,82.8,86.05,91.65,95.86,97
1.3,85.6,88.26,93.35,96.9,97.95
1.4,87.86,90.04,94.55000000000001,97.72,98.47500000000001
1.5,89.68,91.9,95.67999999999999,98.3,99.15
1.6,91.28,93.25,96.65,98.9,99.5
1.7,92.85,94.56,97.52,99.35,99.72500000000001
1.8,93.975,95.5,98.22500000000001,99.56666666666666,99.93333333333334
1.9,95.17999999999999,96.38,98.62,99.875,100
2,96.2,97.06,99.12,99.98333333333333,100
2.1,97.175,97.82000000000001,99.46,100,100
2.2,97.65,98.32000000000001,99.7,100,99.9
2.3,98.2,98.85,99.8,100,99.8
2.4,98.65,99.2,99.92,99.9,99.66666666666667
2.5,99.1,99.45,100,99.8,99.5
2.6,99.475,99.65,100,99.66,99.325
2.7,99.7,99.8,100,99.5,99
2.8,99.8,100,99.9,99.26,98.75
2.9,99.9,100,99.8,98.96000000000001,98.53999999999999
3,100,100,99.7,98.74,98.23333333333333
3.1,100,100,99.5,98.5,97.93333333333334
3.2,100,99.8,99.3,98.25999999999999,97.63333333333333
3.3,99.9,99.7,99.16,97.8,97.3
3.4,99.7,99.6,98.85,97.61999999999999,97.02
3.5,99.6,99.42,98.6,97.19999999999999,96.64999999999999
3.6,99.41666666666667,99.325,98.25,96.92500000000001,96.24000000000001
3.7,99.22,99.1,97.975,96.65,96.01666666666667
3.8,99.02,98.86,97.67999999999999,96.3,95.7
3.9,98.84,98.55,97.4,95.96666666666667,95.45
4,98.5,98.24,97.14,95.66,95.1
4.1,98.15,97.95,96.8,95.38,94.7
4.2,97.88,97.84,96.44,95,94.4
4.3,97.53999999999999,97.44999999999999,96.16666666666666,94.64,94
4.4,97.17999999999999,97,95.825,94.325,93.68571428571428
4.5,96.68,96.75,95.43333333333334,94.02,93.35
4.6,96.34285714285714,96.5,95.2,93.6,93.03333333333333
4.7,96.1,96.16666666666667,94.9,93.35,92.7
4.8,95.56,95.7,94.52,92.98,92.38000000000001
4.9,95.3,95.43333333333334,94.08571428571427,92.74,92.05
5,94.92,95.06666666666666,93.86666666666666,92.38,91.78
5.1,94.53333333333333,94.65,93.52000000000001,91.93333333333334,91.36666666666666
5.2,94.14999999999999,94.3,93.1,91.675,91
5.3,93.725,93.95,92.9,91.32000000000001,90.66666666666667
5.4,93.25,93.625,92.4,90.88,90.42
5.5,92.85,93.16666666666666,92.03333333333333,90.525,90.11428571428571
5.6,92.5,92.83333333333334,91.73333333333333,90.33333333333333,89.8
5.7,92.175,92.55,91.5,90,89.52
5.8,91.82000000000001,92.05,91.15,89.75,89.08
5.9,91.42500000000001,91.84,90.82,89.525,88.8
6,90.9,91.5,90.45,89.06666666666666,88.53333333333333
6.1,90.53999999999999,91,90.1,88.77499999999999,88.16666666666666
6.2,90.05,90.54,89.76666666666667,88.47999999999999,87.9
6.3,89.58,90.2,89.4,88.13333333333334,87.6
6.4,89.26666666666667,89.77499999999999,89.1,87.85,87.175
6.5,88.98,89.52499999999999,88.7,87.5,86.925
