Percentage Depth Doses,,,,
Wedge 60,,,,
SSD=120cm,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,
Detector offset of -1.8mm (0.6*rcav) applied,,,,
Depth [cm],4x4cm2,10x10cm2,15x15cm2,15x40cm2
0,23.7,30,36.1,45.1
0.1,27.1,33.5,39.7125,48.599999999999994
0.2,33.1,39.25,45.5875,54.12
0.3,41.55,47.7,53.15,61.3
0.4,49.53333333333333,55.349999999999994,59.67777777777778,67.6
0.5,56.5,61.5,66.2,72.8
0.6,62.2,67,71.02000000000001,77.075
0.7,67.6,71.6,75.2,80.75
0.8,71.8,75.475,78.77499999999999,84
0.9,76.05,78.8,82.05,86.7
1,78.98,82.25,85.02499999999999,88.98
1.1,82.1,84.67500000000001,87.3,90.96666666666667
1.2,84.9,87.125,89.44999999999999,92.7
1.3,87.05,89.1,91.15,94
1.4,89.3,90.875,92.48571428571428,95.34
1.5,91,92.625,93.91666666666666,96.325
1.6,92.625,93.8,95.1,97
1.7,93.675,95.16666666666667,96,97.825
1.8,94.60000000000001,95.88,96.83333333333333,98.3
1.9,95.7,96.8,97.47500000000001,98.875
2,96.64999999999999,97.4,98.02,99.22
2.1,97.39999999999999,97.95,98.5,99.43333333333334
2.2,98.1,98.5,98.9,99.7
2.3,98.6,99.2,99.35,99.8
2.4,98.7,99.5,99.5,99.9
2.5,99.15,99.6,99.7,100
2.6,99.3,99.7,99.875,100
2.7,99.65,99.8,100,99.9
2.8,99.8,99.9,100,99.9
2.9,99.9,99.9,100,99.7
3,100,100,99.9,99.6
3.1,100,100,99.9,99.42500000000001
3.2,100,99.9,99.75,99.3
3.3,99.92500000000001,99.8,99.6,99.2
3.4,99.7,99.675,99.43333333333334,99.02
3.5,99.5,99.5,99.2,98.72500000000001
3.6,99.23333333333333,99.34,98.95,98.48333333333333
3.7,99.1,99.1,98.8,98.27499999999999
3.8,98.825,98.9,98.55,98.03999999999999
3.9,98.63333333333333,98.7,98.2,97.55
4,98.35000000000001,98.4,97.95,97.3
4.1,98.025,98.05,97.8,97.15
4.2,97.85000000000001,97.9,97.46000000000001,96.9
4.3,97.45,97.65,97.1,96.5
4.4,97.07499999999999,97.14999999999999,96.8,96.25
4.5,96.76666666666667,96.92,96.5,96
4.6,96.4,96.65,96.27499999999999,95.6
4.7,96,96.5,96,95.34
4.8,95.5,96.24000000000001,95.7,95.1
4.9,95.25,95.95,95.35,94.75
5,95.1,95.64,95.07499999999999,94.52
5.1,94.77499999999999,95.3,94.8625,94.175
5.2,94.375,94.95,94.4875,93.825
5.3,93.95,94.6,94.175,93.57499999999999
5.4,93.53999999999999,94.32000000000001,93.92500000000001,93.275
5.5,93.3,94,93.57499999999999,92.8
5.6,92.80000000000001,93.72,93.28750000000001,92.45
5.7,92.4,93.25,92.95714285714286,92.2
5.8,91.9,92.925,92.55,91.95
5.9,91.5,92.525,92.28571428571429,91.72
6,91.3,92.1,91.96666666666667,91.36
6.1,91.025,91.69999999999999,91.7,91.05
6.2,90.625,91.3,91.45,90.675
6.3,90.25,90.96666666666667,91.19999999999999,90.35
6.4,89.925,90.75,90.92857142857143,90.1
6.5,89.6,90.53333333333333,90.45,89.85
6.6,89.14999999999999,90.2,90.225,89.6
6.7,88.67999999999999,89.98,89.96666666666667,89.14285714285714
6.8,88.4,89.675,89.6,88.9375
6.9,88.1,89.37142857142858,89.16666666666667,88.66666666666667
7,87.725,89.05,88.9,88.3
7.1,87.28,88.63749999999999,88.47500000000001,87.97500000000001
7.2,86.925,88.4,88.14999999999999,87.725
7.3,86.47500000000001,88.15,87.8,87.47500000000001
7.4,86.225,87.8,87.6,87.14999999999999
7.5,85.88000000000001,87.55,87,86.85000000000001
7.6,85.44999999999999,87.26666666666667,86.85,86.64
7.7,84.9,86.825,86.7,86.3
7.8,84.7,86.3,86.35,85.95
7.9,84.5,86.175,86.1,85.61999999999999
8,84.15,85.85,85.75,85.5
8.1,83.7,85.46000000000001,85.425,85.16666666666667
8.2,83.4,85.15,85.2,84.875
8.3,83.2,84.9,85.03999999999999,84.58
8.4,82.76666666666667,84.55,84.57142857142858,84.1
8.5,82.30000000000001,84.2,84.23333333333333,83.8
8.6,82.06666666666666,83.9,84.025,83.65
8.7,81.73333333333333,83.625,83.75,83.275
8.8,81.4,83.25,83.5,82.925
8.9,80.95,82.9,83,82.7
9,80.575,82.625,82.725,82.5
9.1,80.325,82.3,82.4,82.1
9.2,80.03999999999999,82.05,82.15,81.85
9.3,79.5,81.75,81.85,81.6
9.4,79.2,81.44,81.52499999999999,81.26
9.5,78.95,81.2,81.275,80.925
9.6,78.725,80.8,80.9,80.675
9.7,78.35000000000001,80.5,80.75,80.52499999999999
