Percentage Depth Doses,,,,,
Wedge 30,,,,,
SSD=80cm,,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,,
Detector offset of -1.8mm (0.6*rcav) applied,,,,,
Depth [cm],4x4cm2,10x10cm2,20x20cm2,30x30cm2,40x30cm2
0,24.9,35.5,55.9,71.1,75.9
0.1,28.6,39.75,59.775,74.6,79.6
0.2,34.099999999999994,45.666666666666664,64.8,79.1,83.7
0.3,43.425,53.46666666666667,71.5,84.4,88
0.4,50.98,60.3,77.5,88.5,91.55
0.5,58,66.5,82.1,91.8,94.32499999999999
0.6,64.01666666666667,71.8,85.625,94.15,96.125
0.7,69.21666666666667,76.35,88.65,96,97.55
0.8,73.55,80.1,91.15,97.35,98.6
0.9,77.5,83.46,93.27499999999999,98.30000000000001,99.25
1,80.7125,86.15,94.9,99.05,99.75
1.1,83.62,88.425,96.23333333333333,99.45,100
1.2,86.32,90.575,97.3,99.925,100
1.3,88.4857142857143,92.27499999999999,98.125,100,100
1.4,90.35,93.825,98.74000000000001,100,100
1.5,92.06666666666668,95,99.2,100,99.74
1.6,93.6,96,99.55,99.9,99.6
1.7,94.9,97.06666666666666,99.82,99.675,99.27142857142857
1.8,96,97.8,100,99.44,98.9
1.9,96.96,98.33333333333334,100,99.2,98.6
2,97.6,98.9,100,98.825,98.19999999999999
2.1,98.32000000000001,99.30000000000001,99.96666666666667,98.6,97.8
2.2,98.8,99.6,99.86,98.15,97.35
2.3,99.25,99.85,99.72500000000001,97.8,96.92500000000001
2.4,99.57499999999999,100,99.475,97.4,96.5
2.5,99.7,100,99.22500000000001,97,96.1
2.6,99.9,100,98.92,96.6,95.64999999999999
2.7,99.975,100,98.675,96.2,95.25
2.8,100,99.9,98.27499999999999,95.80000000000001,94.825
2.9,100,99.8,98.05,95.3,94.35000000000001
3,99.9,99.625,97.68,94.95,93.95
3.1,99.77499999999999,99.48571428571428,97.34,94.55,93.45
3.2,99.65,99.25,97,94.12,93.05
3.3,99.4,99.1,96.6,93.64999999999999,92.55
3.4,99.19999999999999,98.7,96.2,93.25,92.2
3.5,99,98.4,95.83333333333334,92.825,91.9
3.6,98.69999999999999,98.1,95.4,92.45,91.4
3.7,98.3,97.7,95.1,91.95,91.1
3.8,98,97.425,94.72,91.7,90.6
3.9,97.6,97,94.2,91.23333333333333,90.19999999999999
4,97.3,96.75714285714285,93.76666666666667,90.9,89.9
4.1,96.9,96.42,93.525,90.55,89.4
4.2,96.53333333333333,96.02499999999999,93.07499999999999,90,89
4.3,96.12,95.6,92.72500000000001,89.69999999999999,88.7
4.4,95.62,95.24,92.2,89.2,88.35000000000001
4.5,95.25,94.85,91.9,88.9,87.875
