Percentage Depth Doses,,,,
Wedge 60,,,,
SSD=100cm,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,
Detector offset of -1.8mm (0.6*rcav) applied,,,,
Depth [cm],4x4cm2,10x10cm2,15x15cm2,15x40cm2
23.8,39.7,42.824999999999996,44.3,44.6
23.9,39.5,42.575,44.1,44.45
24,39.33333333333333,42.4,43.849999999999994,44.25
24.1,39.175000000000004,42.2,43.7,44.1
24.2,39,42.025,43.575,43.9
24.3,38.8,41.86666666666667,43.4,43.8
24.4,38.6,41.6,43.3,43.625
24.5,38.4,41.5,43.1,43.3
24.6,38.3,41.33333333333333,42.83333333333333,43.2
24.7,38.150000000000006,41.2,42.625,42.9
24.8,38.025,41,42.475,42.8
24.9,37.875,40.8,42.324999999999996,42.625
25,37.7,40.64,42.2,42.56
25.1,37.575,40.43333333333333,42,42.4
25.2,37.425,40.349999999999994,41.8,42.3
25.3,37.2,40.16666666666667,41.650000000000006,42.1
25.4,36.95,40,41.5,41.849999999999994
25.5,36.8,39.8,41.3,41.7
25.6,36.63333333333334,39.63333333333334,41.12500000000001,41.55
25.7,36.4,39.43333333333334,40.96666666666666,41.42
25.8,36.22500000000001,39.2,40.8,41.2
25.9,36.175,39.1,40.6,41.03333333333334
26,36.025000000000006,38.93333333333334,40.45,40.9
26.1,35.87499999999999,38.8,40.3,40.650000000000006
26.2,35.64,38.6,40.1,40.5
26.3,35.6,38.53333333333334,39.95,40.4
26.4,35.4,38.3,39.8,40.25
26.5,35.2,38.150000000000006,39.62500000000001,40.05
26.6,34.974999999999994,38,39.48,39.9
26.7,34.8,37.8,39.3,39.8
26.8,34.7,37.62500000000001,39.1,39.6
26.9,34.6,37.474999999999994,39,39.45
27,34.4,37.3,38.825,39.3
27.1,34.3,37.2,38.7,39.1
27.2,34.1,37.1,38.5,39
27.3,33.93333333333334,36.849999999999994,38.3,38.833333333333336
27.4,33.8,36.7,38.2,38.675
27.5,33.666666666666664,36.574999999999996,38.1,38.46666666666666
27.6,33.4,36.4,37.9,38.3
27.7,33.3,36.3,37.75,38.2
27.8,33.2,36.150000000000006,37.63333333333334,38.1
27.9,33.1,36,37.5,37.9
28,32.9,35.849999999999994,37.27499999999999,37.8
28.1,32.720000000000006,35.7,37.12500000000001,37.6
28.2,32.574999999999996,35.474999999999994,37,37.425000000000004
28.3,32.425000000000004,35.4,36.825,37.26666666666666
28.4,32.3,35.175,36.7,37.1
28.5,32.150000000000006,35,36.5,37
28.6,32,34.9,36.4,36.9
28.7,31.83333333333334,34.7,36.3,36.7
28.8,31.8,34.6,36.1,36.6
28.9,31.574999999999996,34.45,36,36.4
29,31.4,34.36666666666666,35.86666666666666,36.3
29.1,31.2,34.2,35.675,36.1
29.2,31,34.1,35.5,36
29.3,30.9,33.9,35.45,35.825
29.4,30.9,33.779999999999994,35.27499999999999,35.7
29.5,30.8,33.6,35.1,35.6
29.6,30.6,33.46666666666666,34.974999999999994,35.5
29.7,30.5,33.32,34.8,35.325
29.8,30.275,33.1,34.7,35.2
29.9,30.16666666666666,33,34.53333333333334,35.1
30,30.074999999999996,32.87499999999999,34.4,34.9
