Lateral Profiles,,,,,,,,,,,,,,,,,,,,
Wedge 45,,,,,,,,,,,,,,,,,,,,
SSD=100cm,,,,,,,,,,,,,,,,,,,,
Scanning direction: Crossline,,,,,,,,,,,,,,,,,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,,,,,,,,,,,,,,,,,
,Dose[%],,,,Dose[%],,,,Dose[%],,,,Dose[%],,,,Dose[%],,,
Off axis position [cm],Depth:3 cm FieldSize:4x4 cm2,Depth:3 cm FieldSize:10x10 cm2,Depth:3 cm FieldSize:20x20 cm2,Depth:3 cm FieldSize:40x20 cm2,Depth:5 cm FieldSize:4x4 cm2,Depth:5 cm FieldSize:10x10 cm2,Depth:5 cm FieldSize:20x20 cm2,Depth:5 cm FieldSize:40x20 cm2,Depth:10 cm FieldSize:4x4 cm2,Depth:10 cm FieldSize:10x10 cm2,Depth:10 cm FieldSize:20x20 cm2,Depth:10 cm FieldSize:40x20 cm2,Depth:20 cm FieldSize:4x4 cm2,Depth:20 cm FieldSize:10x10 cm2,Depth:20 cm FieldSize:20x20 cm2,Depth:20 cm FieldSize:40x20 cm2,Depth:30 cm FieldSize:4x4 cm2,Depth:30 cm FieldSize:10x10 cm2,Depth:30 cm FieldSize:20x20 cm2,Depth:30 cm FieldSize:40x20 cm2
-17.9,,,,,,,,,,,,,,,,,,,12.2,15.316666666666666
-17.8,,,,,,,,,,,,,,,,,,,12.42,15.471428571428573
-17.7,,,,,,,,,,,,,,,,,,,12.616666666666665,15.633333333333331
-17.6,,,,,,,,,,,,,,,,,,,12.8,15.8
-17.5,,,,,,,,,,,,,,,,,,,12.933333333333337,16.06666666666667
-17.4,,,,,,,,,,,,,,,,,,,13.2,16.333333333333332
-17.3,,,,,,,,,,,,,,,,,,,13.42,16.52
-17.2,,,,,,,,,,,,,,,,,,,13.6,16.75
-17.1,,,,,,,,,,,,,,,,,,,13.839999999999998,16.920000000000005
-17,,,,,,,,,,,,,,,,,,,14.05,17.139999999999997
-16.9,,,,,,,,,,,,,,,9.9,12.7,,,14.3,17.339999999999996
-16.8,,,,,,,,,,,,,,,10.066666666666663,12.833333333333332,,,14.566666666666666,17.55
-16.7,,,,,,,,,,,,,,,10.3,13.024999999999999,,,14.760000000000002,17.85
-16.6,,,,,,,,,,,,,,,10.5,13.260000000000002,,,14.975000000000001,18.06666666666667
-16.5,,,,,,,,,,,,,,,10.660000000000002,13.439999999999998,,,15.149999999999999,18.339999999999996
-16.4,,,,,,,,,,,,,,,10.825,13.675,,,15.520000000000005,18.575000000000003
-16.3,,,,,,,,,,,,,,,11.033333333333331,13.8,,,15.8,18.9
-16.2,,,,,,,,,,,,,,,11.185714285714285,14.016666666666666,,,15.95,19.233333333333338
-16.1,,,,,,,,,,,,,,,11.4,14.216666666666665,,,16.3,19.4
-16,,,,,,,,,,,,,,,11.571428571428573,14.383333333333335,,,16.639999999999997,19.633333333333333
-15.9,,,,,,,,,,,7.5,9.980838333333335,,,11.775000000000002,14.6,,,16.95,19.96666666666667
-15.8,,,,,,,,,,,7.6,10.072500000000002,,,12,14.850000000000001,,,17.15,20.299999999999997
-15.7,,,,,,,,,,,7.766666666666664,10.1975,,,12.224999999999998,15.060000000000002,,,17.5,20.633333333333333
-15.6,,,,,,,,,,,7.9,10.3724,,,12.55,15.3,,,17.8,20.96666666666667
-15.5,,,,,,,,,,,8.024999999999999,10.46406666666667,,,12.733333333333336,15.514285714285714,,,18.1,21.266666666666662
-15.4,,,,,,,6.4,8.8,,,8.175,10.6307,,,12.9,15.733333333333336,,,18.439999999999998,21.659999999999997
-15.3,,,,,,,6.6,8.9,,,8.3,10.8473,,,13.2,15.98,,,18.8,22
-15.2,,,7.166666666666667,9.8,,,6.7,9,,,8.439999999999998,10.9773,,,13.424999999999999,16.18,,,19.3,22.333333333333336
-15.1,,,7.275000000000002,9.88,,,6.8,9.149999999999999,,,8.62,11.0972,,,13.639999999999997,16.46666666666667,,,19.6,22.73333333333333
-15,,,7.4,9.98,,,6.9,9.23333333333333,,,8.8,11.2972,,,13.9,16.75,,,19.96,23.049999999999997
-14.9,,,7.5,10.166666666666668,,,7,9.4,,,8.9,11.44715,,,14.175,17.05,,,20.440000000000005,23.46666666666667
-14.8,,,7.7,10.3,,,7.1,9.52,,,9.1,11.5721,,,14.5,17.333333333333332,,,20.85,23.950000000000003
-14.7,,,7.8,10.466666666666669,,,7.266666666666667,9.7,,,9.283333333333335,11.839885714285717,,,14.76666666666667,17.666666666666668,,,21.4,24.359999999999996
-14.6,,,7.9,10.539999999999997,,,7.466666666666667,9.82,,,9.475000000000001,11.997,,,15.060000000000002,17.98,,,21.919999999999995,24.979999999999997
-14.5,,,8,10.7,,,7.6,10,,,9.6,12.236959999999998,,,15.3,18.2,,,22.46666666666666,25.559999999999995
-14.4,,,8.1,10.833333333333332,,,7.7,10.1,,,9.839999999999998,12.4469,,,15.7,18.54,,,23,26.34
-14.3,,,8.266666666666667,11,,,7.9,10.239999999999998,,,10.066666666666663,12.656840000000003,,,16,18.8,,,23.874999999999996,26.919999999999995
-14.2,,,8.4,11.139999999999997,,,8,10.4,,,10.25,12.8968,,,16.34,19.34,,,24.70000000000001,27.666666666666657
-14.1,,,8.6,11.316666666666666,,,8.166666666666666,10.539999999999997,,,10.460000000000003,13.0967,,,16.750000000000004,19.7,,,25.633333333333344,28.679999999999996
-14,,,8.7,11.4,,,8.3,10.760000000000002,,,10.675,13.2967,,,17.133333333333336,20.133333333333336,,,26.833333333333325,29.5
-13.9,,,8.9,11.624999999999998,,,8.5,10.9,,,10.92,13.556620000000002,,,17.640000000000004,20.566666666666663,,,27.98571428571429,30.800000000000004
-13.8,,,9,11.719999999999999,,,8.624999999999998,11.1,,,11.166666666666664,13.756600000000002,,,18.04,21,,,29.55,32.40000000000002
-13.7,,,9.2,11.924999999999999,,,8.825,11.216666666666665,,,11.4,13.956500000000002,,,18.5,21.5,,,31.4,34.11999999999998
-13.6,,,9.350000000000001,12.116666666666665,,,9,11.5,,,11.7,14.316440000000005,,,19,21.959999999999994,,,33.8,36.43333333333332
-13.5,,,9.5,12.3,,,9.124999999999998,11.7,,,11.960000000000003,14.556400000000002,,,19.599999999999994,22.6,,,36.89999999999998,39.18333333333335
-13.4,,,9.7,12.5,,,9.3,11.825,,,12.26666666666667,14.7963,,,20.3,23.140000000000004,,,41.15000000000002,43.15
-13.3,,,9.9,12.675,,,9.5,12.060000000000002,,,12.483333333333334,15.121199999999998,,,21.074999999999996,23.85,,,46.58000000000008,48.9
-13.2,,,10.1,12.849999999999998,,,9.7,12.280000000000001,,,12.9,15.456140000000003,,,21.899999999999988,24.666666666666668,,,54.77500000000007,55.9
-13.1,,,10.3,13.05,,,9.933333333333334,12.48,,,13.219999999999999,15.7961,,,22.9,25.6,,,64.4,65.3285714285715
-13,,,10.45,13.3,,,10.224999999999998,12.68,,,13.520000000000005,16.156000000000002,,,24.02499999999999,26.700000000000006,,,75.7,75.53333333333323
-12.9,,,10.649999999999999,13.5,,,10.4,13,,,13.940000000000003,16.59585,,,25.325000000000014,28,,,86.88000000000007,86.5
-12.8,,,10.866666666666667,13.719999999999999,,,10.675,13.216666666666665,,,14.360000000000003,16.975740000000002,,,26.8,29.65999999999999,,,98.23333333333333,96.53333333333333
-12.7,,,11.1,13.92,,,11.02,13.48,,,14.760000000000003,17.3957,,,28.899999999999995,31.4,,,107.66666666666667,105.7
-12.6,,,11.3,14.2,,,11.275000000000002,13.775000000000002,,,15.339999999999998,17.84558333333333,,,31.5,33.87499999999999,,,115.1,112.8
-12.5,,,11.5,14.424999999999999,,,11.55,14.075000000000001,,,15.850000000000001,18.3954,,,34.74000000000001,37.139999999999986,,,120.2,117.7
-12.4,,,11.866666666666669,14.675,,,11.866666666666669,14.439999999999998,,,16.46666666666667,19.028550000000003,,,39.52500000000002,41.539999999999985,,,123.38333333333335,121.16666666666667
-12.3,,,12.075000000000001,14.950000000000003,,,12.25,14.833333333333332,,,17.200000000000006,19.715120000000006,,,46.15999999999996,47.979999999999976,,,125.82,123.66666666666666
-12.2,,,12.375000000000002,15.26666666666667,,,12.6,15.200000000000001,,,18,20.594840000000005,,,55.10000000000003,56.82000000000003,,,127.84,125.4
-12.1,,,12.724999999999998,15.560000000000002,,,13.1,15.62,,,19,21.414620000000003,,,66.13333333333328,66.87999999999994,,,129.2,126.9
-12,,,13,15.960000000000003,,,13.533333333333337,16.119999999999997,,,20.15,22.544374999999995,,,78.8833333333334,78.55000000000001,,,130.15,127.88
-11.9,,,13.533333333333337,16.34,,,14.180000000000001,16.76,,,21.460000000000008,23.83405999999999,,,91.35,90.94000000000005,,,131.1,128.75
-11.8,,,13.95,16.72,,,14.849999999999998,17.4,,,23.09999999999999,25.55365999999999,,,102.1,102.07499999999996,,,131.68,129.3
-11.7,,,14.374999999999998,17.3,,,15.6,18.12,,,25.200000000000003,27.459833333333346,,,112.2,111.32000000000002,,,132.17142857142858,129.83333333333334
-11.6,,,15.033333333333337,17.85,,,16.499999999999993,19.000000000000004,,,27.920000000000016,30.092524999999988,,,120.06000000000004,118.7833333333333,,,132.5,130.2
-11.5,,,15.6,18.450000000000003,,,17.65,20.199999999999996,,,31.539999999999974,33.466625000000015,,,125.1,123.3,,,132.86666666666667,130.425
-11.4,,,16.499999999999993,19.275,,,18.933333333333326,21.35999999999999,,,36.53999999999997,38.07052000000003,,,128.33333333333334,126.4,,6.5,133.1,130.64
-11.3,,,17.399999999999995,20.1,,,20.5,23.033333333333324,,,43.6,45.5886,,,130.975,128.76666666666665,,6.575000000000001,133.28,130.75
-11.2,,,18.7,21.3,,,22.5,25,,,53.8,55.266160000000056,,,132.67999999999998,130.48,,6.7,133.3,130.9
-11.1,,,20.2,22.8,,,25.43333333333335,27.859999999999985,,,67.23999999999992,67.16323999999996,,,134.05714285714285,131.5,,6.833333333333332,133.4,131
-11,,,22.166666666666654,24.64999999999999,,,29.1,31.325000000000014,,,81.39999999999996,81.1797,,,135.15,132.6,,7,133.4,131.1
-10.9,,,24.866666666666678,27.179999999999993,,,34.9,36.574999999999974,,,95.71999999999997,94.40142499999995,,5.09873,135.85,133.32000000000002,,7.175000000000001,133.4,131.1
-10.8,,,28.53333333333331,30.775000000000013,,,42.69999999999997,45.09999999999997,,,108.6,106.90666666666674,,5.1987,136.3,133.875,,7.3,133.3,131.1
-10.7,,,34.266666666666694,35.699999999999974,,,55.1,56.15,,,118.87499999999997,117.57040000000006,,5.29868,136.74285714285713,134.36,,7.4,133.3,130.98333333333335
-10.6,,,42.44999999999996,43.81999999999997,,,68.39999999999995,69.4,,,127.21999999999998,125.52839999999998,,5.365326666666668,137.07999999999998,134.66,,7.5,133.2,130.8
-10.5,,,54.65,55.08000000000007,,,83.3,83.9,,,132.4,130.2675,,5.39865,137.25,134.88,,7.725,133.125,130.7
-10.4,,,68.76666666666661,69.3,,,99.23333333333328,98.87499999999994,,3.566666666666668,135.5,133.467,,5.49863,137.33333333333334,134.9,,7.866666666666668,133,130.6
-10.3,,,84.8,84.3,,,113.16666666666673,111.85,,3.6,137.79999999999998,135.866,,5.5986,137.4,135,,8,132.75,130.5
-10.2,,,100.6,98.84000000000003,,2.924999999999999,123.9,123.1,,3.6800000000000015,139.60000000000002,137.466,,5.778556000000001,137.33333333333334,135,,8.124999999999998,132.54,130.4
-10.1,,3.2,114.9,112.03999999999996,,3,132.05,130.7333333333333,,3.8,140.62,138.605,,5.89853,137.3,134.9,,8.350000000000001,132.33333333333334,130.25
-10,,3.3,126,124.08000000000006,,3.1,137.26666666666665,135.3,,3.875000000000001,141.475,139.265,,5.965176666666668,137.23333333333332,134.8,,8.4,132.1,130.04
-9.9,,3.3,134.1,131.75999999999996,,3.1,140.35000000000002,138.38,,3.9,141.96,139.765,,6.09848,137.16,134.7,,8.5,131.8,129.76666666666668
-9.8,,3.4,138.8,136.5,,3.2,142.45,140.4,,4,142.32500000000002,140.245,,6.29843,136.98333333333335,134.7,,8.74,131.66,129.43333333333334
-9.7,,3.5,141.95,139.23999999999998,,3.2,144.05,141.8,,4.1,142.575,140.465,,6.3984,136.81666666666666,134.38,,8.975000000000001,131.46666666666667,129.28
-9.6,,3.5,143.725,141.14000000000001,,3.3,144.9,142.7,,4.2,142.7,140.565,,6.49838,136.625,134.2,,9.124999999999998,131.21666666666667,129.14999999999998
-9.5,,3.5400000000000005,145.025,142.475,,3.4,145.55,143.4,,4.2,142.8,140.565,,6.69833,136.3,134.1,,9.3,131.05,128.96666666666667
-9.4,,3.6,145.82500000000002,143.4,,3.4,145.88,143.8,,4.35,142.72,140.54833333333335,,6.7983,136.14999999999998,133.86666666666667,,9.475000000000001,130.85,128.8
-9.3,,3.7,146.3,143.7,,3.5,146.2,144.05,,4.45,142.6,140.465,,6.99825,135.88,133.625,,9.7,130.4,128.5
-9.2,,3.7,146.4,143.93333333333334,,3.5,146.3,144.1,,4.566666666666668,142.4,140.285,,7.1982,135.53333333333333,133.4,,9.850000000000001,130.16666666666666,128.32000000000002
-9.1,,3.8,146.4,144,,3.6,146.3,144.1,,4.7,142.075,140.185,,7.348165,135.2,132.98333333333335,,10,130.02,128.1
-9,,3.9,146.4,144,,3.6666666666666683,146.3,144.1,,4.7,141.9,139.93166666666667,,7.49813,134.7,132.775,,10.3,129.8,127.74
-8.9,,3.9,146.2,143.9,,3.8,146.1,143.9,,4.8,141.7,139.64499999999998,,7.623094999999999,134.48,132.45,,10.6,129.56,127.46666666666667
-8.8,,4,146.1,143.68,,3.824999999999999,145.83333333333334,143.66666666666666,,4.95,141.35,139.33166666666668,,7.923022499999999,134.3,132.17499999999998,,10.92,129.25,127.25
-8.7,,4.1,145.8,143.4,,3.9,145.525,143.3,,5.1,140.775,139.065,,8.09798,134.04,131.875,,11.25,128.875,127.16666666666667
-8.6,,4.166666666666668,145.4,143.075,,4,145.17499999999998,142.82,,5.3,140.38,138.515,,8.322922499999999,133.62,131.54999999999998,,11.5,128.475,126.9
-8.5,,4.266666666666668,145,142.75,,4.124999999999999,144.75,142.45,,5.4,140,138.20499999999998,,8.572857500000001,133.25,131.2,,11.8,128.22,126.6
-8.4,,4.4,144.53333333333333,142.5,,4.2,144.2,142.1,,5.566666666666668,139.7,137.866,,8.7978,133,130.82,,12.149999999999999,128.025,126.33999999999999
-8.3,,4.5,144.1,142,,4.3,143.75,141.625,,5.7,139.24,137.416,,8.99775,132.75,130.525,,12.45,127.86666666666667,126.05714285714285
-8.2,,4.6,143.5,141.26666666666668,,4.4,143.2,141.05,,5.859999999999999,138.8,137.006,,9.222694999999998,132.22,130.23999999999998,,12.8,127.6,125.76
-8.1,,4.7,142.875,140.8,,4.566666666666668,142.7,140.54,,6.024999999999999,138.32500000000002,136.516,,9.5976,131.925,129.95,,13.4,127.33999999999999,125.42
-8,,4.8,142.2,140.25,,4.7,142.2,140.18,,6.233333333333332,137.82,136.126,,9.847542500000001,131.6,129.65,,13.766666666666664,126.96000000000001,125.16666666666666
-7.9,,4.9,141.8,139.7,,4.8,141.6,139.5,,6.4,137.38,135.666,,10.19745,131.26666666666668,129.23333333333332,,14.266666666666664,126.65,124.95
-7.8,,5,141.33333333333334,139.2,,4.966666666666669,140.9,138.9,,6.6,136.92000000000002,135.166,,10.564066666666669,130.93333333333334,129,,14.9,126.325,124.75
-7.7,,5.2,140.64,138.64,,5.1,140.4,138.45000000000002,,6.824999999999999,136.47142857142856,134.666,,10.8973,130.45,128.56666666666666,,15.599999999999996,126.1,124.5
-7.6,,5.3,140.1,138.07999999999998,,5.2,139.8,138.06666666666666,,7.1,135.86666666666667,134.266,,11.363866666666668,129.98,128.17999999999998,2.1,16.375,125.82000000000001,124.2
