Percentage Depth Doses,,,,,
Wedge 15,,,,,
SSD=80cm,,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,,
Detector offset of -1.8mm (0.6*rcav) applied,,,,,
Depth [cm],4x4cm2,10x10cm2,20x20cm2,30x30cm2,40x30cm2
3.8,97.9,97.55,95,92.33333333333333,91.35
3.9,97.57499999999999,97.1,94.6,91.95,90.97500000000001
4,97.24,96.75,94.25,91.53999999999999,90.6
4.1,96.85,96.4,93.8,91.15555555555555,90.225
4.2,96.475,96.1,93.475,90.73333333333333,89.82222222222222
4.3,96.1375,95.64,93.05,90.4,89.4125
4.4,95.66250000000001,95.175,92.75,90,89
4.5,95.25,94.9,92.25,89.6,88.65714285714286
4.6,94.8,94.45,91.875,89.23333333333333,88.30000000000001
4.7,94.35,94.05714285714286,91.57499999999999,88.88,87.9
4.8,93.85000000000001,93.7,91.14999999999999,88.5,87.6
4.9,93.42500000000001,93.31428571428572,90.76666666666667,88.11999999999999,87.19999999999999
5,92.95,92.9,90.35000000000001,87.7,86.8
5.1,92.44,92.45,89.85,87.27499999999999,86.5
5.2,92.1,92.06666666666666,89.6,86.95,86.14
5.3,91.69999999999999,91.61428571428571,89.19999999999999,86.575,85.77499999999999
5.4,91.2,91.1875,88.9,86.2,85.44
5.5,90.85000000000001,90.8,88.45,85.80000000000001,85.1
5.6,90.35,90.4,88.06666666666666,85.5,84.66666666666666
5.7,89.85000000000001,89.9,87.65,85.1,84.4
5.8,89.42500000000001,89.55,87.275,84.825,83.93333333333334
5.9,88.91428571428571,89.1,86.8,84.45,83.6
6,88.6,88.76666666666667,86.52499999999999,84.125,83.25
6.1,88.14,88.35,86.16666666666667,83.77499999999999,83
6.2,87.77142857142857,87.95,85.75,83.35,82.65
6.3,87.30000000000001,87.525,85.42500000000001,83.07499999999999,82.325
6.4,86.9,87.15,84.95,82.75,81.9
6.5,86.45,86.725,84.63333333333333,82.4,81.5
6.6,85.9,86.4,84.3,82.05,81.225
6.7,85.43333333333334,85.94999999999999,83.95,81.65,80.88000000000001
6.8,85.02499999999999,85.52499999999999,83.66000000000001,81.3,80.58
6.9,84.675,85.15,83.25,81,80.2
7,84.25,84.73333333333333,82.9,80.6,79.8
7.1,83.775,84.33749999999999,82.55,80.35,79.55
7.2,83.4,83.92,82.14999999999999,79.9,79.225
7.3,82.9,83.625,81.775,79.65,78.86000000000001
7.4,82.4,83.16000000000001,81.425,79.32,78.55
7.5,82.11999999999999,82.85,81.1,78.875,78.2
7.6,81.75,82.4,80.73333333333333,78.58,77.9
7.7,81.35,82.05,80.36666666666667,78.3,77.6
7.8,80.95,81.65,80,78.05,77.32000000000001
7.9,80.625,81.35,79.725,77.7,76.88
8,80.0625,81.05,79.4,77.30000000000001,76.6
8.1,79.725,80.56666666666666,79.03999999999999,77,76.325
8.2,79.3,80.2,78.6,76.7,75.925
8.3,79,79.9,78.35,76.36250000000001,75.65
8.4,78.5142857142857,79.4,78,76.02499999999999,75.4
8.5,78.1,79,77.6,75.675,74.95
8.6,77.69999999999999,78.65,77.25,75.35,74.63333333333333
8.7,77.3,78.325,76.925,75.1,74.36666666666667
8.8,76.93333333333334,77.875,76.66250000000001,74.725,74.1
8.9,76.45,77.6,76.25,74.38571428571429,73.73333333333333
9,76.075,77.2375,75.98,74.08,73.46000000000001
9.1,75.76666666666667,76.97142857142858,75.64999999999999,73.825,73.22
9.2,75.35,76.6,75.3,73.52499999999999,72.875
9.3,75.1,76.1,75,73.15,72.52499999999999
9.4,74.6,75.8,74.65,72.9,72.25
9.5,74.2,75.4,74.3,72.5375,71.94
9.6,73.925,75.1,73.95,72.18571428571428,71.7
9.7,73.47500000000001,74.66666666666667,73.61999999999999,71.9,71.25
9.8,73.14999999999999,74.325,73.33333333333334,71.58571428571429,71
9.9,72.675,73.97500000000001,73,71.3,70.69999999999999
10,72.425,73.625,72.675,70.95,70.3
10.1,71.95,73.175,72.325,70.6,70.05
10.2,71.55,72.95,72.05,70.30000000000001,69.7
10.3,71.3,72.6,71.75,70.02,69.45
10.4,70.95,72.25,71.4,69.775,69.22
10.5,70.7,71.92,71.05,69.425,68.875
10.6,70.30000000000001,71.52499999999999,70.75,69.1,68.55
10.7,69.9,71.25,70.46666666666667,68.85,68.225
10.8,69.52,70.825,70.2,68.6,67.98571428571428
10.9,69.19999999999999,70.5,69.80000000000001,68.25,67.67999999999999
11,68.75,70.25,69.4,68,67.4
11.1,68.33749999999999,70,69.25,67.625,67.14
11.2,68.06666666666666,69.6,68.925,67.35,66.8
11.3,67.64999999999999,69.3,68.575,67.15,66.55
11.4,67.5,69,68.325,66.85,66.3
11.5,67.13999999999999,68.6,68.06,66.575,66.06
11.6,66.7,68.2,67.65,66.325,65.77142857142857
11.7,66.4,68.02,67.4,65.975,65.45
11.8,66.11999999999999,67.625,67.1,65.725,65.225
11.9,65.85000000000001,67.275,66.85,65.4125,64.95
12,65.425,66.925,66.5,65.125,64.7
12.1,65.15,66.675,66.3,64.9,64.4
12.2,64.75,66.325,65.9,64.625,64.1
12.3,64.48,66.1,65.66,64.26666666666667,63.8
12.4,64.13333333333333,65.7,65.3,63.9,63.56
12.5,63.839999999999996,65.4,65.075,63.76,63.324999999999996
12.6,63.5,65.1,64.825,63.525,63.050000000000004
12.7,63.150000000000006,64.8,64.47500000000001,63.275,62.725
12.8,62.9,64.55,64.225,62.96,62.475
12.9,62.525,64.225,63.88,62.725,62.225
13,62.175000000000004,63.875,63.6,62.375,61.95
13.1,61.925,63.525,63.4,62.114285714285714,61.650000000000006
13.2,61.550000000000004,63.24285714285715,63.05,61.95,61.4
13.3,61.15,62.96666666666667,62.7,61.6,61.150000000000006
13.4,60.88,62.75,62.45,61.349999999999994,60.9
13.5,60.650000000000006,62.33333333333333,62.2,61.1,60.650000000000006
13.6,60.4,62.1,61.93333333333333,60.86,60.419999999999995
13.7,60.025,61.800000000000004,61.650000000000006,60.525,60.175000000000004
13.8,59.775,61.5,61.4,60.3,59.925
13.9,59.4375,61.233333333333334,61.150000000000006,60.1,59.675000000000004
14,59.125,60.887499999999996,60.839999999999996,59.875,59.324999999999996
14.1,58.78333333333333,60.575,60.575,59.525,59.2
14.2,58.628571428571426,60.36666666666667,60.324999999999996,59.275,58.8
14.3,58.24,60.075,60.075,59.05,58.6
14.4,58,59.7,59.824999999999996,58.8,58.36666666666667
14.5,57.650000000000006,59.45,59.5,58.5,58.1
14.6,57.4,59.2,59.225,58.25,57.9
14.7,57.15,58.9,58.980000000000004,58,57.6
14.8,56.8,58.6,58.739999999999995,57.75,57.3
14.9,56.52,58.36666666666667,58.4,57.475,57.1
15,56.225,58.125,58.25,57.225,56.824999999999996
15.1,55.875,57.85,57.9,56.975,56.7
15.2,55.625,57.54,57.650000000000006,56.725,56.4
15.3,55.375,57.3,57.4,56.5,56.150000000000006
15.4,55.14,57,57.175000000000004,56.25,55.8
15.5,54.9,56.7,56.925,56,55.7
15.6,54.55,56.45,56.675000000000004,55.824999999999996,55.4
15.7,54.3,56.2,56.4,55.5,55.175000000000004
15.8,54.05,55.875,56.150000000000006,55.275,55
15.9,53.8,55.625,55.9,55.08571428571429,54.766666666666666
16,53.4,55.43333333333333,55.675000000000004,54.8625,54.525
16.1,53.225,55.150000000000006,55.425,54.5625,54.3
16.2,52.975,54.9,55.18571428571428,54.375,54.03333333333333
16.3,52.725,54.7,55,54.125,53.8
16.4,52.475,54.425,54.666666666666664,54,53.6
16.5,52.25,54.13333333333333,54.4,53.75,53.4
16.6,51.9375,53.875,54.25,53.5,53.150000000000006
16.7,51.7,53.625,53.96,53.175,52.9
16.8,51.425,53.38,53.725,53,52.675000000000004
16.9,51.1,53.1,53.475,52.775,52.425
17,50.849999999999994,52.824999999999996,53.25,52.525,52.25
17.1,50.675000000000004,52.575,53,52.3,52.05
17.2,50.425,52.324999999999996,52.8,52.05,51.8
17.3,50.150000000000006,52.08888888888889,52.5,51.9,51.56
17.4,49.919999999999995,51.925,52.375,51.6,51.324999999999996
17.5,49.7,51.6,52.125,51.45,51.160000000000004
17.6,49.45,51.35,51.875,51.275,51
17.7,49.1,51.150000000000006,51.65,51.025,50.8
17.8,48.9,50.949999999999996,51.4,50.775,50.5
17.9,48.660000000000004,50.660000000000004,51.225,50.525,50.3
18,48.44,50.4,50.957142857142856,50.36666666666667,50.05
18.1,48.275,50.175000000000004,50.766666666666666,50.2,49.9
18.2,48.025,49.925,50.55,49.949999999999996,49.675000000000004
18.3,47.775,49.7,50.2,49.7,49.425
18.4,47.525,49.525,50.050000000000004,49.475,49.21666666666667
18.5,47.31999999999999,49.3,49.849999999999994,49.3,49.075
18.6,47.1,49.075,49.628571428571426,49.125,48.8625
18.7,46.833333333333336,48.849999999999994,49.475,48.83333333333333,48.6
18.8,46.56,48.6,49.2,48.68333333333334,48.45
18.9,46.4,48.349999999999994,49,48.475,48.233333333333334
19,46.1,48.2,48.8,48.3,48
19.1,45.849999999999994,47.92,48.55,48.075,47.8
19.2,45.7,47.625,48.4,47.849999999999994,47.6
19.3,45.475,47.4,48.150000000000006,47.7,47.349999999999994
19.4,45.225,47.225,47.9,47.44,47.22
19.5,44.975,46.975,47.675000000000004,47.2,46.975
19.6,44.824999999999996,46.75,47.5,47,46.824999999999996
19.7,44.6,46.650000000000006,47.275,46.8,46.675000000000004
19.8,44.324999999999996,46.33333333333333,47.1,46.625,46.425
19.9,44.13333333333333,46.125,46.875,46.425,46.175000000000004
20,44,45.980000000000004,46.64,46.2,45.94
20.1,43.7,45.725,46.5,45.95,45.8
20.2,43.5,45.5,46.25,45.8,45.55
20.3,43.3,45.25,46,45.6,45.4
20.4,43.1,45.1,45.849999999999994,45.4,45.160000000000004
20.5,42.849999999999994,44.849999999999994,45.6,45.2,45.01428571428571
20.6,42.7,44.7,45.375,45.025,44.83333333333333
20.7,42.349999999999994,44.45,45.2,44.875,44.625
20.8,42.2,44.2,45.01428571428571,44.6,44.46
20.9,42,44.05,44.78333333333333,44.45,44.3
21,41.81999999999999,43.8,44.583333333333336,44.3,44.1
21.1,41.675000000000004,43.6,44.4375,44.075,43.925
21.2,41.425,43.4,44.225,43.925,43.78
21.3,41.275,43.225,44.08571428571429,43.75,43.55
21.4,41.025,42.975,43.875,43.525,43.4
21.5,40.849999999999994,42.78,43.625,43.4,43.2
21.6,40.6,42.55,43.475,43.13333333333333,43
21.7,40.4,42.4,43.225,43,42.779999999999994
21.8,40.25,42.25,43.1,42.8,42.583333333333336
21.9,40.019999999999996,42.019999999999996,42.9,42.6,42.4375
22,39.824999999999996,41.86666666666667,42.8,42.38,42.25
22.1,39.6,41.7,42.5,42.25,42.1
22.2,39.4,41.475,42.349999999999994,42.1,41.925
22.3,39.3,41.266666666666666,42.2,41.95,41.8
22.4,39.1,41.1,41.96666666666667,41.7,41.575
22.5,38.9,40.9,41.75,41.6,41.425
22.6,38.8,40.766666666666666,41.6,41.36,41.2
22.7,38.7,40.525,41.419999999999995,41.2,41.04
22.8,38.35,40.3,41.275,40.975,40.9
22.9,38.150000000000006,40.125,41.1,40.824999999999996,40.64
23,37.949999999999996,39.975,40.875,40.675000000000004,40.5
23.1,37.875,39.8,40.625,40.525,40.349999999999994
23.2,37.625,39.580000000000005,40.4,40.3,40.2
23.3,37.475,39.349999999999994,40.3,40.150000000000006,40
23.4,37.3,39.2,40.2,40,39.9
23.5,37.1,39.05,39.96666666666667,39.849999999999994,39.6625
23.6,37,38.839999999999996,39.824999999999996,39.6,39.5375
23.7,36.7,38.7,39.675000000000004,39.46,39.324999999999996
23.8,36.55,38.5,39.425,39.3,39.18888888888889
23.9,36.419999999999995,38.4,39.2875,39.175000000000004,39.050000000000004
24,36.2,38.1,39.125,38.95,38.849999999999994
24.1,36.06666666666667,37.9,38.9375,38.78333333333333,38.725
24.2,35.81999999999999,37.8,38.75,38.68333333333334,38.5
24.3,35.675000000000004,37.6,38.6,38.516666666666666,38.349999999999994
24.4,35.525,37.425,38.44,38.275,38.2
24.5,35.3,37.275,38.28,38.14,38.075
24.6,35.2,37.125,38.150000000000006,37.975,37.9125
24.7,35,36.9,37.980000000000004,37.839999999999996,37.6875
24.8,34.9,36.8,37.766666666666666,37.66666666666667,37.5625
24.9,34.650000000000006,36.6,37.66666666666667,37.5,37.44444444444444
25,34.5,36.4,37.449999999999996,37.3,37.25
25.1,34.33333333333333,36.3,37.31999999999999,37.225,37.06666666666667
25.2,34.150000000000006,36.1,37.1,37.05,36.925
25.3,34.019999999999996,35.9,37,36.9,36.75
25.4,33.86666666666667,35.75,36.849999999999994,36.775,36.650000000000006
25.5,33.7,35.6,36.6,36.525,36.5
25.6,33.57142857142858,35.4,36.45,36.4,36.371428571428574
25.7,33.357142857142854,35.239999999999995,36.3,36.25,36.120000000000005
25.8,33.2,35.1,36.1,36.025000000000006,36.05
25.9,33,35,36.02,35.9,35.9
26,32.9,34.8,35.87499999999999,35.825,35.7
26.1,32.779999999999994,34.675000000000004,35.7,35.675,35.53333333333334
26.2,32.55,34.5,35.5,35.54,35.474999999999994
26.3,32.4,34.324999999999996,35.37499999999999,35.4,35.3125
26.4,32.27499999999999,34.1,35.22500000000001,35.150000000000006,35.1
26.5,32.12500000000001,34,35.074999999999996,35,34.95
26.6,31.974999999999994,33.9,34.94,34.9,34.8
26.7,31.825000000000003,33.666666666666664,34.77499999999999,34.8,34.7
26.8,31.66666666666666,33.52,34.62500000000001,34.6,34.6
26.9,31.5,33.4,34.5,34.474999999999994,34.4
27,31.3,33.22500000000001,34.349999999999994,34.262499999999996,34.3
27.1,31.2,33.1,34.2,34.1375,34.1
27.2,31.125000000000004,32.9,34.05,34.0125,33.925000000000004
27.3,30.974999999999994,32.75,33.9,33.9,33.879999999999995
27.4,30.8,32.63333333333333,33.75,33.675000000000004,33.650000000000006
27.5,30.6,32.5,33.6,33.55,33.6
27.6,30.5,32.339999999999996,33.4,33.5,33.45
27.7,30.374999999999996,32.18,33.3,33.349999999999994,33.3
27.8,30.2,32.03333333333333,33.175,33.2,33.175
27.9,30.1,31.9,33,33.074999999999996,33.025000000000006
28,29.9,31.725,32.8,32.9,32.87499999999999
28.1,29.8,31.6,32.7,32.8,32.72500000000001
28.2,29.674999999999997,31.5,32.6,32.7,32.6
28.3,29.53333333333334,31.3,32.45,32.5,32.425000000000004
28.4,29.374999999999996,31.15,32.3,32.4,32.3
28.5,29.2,31.1,32.16666666666667,32.220000000000006,32.22500000000001
28.6,29.1,30.9,32.025,32.1,32
28.7,29,30.725,31.9,32.025000000000006,31.9
28.8,28.8,30.6,31.75,31.874999999999996,31.8
28.9,28.65,30.5,31.620000000000005,31.7,31.6
29,28.6,30.374999999999996,31.45,31.6,31.5
29.1,28.4,30.2,31.3,31.4,31.4
29.2,28.3,30.074999999999996,31.2,31.3,31.2375
29.3,28.212500000000002,29.925000000000004,31.1,31.1,31.122222222222224
29.4,28.074999999999996,29.8,30.9,31,31
29.5,27.9,29.7,30.8,30.875,30.85
29.6,27.837500000000002,29.574999999999996,30.63333333333334,30.75,30.8
29.7,27.712500000000002,29.4,30.566666666666663,30.625,30.6
29.8,27.574999999999996,29.275,30.4,30.5,30.5
29.9,27.362499999999997,29.15,30.3,30.377777777777776,30.374999999999996
30,27.2,29.012500000000003,30.174999999999997,30.2625,30.2
