Percentage Depth Doses,,,,,
Wedge 30,,,,,
SSD=120cm,,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,,
Detector offset of -1.8mm (0.6*rcav) applied,,,,,
Depth [cm],4x4cm2,10x10cm2,20x20cm2,30x30cm2,40x30cm2
0,22.9,29.7,40.6,51.1,55.1
0.1,26.7,33.05,44.475,54.63333333333333,58.85
0.2,32.63333333333333,39.019999999999996,49.84,59.8,63.825
0.3,41.175,46.85,57.3,66.3,70.125
0.4,48.525,54.059999999999995,63.7,72.3,75.65
0.5,55.175,60.3,69.15,76.86,79.9
0.6,60.62,65.55,73.42500000000001,80.75,83.45
0.7,65.4,69.93333333333334,77.66,84.25,86.5
0.8,70,74.05,80.825,86.925,89.175
0.9,74.05000000000001,77.85,83.875,89.5,91.3
1,77.4,80.77499999999999,86.65,91.325,93.025
1.1,80.53333333333333,83.58571428571429,88.725,93,94.55
1.2,83.3,86.1,90.72500000000001,94.43333333333334,95.76666666666667
1.3,85.5,87.9,92.14,95.76666666666667,96.8
1.4,87.7,89.85,93.56666666666666,96.7,97.67999999999999
1.5,89.625,91.35,94.78571428571429,97.45714285714286,98.3
1.6,91.2,92.91666666666666,95.7,98.03999999999999,98.85
1.7,92.4,94,96.575,98.67999999999999,99.3
1.8,93.85000000000001,95.175,97.4,99.17142857142858,99.55
1.9,95,96.10000000000001,98,99.35714285714286,99.8
2,95.63333333333334,97.01249999999999,98.6,99.7,99.9
2.1,96.7,97.5,98.95,99.9,99.9
2.2,97.5,98.075,99.3,99.9875,100
2.3,97.95,98.6,99.63333333333334,100,100
2.4,98.52499999999999,99.1,99.7,100,99.9
2.5,98.975,99.5,99.9,100,99.825
2.6,99.3,99.66666666666667,99.975,99.9,99.7
2.7,99.6,99.8,100,99.83333333333333,99.6
2.8,99.75,99.9,100,99.63333333333333,99.4
2.9,99.9,99.9,100,99.4,99.28
3,100,100,99.9,99.27499999999999,98.98
3.1,100,100,99.8,99.025,98.675
3.2,99.9,100,99.675,98.77499999999999,98.45
3.3,99.9,99.91666666666667,99.42500000000001,98.55,98.2
3.4,99.9,99.78,99.27499999999999,98.4,97.95
3.5,99.8,99.63333333333333,99.125,98.15,97.72500000000001
3.6,99.5,99.58333333333333,98.8,98,97.53333333333333
3.7,99.375,99.375,98.625,97.6,97.16666666666667
3.8,99.125,99.24,98.5,97.2,96.83333333333333
3.9,98.9,98.95,98.23333333333333,96.95,96.475
4,98.72,98.65,97.77499999999999,96.72,96.225
4.1,98.46666666666667,98.46666666666667,97.5,96.42,95.9125
4.2,98.22500000000001,98.22,97.4,96.07499999999999,95.625
4.3,97.975,97.85,97.05,95.78750000000001,95.4
4.4,97.64999999999999,97.58571428571429,96.7,95.43333333333334,95.04285714285714
4.5,97.25,97.36,96.45,95.3,94.71249999999999
4.6,97,97.11999999999999,96.2,95.0125,94.4
4.7,96.65,96.675,95.93333333333334,94.625,94.06666666666666
4.8,96.4,96.525,95.625,94.27499999999999,93.75999999999999
4.9,96.05,96.175,95.375,94.025,93.525
5,95.9,95.83333333333333,95.14444444444445,93.78,93.3
5.1,95.54,95.5,94.5,93.55,92.975
5.2,95.05,95.25,94.15,93.03333333333333,92.625
5.3,94.46666666666667,94.9,93.9,92.86666666666667,92.27499999999999
5.4,94.22,94.45,93.64999999999999,92.5,92.15
5.5,93.75,94.2,93.4,92.23333333333333,91.8
5.6,93.43333333333334,93.9,93.05,91.9,91.45
5.7,93.14,93.65,92.82,91.53333333333333,91.2
5.8,92.8625,93.2,92.4625,91.3,90.96000000000001
5.9,92.5,92.86,92.1625,91.05,90.625
6,92.15,92.55,91.93333333333332,90.74000000000001,90.27499999999999
6.1,91.7,92.22500000000001,91.575,90.375,90.05
6.2,91.3,91.875,91.2,90.125,89.75
6.3,90.95,91.55,90.825,89.86,89.35
6.4,90.6,91.3,90.5,89.625,89.2
6.5,90.05,90.85,90.18571428571428,89.25,88.85
6.6,89.72,90.5,89.875,88.925,88.5
6.7,89.45,90.15,89.7,88.75,88.25
6.8,89.1,89.85,89.47500000000001,88.45,87.925
6.9,88.72,89.55,89.19999999999999,88,87.675
7,88.3,89.225,88.7,87.75,87.425
7.1,87.92,88.875,88.4,87.5,87.08
7.2,87.625,88.6,88.1,87.22,86.85
7.3,87.375,88.25,87.775,86.925,86.6
7.4,86.875,87.9,87.625,86.575,86.19999999999999
7.5,86.38000000000001,87.5,87.3,86.425,86
7.6,86.05,87.2,87.125,86.25,85.7
7.7,85.75,86.97500000000001,86.575,85.7625,85.325
7.8,85.45,86.55,86.4,85.43333333333334,85.1
7.9,85.2,86.375,86.2,85.18571428571428,84.7625
8,84.65,86.125,86,84.85000000000001,84.4625
8.1,84.4,85.7,85.6,84.61111111111111,84.28888888888889
8.2,84.05,85.4,85.2,84.375,83.97500000000001
8.3,83.625,85,85,84.125,83.7
8.4,83.33333333333333,84.75,84.64999999999999,83.86250000000001,83.425
8.5,82.97142857142858,84.5,84.18333333333334,83.51428571428572,83.1
8.6,82.55,84.26,83.975,83.28,82.91428571428573
8.7,82.26,83.85,83.8,83.05,82.65
8.8,81.93333333333334,83.47500000000001,83.5,82.65,82.325
8.9,81.65,83.225,83.26666666666667,82.4,81.97500000000001
9,81.3,83,83,82.15,81.75
9.1,80.825,82.6,82.65,82,81.5
9.2,80.44999999999999,82.175,82.4,81.75,81.15
9.3,80.14999999999999,81.94,82,81.3,80.93333333333334
9.4,79.6875,81.6,81.675,80.95,80.7
9.5,79.275,81.35,81.38,80.725,80.4
9.6,78.98,81.05,81.12222222222222,80.375,80.1
9.7,78.55,80.8,80.875,80.225,79.74
9.8,78.3,80.4,80.5875,79.96666666666667,79.46000000000001
9.9,78.15,80,80.275,79.55,79.3
10,77.8,79.725,80.025,79.3,79.03333333333333
10.1,77.45,79.5,79.67142857142858,79.05,78.8
10.2,77.02499999999999,79.35,79.38000000000001,78.825,78.5
10.3,76.75,79,79.15,78.575,78.25
10.4,76.35,78.375,78.9,78.325,78
10.5,75.96000000000001,78.225,78.56,78,77.75
10.6,75.625,77.97500000000001,78.37777777777778,77.78,77.5
10.7,75.36000000000001,77.64999999999999,78.19999999999999,77.5,77.1
10.8,75.05,77.375,77.74,77.16,76.95
10.9,74.8,77.05,77.45,76.925,76.625
11,74.5,76.775,77.2,76.675,76.375
11.1,74.1,76.52499999999999,76.9,76.325,76.02499999999999
11.2,73.85,76.16666666666667,76.66666666666667,76.075,75.7
11.3,73.625,75.9,76.36666666666667,75.825,75.6
11.4,73.275,75.66666666666667,76.1,75.7,75.4
11.5,72.95,75.4,75.85000000000001,75.33333333333333,75.05
11.6,72.4875,75.13333333333334,75.625,75.1,74.86666666666667
11.7,72.28750000000001,74.825,75.3,74.85,74.675
11.8,71.9125,74.55,75.075,74.7,74.325
11.9,71.625,74.325,74.825,74.35,74.075
12,71.4,74.075,74.575,74.1,73.75
12.1,71.05,73.69999999999999,74.325,73.85,73.48
12.2,70.80000000000001,73.3,73.9,73.61999999999999,73.25
12.3,70.56666666666666,73.05,73.725,73.35,73
12.4,70.2375,72.8,73.5,73.02499999999999,72.7
12.5,69.85000000000001,72.45,73.17999999999999,72.875,72.5
12.6,69.4625,72.25,72.9,72.625,72.375
12.7,69.21249999999999,71.9,72.7,72.35000000000001,72.125
12.8,68.83749999999999,71.61428571428571,72.5,72.1,71.775
12.9,68.67777777777778,71.375,72.3,71.9,71.55
13,68.425,71.2,71.9,71.66666666666667,71.35
13.1,68.15,70.9,71.6,71.38000000000001,71.125
13.2,67.875,70.725,71.35,71.15,70.8
13.3,67.5,70.47500000000001,71.1,70.875,70.55
13.4,67.25,70.05,70.85000000000001,70.7,70.3
13.5,66.97500000000001,69.775,70.625,70.425,70.1
13.6,66.64999999999999,69.6,70.425,70.14285714285714,69.82000000000001
13.7,66.275,69.375,70.2,69.925,69.55714285714285
13.8,65.925,69.02499999999999,69.875,69.65,69.375
13.9,65.8,68.7,69.55,69.27499999999999,69.18333333333334
14,65.45,68.375,69.4,69.1,68.98
14.1,65.1,68.14,69.075,68.95,68.625
14.2,64.96000000000001,67.9,68.9,68.62,68.3
14.3,64.6,67.6,68.6,68.4,68.11428571428571
14.4,64.25,67.4,68.3,68.15,67.8
14.5,64.02,67.15,68.15,67.9,67.65
14.6,63.7875,66.92,67.9,67.64999999999999,67.45
14.7,63.5875,66.675,67.66,67.4,67.19999999999999
14.8,63.150000000000006,66.425,67.5,67.16,67
14.9,62.824999999999996,66.15,67.175,66.97500000000001,66.76666666666667
15,62.575,65.825,66.925,66.725,66.52499999999999
15.1,62.357142857142854,65.675,66.675,66.47500000000001,66.3
15.2,62.125,65.325,66.425,66.225,66.05
15.3,62,65,66.175,66.05,65.775
15.4,61.725,64.64999999999999,65.925,65.74,65.6
15.5,61.35,64.4,65.8,65.6,65.3
15.6,61.1,64.25,65.56,65.45,65.15
15.7,60.93333333333333,64,65.25,65.3,64.8
15.8,60.63333333333333,63.8,64.97500000000001,64.9,64.575
15.9,60.375,63.5,64.725,64.7,64.4
16,60.0875,63.3,64.6,64.5,64.225
16.1,59.9,63.080000000000005,64.35,64.25,63.875
16.2,59.55,62.849999999999994,64.2,64.02499999999999,63.739999999999995
16.3,59.3,62.7,63.849999999999994,63.8,63.6
16.4,59,62.45,63.6,63.55,63.32857142857142
16.5,58.85,62.1,63.375,63.3,63.18888888888889
16.6,58.525,61.75,63.2,63.1,63.025000000000006
16.7,58.3,61.6,62.95,63,62.7
16.8,58.125,61.349999999999994,62.75,62.75,62.449999999999996
16.9,57.775,61.1,62.4,62.46666666666667,62.2
17,57.6,60.824999999999996,62.25,62.225,62.050000000000004
