Percentage Depth Doses,,,,,,,,
Open field,,,,,,,,
SSD=100cm,,,,,,,,
Detector: IBA Dosimetry CC13 Ionization Chamber,,,,,,,,
Detector offset of -1.8mm (0.6*rcav) applied,,,,,,,,
Depth [cm],3x3cm2,4x4cm2,6x6cm2,8x8cm2,10x10cm2,20x20cm2,30x30cm2,40x40cm2
2.5,99.9,99.62,99.56666666666666,99.8,99.9,99.92,99.5,99.35
2.6,100,99.8,99.8,99.85,99.9,99.85,99.3,99.11999999999999
2.7,100,99.9,99.9,99.9,100,99.7,99.05,98.9
2.8,100,100,99.95,100,100,99.525,98.8,98.58
2.9,99.9,100,100,100,99.9,99.3,98.65,98.375
3,99.83333333333333,100,100,100,99.8,99.07499999999999,98.3,98.1
3.1,99.8,100,99.9,99.9,99.63333333333333,98.825,97.95,97.82
3.2,99.7,99.9,99.8,99.77499999999999,99.5,98.5,97.7,97.45
3.3,99.5,99.7,99.7,99.625,99.42,98.35,97.4,97.175
3.4,99.36666666666667,99.56666666666666,99.5,99.375,99.27499999999999,98.1,97.13333333333333,96.94
3.5,99.1,99.35,99.3,99.22500000000001,99,97.75,96.85000000000001,96.58
3.6,98.74000000000001,99.1,99.125,98.95,98.7,97.4,96.45,96.23333333333333
3.7,98.55,98.9,98.76666666666667,98.75,98.4,97.12,96.125,95.9
3.8,98.14999999999999,98.6,98.6,98.5,98.15,96.825,95.83333333333333,95.63333333333333
3.9,97.875,98.32000000000001,98.4,98.19999999999999,97.9,96.55,95.45,95.30000000000001
4,97.625,98.025,98.05,97.9,97.6,96.14999999999999,95.16666666666667,94.98
4.1,97.27499999999999,97.675,97.8,97.55,97.25,95.875,94.85,94.67999999999999
4.2,96.88,97.36,97.45,97.175,96.9,95.525,94.6,94.30000000000001
4.3,96.5,97.025,97.05,96.825,96.65,95.25,94.23333333333333,94.05
4.4,96,96.55,96.64999999999999,96.675,96.3,94.86,93.84,93.75
4.5,95.6,96.125,96.25,96.325,95.93333333333334,94.42500000000001,93.43333333333334,93.4
4.6,95.19999999999999,95.85,95.92500000000001,95.92500000000001,95.45,94.2,93.23333333333333,93.1
4.7,94.8,95.4,95.6,95.5,95.14999999999999,93.85,92.92500000000001,92.8
4.8,94.42,95.1,95.16666666666666,95.25,94.825,93.525,92.6,92.46666666666667
4.9,94.07499999999999,94.69999999999999,94.72500000000001,94.8,94.5,93.1,92.15,92.13333333333333
5,93.63333333333334,94.32,94.36666666666667,94.30000000000001,94.1,92.73333333333333,91.8,91.69999999999999
5.1,93.26666666666667,93.95,94,94.05,93.82,92.4,91.6,91.45
5.2,92.8,93.45,93.65,93.675,93.30000000000001,92.15,91.30000000000001,91.17999999999999
5.3,92.43333333333334,93.15,93.3,93.34,93,91.8,90.9,90.78
5.4,91.96666666666667,92.8,93.03333333333333,93,92.63333333333333,91.45,90.55,90.53333333333333
5.5,91.57499999999999,92.34,92.55,92.6,92.325,91.125,90.2,90.3
5.6,91.17999999999999,91.875,92.1,92.1,91.88000000000001,90.77499999999999,90,89.93333333333334
5.7,90.64,91.42500000000001,91.76,91.75,91.63333333333333,90.42500000000001,89.6,89.64
5.8,90.24,91.07499999999999,91.4,91.44,91.19999999999999,90.07499999999999,89.33333333333333,89.42
5.9,89.9,90.66,90.975,90.975,90.83333333333333,89.67999999999999,89.02,89.02000000000001
6,89.52,90.1,90.6,90.64999999999999,90.46666666666667,89.4,88.66666666666667,88.63333333333334
6.1,89.05,89.72,90.2,90.3,90.1,89.23333333333333,88.35,88.4
6.2,88.65,89.45,89.95,90.03999999999999,89.8,88.76,88.03333333333333,87.96000000000001
6.3,88.25,88.95,89.375,89.6,89.36666666666666,88.42500000000001,87.8,87.68333333333334
6.4,87.875,88.6,89.15,89.15,89.1,88.15,87.475,87.4
6.5,87.44999999999999,88.18,88.73333333333333,88.8,88.66666666666667,87.825,87.15,87.05
6.6,87.03333333333333,87.88,88.28,88.47500000000001,88.3,87.52499999999999,86.825,86.81428571428572
6.7,86.5,87.4,88,88.1,87.93333333333334,87.13333333333333,86.52499999999999,86.5
6.8,86.16666666666667,87,87.6,87.775,87.65,86.7,86.175,86.22
6.9,85.75,86.7,87.1,87.38,87.24,86.53333333333333,85.94,85.88
7,85.47500000000001,86.33333333333334,86.775,87,87,86.25,85.6,85.56666666666666
7.1,85.14999999999999,85.8,86.52499999999999,86.6,86.65,85.9,85.3,85.31666666666666
7.2,84.78,85.33333333333334,85.96000000000001,86.32,86.2,85.5,84.93333333333334,85.03999999999999
7.3,84.4,84.925,85.65,85.97500000000001,85.9,85.25,84.66,84.77142857142857
7.4,84,84.675,85.25,85.6,85.55,85,84.35,84.4
7.5,83.5,84.425,84.875,85.25,85.24,84.56,84.05,84.16666666666666
7.6,83.11999999999999,83.80000000000001,84.55,84.9,84.775,84.22,83.76666666666667,83.83999999999999
7.7,82.63333333333334,83.4,84.13333333333333,84.5,84.52499999999999,83.97500000000001,83.36666666666667,83.46666666666667
7.8,82.275,83.1,83.8,84.1,84.2,83.63999999999999,83.15,83.22
7.9,81.96000000000001,82.73333333333333,83.43333333333334,83.85000000000001,83.68,83.26666666666667,82.9,82.96666666666667
8,81.55,82.4,83.075,83.425,83.45,83.02499999999999,82.55,82.72857142857143
8.1,81.2,82,82.7,82.97500000000001,83.1,82.725,82.225,82.35
8.2,80.80000000000001,81.5,82.3,82.69999999999999,82.82000000000001,82.3,81.875,82.1
8.3,80.45,81.16666666666667,81.9,82.4,82.45,82,81.6,81.83999999999999
8.4,79.97500000000001,80.8,81.5,82.02,82.15,81.725,81.3,81.5
8.5,79.55,80.425,81.19999999999999,81.7,81.75,81.5,81.05,81.22
8.6,79.18,80.05,81,81.35000000000001,81.38000000000001,81.1,80.7,80.96666666666667
8.7,78.85,79.775,80.55,81.02499999999999,81.05,80.675,80.35,80.7
8.8,78.5,79.325,80.25,80.55,80.8,80.425,80.1,80.31666666666666
8.9,78,79,79.825,80.225,80.35,80.16666666666667,79.875,80.03333333333333
9,77.7,78.7,79.5,79.9,80.02,79.9,79.52499999999999,79.74
9.1,77.275,78.3,79.15,79.65,79.675,79.6,79.2,79.52
9.2,76.95,77.75,78.7,79.2,79.425,79.2,78.9,79.16
9.3,76.575,77.52499999999999,78.35,78.95,79.02499999999999,78.96000000000001,78.65,78.82
9.4,76.14,77.15,78.02499999999999,78.63999999999999,78.64999999999999,78.66666666666667,78.3,78.61999999999999
9.5,75.8,76.625,77.65,78.23333333333333,78.4,78.36666666666667,78.1,78.3
9.6,75.4,76.3,77.325,77.825,78,78.03333333333333,77.83999999999999,77.98571428571428
9.7,75,76,76.875,77.47500000000001,77.7,77.7,77.55,77.78333333333333
9.8,74.64999999999999,75.6,76.55,77.075,77.4,77.44,77.14999999999999,77.45
9.9,74.35000000000001,75.30000000000001,76.3,76.8,77,77.1,76.875,77.17999999999999
10,73.85,75.02499999999999,76,76.5,76.675,76.8,76.6,76.925
10.1,73.7,74.6,75.6,76.15,76.425,76.5,76.35,76.6
10.2,73.4,74.18,75.15,75.9,75.97500000000001,76.16666666666667,76,76.4
10.3,73,73.88,74.9,75.5,75.725,75.925,75.75,76.06666666666666
10.4,72.66666666666667,73.5,74.55,75.1,75.46666666666667,75.575,75.425,75.82
10.5,72.43333333333334,73.1,74.225,74.83333333333333,75.1,75.30000000000001,75.175,75.55
10.6,72.15,72.85,73.875,74.6,74.75,75,74.825,75.28
10.7,71.75,72.46666666666667,73.55,74.23333333333333,74.4,74.75,74.66000000000001,75.03333333333333
10.8,71.325,72.225,73.22,73.82,74.15,74.4,74.35,74.675
10.9,71,71.75,72.85,73.56666666666666,73.775,74.16,74.1,74.46666666666667
11,70.69999999999999,71.4,72.5,73.275,73.48,73.925,73.8,74.13333333333333
11.1,70.4,71.2,72.19999999999999,72.85,73.225,73.675,73.55,73.9
11.2,70,70.9,71.92,72.575,72.875,73.34,73.3,73.63333333333333
11.3,69.675,70.55,71.65,72.225,72.55,73,72.95,73.32857142857142
11.4,69.325,70.2,71.3,71.95,72.3,72.75,72.725,73.06666666666666
11.5,69.15,69.95,71.05,71.73333333333333,71.95,72.5,72.47500000000001,72.81666666666666
11.6,68.64999999999999,69.52499999999999,70.6,71.375,71.65,72.23333333333333,72.225,72.5
11.7,68.38000000000001,69.15,70.32000000000001,71.03333333333333,71.275,71.97500000000001,71.9,72.22
11.8,68.1,68.73333333333333,70.02499999999999,70.66666666666667,70.98,71.625,71.69999999999999,71.94
11.9,67.7,68.48,69.675,70.36666666666667,70.7,71.36666666666667,71.35,71.7
12,67.4,68.25,69.35,70.075,70.5,71.125,71.1,71.46666666666667
12.1,67,67.9,69.06666666666666,69.85,70.3,70.8,70.83333333333333,71.225
12.2,66.75,67.6,68.7,69.45,69.875,70.5,70.575,70.96666666666667
12.3,66.53999999999999,67.3,68.46666666666667,69.14999999999999,69.675,70.2,70.25,70.71666666666667
12.4,66.175,67.05,68.2,68.86666666666666,69.36000000000001,69.96666666666667,69.97500000000001,70.38000000000001
12.5,65.825,66.7,67.83333333333333,68.6,69,69.7,69.8,70.1
12.6,65.55,66.375,67.45,68.19999999999999,68.65,69.425,69.5,69.93333333333334
12.7,65.14999999999999,66.125,67.2,68,68.34,69.175,69.25,69.66
12.8,64.9,65.66666666666667,66.95,67.69999999999999,68.2,68.925,69,69.52499999999999
12.9,64.55,65.4,66.7,67.4,67.85,68.58,68.75,69.13999999999999
13,64.35,65.1,66.45,67.16666666666667,67.5,68.30000000000001,68.5,68.92
13.1,63.9,64.80000000000001,66.15,66.775,67.275,68.1,68.175,68.7
13.2,63.7,64.5,65.625,66.425,66.85,67.75,67.925,68.47142857142858
13.3,63.45,64.225,65.35,66.2,66.7,67.5,67.575,68.23333333333333
13.4,63.150000000000006,63.95,65.05,65.9,66.375,67.325,67.425,67.92
13.5,62.86666666666667,63.650000000000006,64.8,65.6,66.15,66.97500000000001,67.2,67.66666666666667
13.6,62.575,63.25,64.52499999999999,65.35,65.8,66.675,66.9,67.46666666666667
13.7,62.239999999999995,63,64.175,65.15,65.56666666666666,66.425,66.63333333333333,67.2
13.8,61.980000000000004,62.660000000000004,63.925,64.75,65.33333333333333,66.2,66.46666666666667,66.9
13.9,61.65,62.425,63.675000000000004,64.4,65.05,65.95,66.2,66.71666666666667
14,61.2,61.975,63.425,64.225,64.65,65.7,65.9,66.45
14.1,60.96666666666667,61.8,63.150000000000006,63.8,64.47500000000001,65.42,65.7,66.2
14.2,60.824999999999996,61.5,62.766666666666666,63.63333333333333,64.175,65.275,65.5,65.96666666666667
14.3,60.550000000000004,61.25,62.4,63.4,63.9,64.925,65.275,65.73333333333333
14.4,60.125,61,62.25,63.1,63.625,64.575,65,65.5
14.5,59.839999999999996,60.760000000000005,61.93333333333333,62.8,63.38,64.4,64.7,65.18
14.6,59.575,60.4,61.7,62.45,63.05,64.15,64.45,64.97500000000001
14.7,59.33333333333333,60.2,61.3,62.22,62.8,63.8,64.2,64.75
14.8,59.1,59.875,60.949999999999996,61.85,62.55,63.575,63.96,64.48
14.9,58.75,59.625,60.7,61.625,62.2,63.38,63.7,64.28333333333333
15,58.5,59.266666666666666,60.425,61.3,61.975,63.1,63.475,64.1
15.1,58.275,59,60.266666666666666,61.150000000000006,61.725,62.849999999999994,63.3,63.760000000000005
15.2,57.98,58.650000000000006,60,60.8,61.45,62.6,62.980000000000004,63.55
15.3,57.6,58.4,59.75,60.5,61.14,62.425,62.739999999999995,63.28333333333333
15.4,57.349999999999994,58.150000000000006,59.5,60.3,61,62.175000000000004,62.55,63
15.5,57.1,57.9,59.2,60.05,60.58,61.925,62.3,62.81666666666666
15.6,56.919999999999995,57.575,58.849999999999994,59.8,60.3,61.6,61.96,62.55
15.7,56.675000000000004,57.324999999999996,58.650000000000006,59.45,60.05,61.45,61.725,62.36
15.8,56.324999999999996,57.075,58.375,59.275,59.81999999999999,61.2,61.575,62.06666666666667
15.9,56.1,56.8,58.16666666666667,59.025,59.575,60.9,61.339999999999996,61.9
16,55.8,56.650000000000006,57.849999999999994,58.66666666666667,59.324999999999996,60.7,61.2,61.66666666666667
16.1,55.5,56.3,57.519999999999996,58.475,59,60.419999999999995,60.93333333333333,61.38333333333333
16.2,55.2,56.06,57.275,58.239999999999995,58.766666666666666,60.225,60.6,61.21666666666667
16.3,54.919999999999995,55.824999999999996,57.125,57.93333333333333,58.5,59.975,60.4,60.94
16.4,54.725,55.575,56.8,57.650000000000006,58.3,59.725,60.160000000000004,60.75
16.5,54.575,55.25,56.54,57.5,58,59.5,59.925,60.54
16.6,54.324999999999996,54.975,56.3,57.275,57.824999999999996,59.25,59.675000000000004,60.25714285714285
16.7,53.975,54.739999999999995,56,57.025,57.575,59.1,59.5,60.1
16.8,53.725,54.5,55.7,56.775,57.324999999999996,58.775,59.233333333333334,59.86666666666666
16.9,53.5,54.31999999999999,55.525,56.449999999999996,57,58.525,59,59.58571428571429
17,53.3,53.95,55.2,56.25,56.824999999999996,58.275,58.849999999999994,59.36666666666667
17.1,53,53.7,55.050000000000004,55.86666666666667,56.56666666666667,58.1,58.6,59.160000000000004
17.2,52.7,53.46666666666667,54.725,55.66666666666667,56.4,57.849999999999994,58.324999999999996,58.88333333333333
17.3,52.46666666666667,53.2,54.480000000000004,55.5,56.150000000000006,57.6,58.1,58.71666666666667
17.4,52.25,52.95,54.25,55.25,55.875,57.36,57.9,58.55
17.5,52.05,52.7,54,54.925,55.6,57.125,57.7,58.25
17.6,51.8,52.55,53.75,54.675000000000004,55.45,56.95,57.56666666666667,58
17.7,51.54,52.3,53.575,54.5,55.225,56.7,57.275,57.81999999999999
17.8,51.4,52.150000000000006,53.324999999999996,54.26,54.949999999999996,56.5,57.05,57.7
17.9,51.05,51.824999999999996,53.2,54.05,54.7,56.3,56.9,57.46666666666666
18,50.8,51.575,52.95,53.8,54.45,56.05,56.650000000000006,57.26
18.1,50.650000000000006,51.324999999999996,52.6,53.55,54.3,55.9,56.4,56.983333333333334
18.2,50.4,51.175000000000004,52.4,53.419999999999995,53.95,55.55,56.2,56.8
18.3,50.16666666666667,50.9,52.1,53.075,53.8,55.324999999999996,56.025,56.61666666666667
18.4,49.9,50.7,51.95,52.775,53.45,55.175000000000004,55.78,56.349999999999994
18.5,49.766666666666666,50.55,51.65,52.625,53.2,54.925,55.55,56.18000000000001
18.6,49.45,50.2,51.375,52.4,53.1,54.68000000000001,55.36666666666667,55.96
18.7,49.2,49.96,51.175000000000004,52.150000000000006,52.9,54.5,55.2,55.766666666666666
18.8,49,49.7,50.925,51.9,52.6,54.4,54.95,55.5
18.9,48.7,49.475,50.775,51.7,52.4,54.05,54.7,55.38
19,48.525,49.2,50.5,51.525,52.2,53.9,54.5,55.175000000000004
19.1,48.275,49.025,50.25,51.275,51.93333333333333,53.650000000000006,54.3,54.95
19.2,48.05,48.824999999999996,50,51.025,51.7,53.4,54.1,54.675000000000004
19.3,47.9,48.56666666666667,49.760000000000005,50.7,51.6,53.175000000000004,53.86,54.55
19.4,47.7,48.275,49.525,50.55,51.275,53,53.6,54.239999999999995
19.5,47.425,48.06666666666667,49.375,50.3,51.03333333333333,52.775,53.46666666666667,54.05
19.6,47.225,47.9,49.125,50.075,50.9,52.6,53.2,53.839999999999996
19.7,47.025,47.675000000000004,48.85,49.9,50.54,52.4,53,53.66666666666667
19.8,46.8,47.525,48.6,49.63333333333333,50.4,52.150000000000006,52.849999999999994,53.5
19.9,46.650000000000006,47.2,48.4,49.4,50.150000000000006,52,52.675000000000004,53.266666666666666
20,46.339999999999996,47.04,48.2,49.150000000000006,49.9,51.733333333333334,52.4,53.016666666666666
20.1,46.2,46.8,48,48.96,49.7,51.55,52.2,52.849999999999994
20.2,45.849999999999994,46.55,47.824999999999996,48.824999999999996,49.525,51.36,52.04,52.7
20.3,45.7,46.3,47.575,48.575,49.3,51.1,51.875,52.5
20.4,45.475,46.2,47.38,48.324999999999996,49.125,50.9,51.64,52.3
20.5,45.225,45.849999999999994,47.2,48.2,48.875,50.675000000000004,51.4,52.06666666666667
20.6,44.975,45.675000000000004,47.1,47.95,48.55,50.5,51.2,51.925
20.7,44.824999999999996,45.425,46.8,47.7,48.4,50.2,51,51.7
20.8,44.580000000000005,45.275,46.6,47.56,48.25,50.03333333333333,50.766666666666666,51.5
20.9,44.45,45.05,46.375,47.4,47.975,49.9,50.580000000000005,51.31666666666666
21,44.2,44.9,46.125,47.175000000000004,47.8,49.72,50.425,51.1
21.1,44.03333333333333,44.7,45.95,46.925,47.625,49.575,50.275,50.957142857142856
21.2,43.8,44.55,45.733333333333334,46.7,47.475,49.324999999999996,50.125,50.739999999999995
21.3,43.625,44.3,45.55,46.5,47.239999999999995,49.075,49.86666666666667,50.58
21.4,43.46666666666667,44.1,45.375,46.25,47,48.94,49.7,50.38333333333333
21.5,43.3,43.925,45.125,46.1,46.849999999999994,48.7,49.475,50.13333333333333
21.6,43.05,43.675000000000004,44.975,45.9,46.6,48.55,49.225,49.95
21.7,42.9,43.5,44.824999999999996,45.6,46.4,48.4,49.1,49.78
21.8,42.7,43.3,44.6,45.475,46.225,48.1,48.9,49.583333333333336
21.9,42.6,43.125,44.349999999999994,45.324999999999996,46,47.925,48.7,49.416666666666664
22,42.3,42.849999999999994,44.1,45.1,45.824999999999996,47.8,48.56,49.2
22.1,42.125,42.7,43.875,44.9,45.675000000000004,47.575,48.324999999999996,49.1
22.2,41.9,42.56,43.725,44.650000000000006,45.45,47.375,48.175000000000004,48.916666666666664
22.3,41.739999999999995,42.4,43.46666666666667,44.5,45.2,47.175000000000004,48,48.62
22.4,41.5,42.22,43.3,44.275,45.05,47,47.8,48.5
22.5,41.3,41.975,43.08,44.025,44.8,46.8,47.58,48.3
22.6,41.1,41.8,42.9,43.975,44.675000000000004,46.6,47.4,48.18000000000001
22.7,40.849999999999994,41.6,42.75,43.7,44.525,46.4,47.2,48
22.8,40.72,41.324999999999996,42.6,43.5,44.375,46.225,47,47.78
22.9,40.575,41.1,42.349999999999994,43.349999999999994,44.125,46.1,46.9,47.56666666666667
23,40.339999999999996,40.96666666666667,42.2,43.2,43.875,45.925,46.775,47.4
23.1,40.2,40.8,41.975,42.975,43.725,45.675000000000004,46.425,47.25
23.2,40,40.625,41.733333333333334,42.824999999999996,43.55,45.5,46.3,47.083333333333336
23.3,39.9,40.475,41.580000000000005,42.6,43.3,45.3,46.2,46.9
23.4,39.72,40.3,41.45,42.45,43.175000000000004,45.1,46,46.78
23.5,39.575,40.1,41.2,42.175000000000004,42.925,45,45.8,46.5
23.6,39.324999999999996,39.9,41.03333333333333,42.025,42.78,44.824999999999996,45.63333333333333,46.33333333333333
23.7,39.1,39.7,40.86,41.86,42.6,44.7,45.4,46.16666666666667
23.8,39,39.5,40.725,41.650000000000006,42.4,44.45,45.3,46
23.9,38.8,39.349999999999994,40.425,41.5,42.2,44.2,45.1,45.849999999999994
24,38.675000000000004,39.125,40.3,41.324999999999996,42.1,44.1,44.919999999999995,45.63333333333334
24.1,38.425,38.975,40.1,41.1,41.9,43.925,44.775,45.5
24.2,38.2,38.9,39.9,41,41.7,43.7,44.6,45.260000000000005
24.3,38.1,38.660000000000004,39.8,40.775,41.525,43.525,44.4,45.160000000000004
24.4,37.95,38.4,39.625,40.6,41.4,43.324999999999996,44.25,44.96666666666667
24.5,37.733333333333334,38.3,39.4,40.4,41.150000000000006,43.150000000000006,44.1,44.8
24.6,37.6,38.1,39.3,40.2,41,43,43.83333333333333,44.53333333333333
24.7,37.480000000000004,38,39.1,40.1,40.8,42.849999999999994,43.7,44.4
24.8,37.3,37.824999999999996,39,39.925,40.625,42.650000000000006,43.6,44.3
24.9,37.1,37.6,38.7,39.775,40.475,42.5,43.375,44.1
25,36.9,37.5,38.6,39.525,40.3,42.324999999999996,43.2,43.885714285714286
25.1,36.8,37.375,38.38,39.33333333333333,40.175000000000004,42.175000000000004,43,43.8
25.2,36.6,37.125,38.25,39.2,40,41.975,42.919999999999995,43.66666666666667
25.3,36.4,37,38,39.05,39.775,41.8,42.675000000000004,43.483333333333334
25.4,36.3,36.8,37.86666666666667,38.8,39.54,41.6,42.5,43.233333333333334
25.5,36.1,36.6,37.7,38.75,39.4,41.425,42.375,43.150000000000006
25.6,35.9,36.5,37.525000000000006,38.52,39.239999999999995,41.3,42.2,42.96
25.7,35.75,36.3,37.474999999999994,38.37499999999999,39.1,41.2,42,42.8
25.8,35.6,36.1,37.3,38.150000000000006,38.95,41,41.849999999999994,42.675
25.9,35.46,36,37.1,38,38.720000000000006,40.879999999999995,41.7,42.46666666666667
26,35.3,35.75,36.9,37.849999999999994,38.6,40.650000000000006,41.56,42.37499999999999
26.1,35.1,35.6,36.7,37.7,38.425000000000004,40.5,41.425000000000004,42.17142857142858
26.2,34.925000000000004,35.45,36.574999999999996,37.5,38.3,40.349999999999994,41.2,42.01666666666667
26.3,34.8,35.3,36.4,37.4,38.1,40.2,41.1,41.81666666666667
26.4,34.6,35.2,36.27499999999999,37.260000000000005,37.9,40.05,40.925000000000004,41.620000000000005
26.5,34.45,35.025000000000006,36.1,37.025000000000006,37.8,39.825,40.8,41.5
26.6,34.325,34.87499999999999,36,36.87499999999999,37.620000000000005,39.675,40.650000000000006,41.36
26.7,34.1,34.7,35.849999999999994,36.72500000000001,37.474999999999994,39.525000000000006,40.5,41.18571428571428
26.8,34,34.5,35.62500000000001,36.6,37.22500000000001,39.4,40.3,41.1
26.9,33.87499999999999,34.4,35.4,36.4,37.13333333333334,39.3,40.166666666666664,40.92
27,33.7,34.3,35.220000000000006,36.2,36.974999999999994,39.1,40,40.7
27.1,33.6,34.1,35.12500000000001,36.1,36.8,38.9,39.825,40.542857142857144
27.2,33.45,33.9,35,35.92,36.7,38.8,39.7,40.48333333333333
27.3,33.3,33.8,34.849999999999994,35.77499999999999,36.5,38.6,39.5,40.279999999999994
27.4,33.1,33.62500000000001,34.7,35.62500000000001,36.349999999999994,38.425000000000004,39.4,40.160000000000004
27.5,33,33.5,34.6,35.5,36.26666666666666,38.27499999999999,39.2,40
27.6,32.833333333333336,33.3,34.36666666666666,35.4,36.1,38.12500000000001,39.04,39.839999999999996
27.7,32.650000000000006,33.150000000000006,34.2,35.150000000000006,35.95,38,38.9,39.733333333333334
27.8,32.6,33,34.074999999999996,35,35.8,37.849999999999994,38.8,39.51428571428572
27.9,32.4,32.9,33.94,34.9,35.6,37.6,38.660000000000004,39.4
28,32.26666666666666,32.72500000000001,33.8,34.72500000000001,35.4,37.5,38.474999999999994,39.2
28.1,32.1,32.6,33.650000000000006,34.6,35.25,37.4,38.3,39.1
28.2,32,32.5,33.5,34.5,35.1,37.2,38.2,38.94285714285714
28.3,31.825000000000003,32.3,33.349999999999994,34.3,34.974999999999994,37.12500000000001,38,38.8
28.4,31.7,32.2,33.2,34.1,34.825,36.974999999999994,37.925000000000004,38.675
28.5,31.6,32,33.05,33.95,34.73333333333334,36.739999999999995,37.76666666666666,38.525000000000006
28.6,31.45,31.9,32.92,33.82,34.6,36.7,37.6,38.34285714285714
28.7,31.3,31.75,32.8,33.7,34.46666666666666,36.45,37.5,38.279999999999994
28.8,31.15,31.6,32.64,33.6,34.3,36.325,37.325,38.1
28.9,31.025000000000006,31.4,32.5,33.46666666666666,34.12500000000001,36.2,37.2,37.94
29,30.9,31.3,32.349999999999994,33.23333333333334,34,36.1,37,37.8
29.1,30.725,31.174999999999997,32.2,33.1,33.825,35.96666666666666,36.86,37.6
29.2,30.6,31.025000000000006,32.074999999999996,33,33.7,35.77499999999999,36.76666666666666,37.46
29.3,30.5,30.879999999999995,31.925000000000004,32.849999999999994,33.55,35.666666666666664,36.574999999999996,37.3
29.4,30.35,30.8,31.775,32.7,33.4,35.5,36.425000000000004,37.2
29.5,30.2,30.65,31.625000000000004,32.574999999999996,33.260000000000005,35.4,36.3,37
29.6,29.96,30.560000000000002,31.6,32.425000000000004,33.12500000000001,35.2,36.2,36.9
29.7,29.825000000000003,30.4,31.4,32.27499999999999,32.974999999999994,35.1,36.04,36.8
29.8,29.775,30.2,31.25,32.1,32.825,35,35.93333333333334,36.68
29.9,29.625000000000004,30.1,31.125000000000004,32,32.7,34.8,35.7,36.6
30,29.5,29.974999999999994,31,31.83333333333334,32.6,34.675,35.6,36.379999999999995
