Lateral Profiles,,,,,,,,
Open field,,,,,,,,
SSD=100cm,,,,,,,,
Depth=10cm,,,,,,,,
Scanning direction: Crossline,,,,,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,,,,,
,Dose[%],,,,,,,
Off axis position [cm],Field Size: 3x3 cm2,Field Size: 4x4 cm2,Field Size: 6x6 cm2,Field Size: 8x8 cm2,Field Size: 10x10 cm2,Field Size: 20x20 cm2,Field Size: 30x30 cm2,Field Size: 40x40 cm2
-26.9,,,,,,,,5.5
-26.8,,,,,,,,5.6
-26.7,,,,,,,,5.68333333333333
-26.6,,,,,,,,5.828571428571427
-26.5,,,,,,,,5.971428571428572
-26.4,,,,,,,,6.1
-26.3,,,,,,,,6.2
-26.2,,,,,,,,6.324999999999998
-26.1,,,,,,,,6.45
-26,,,,,,,,6.575000000000001
-25.9,,,,,,,,6.8
-25.8,,,,,,,,6.9
-25.7,,,,,,,,7.075000000000001
-25.6,,,,,,,,7.2
-25.5,,,,,,,,7.4125
-25.4,,,,,,,,7.5375000000000005
-25.3,,,,,,,,7.671428571428573
-25.2,,,,,,,,7.9125
-25.1,,,,,,,,8.075000000000001
-25,,,,,,,,8.2625
-24.9,,,,,,,,8.475000000000001
-24.8,,,,,,,,8.657142857142855
-24.7,,,,,,,,8.871428571428574
-24.6,,,,,,,,9.028571428571427
-24.5,,,,,,,,9.3
-24.4,,,,,,,,9.55
-24.3,,,,,,,,9.8
-24.2,,,,,,,,10.044444444444443
-24.1,,,,,,,,10.275000000000002
-24,,,,,,,,10.524999999999999
-23.9,,,,,,,,10.8625
-23.8,,,,,,,,11.1375
-23.7,,,,,,,,11.5
-23.6,,,,,,,,11.8625
-23.5,,,,,,,,12.285714285714286
-23.4,,,,,,,,12.7
-23.3,,,,,,,,13.22857142857143
-23.2,,,,,,,,13.775000000000006
-23.1,,,,,,,,14.5
-23,,,,,,,,15.220000000000006
-22.9,,,,,,,,16.22499999999999
-22.8,,,,,,,,17.366666666666678
-22.7,,,,,,,,18.900000000000023
-22.6,,,,,,,,20.866666666666642
-22.5,,,,,,,,23.7
-22.4,,,,,,,,27.642857142857125
-22.3,,,,,,,,33.47500000000002
-22.2,,,,,,,,40.519999999999946
-22.1,,,,,,,,48.9
-22,,,,,,,,57.84285714285721
-21.9,,,,,,,,67.12499999999994
-21.8,,,,,,,,74.65
-21.7,,,,,,,,81.3714285714286
-21.6,,,,,,,,85.86666666666663
-21.5,,,,,,,5.15,89.1
-21.4,,,,,,,5.3,91.08571428571427
-21.3,,,,,,,5.383333333333335,92.65
-21.2,,,,,,,5.442857142857144,93.9
-21.1,,,,,,,5.6,94.88571428571429
-21,,,,,,,5.7,95.64
-20.9,,,,,,,5.860000000000002,96.41428571428573
-20.8,,,,,,,5.95,96.96000000000001
-20.7,,,,,,,6.033333333333331,97.45
-20.6,,,,,,,6.2,97.9125
-20.5,,,,,,,6.35,98.35000000000001
-20.4,,,,,,,6.428571428571428,98.80000000000001
-20.3,,,,,,,6.583333333333334,99.05714285714285
-20.2,,,,,,,6.6800000000000015,99.325
-20.1,,,,,,,6.860000000000002,99.6
-20,,,,,,,7.042857142857144,99.85
-19.9,,,,,,,7.2,100
-19.8,,,,,,,7.266666666666668,100.14285714285714
-19.7,,,,,,,7.433333333333332,100.28571428571428
-19.6,,,,,,,7.6,100.42857142857143
-19.5,,,,,,,7.766666666666668,100.58333333333333
-19.4,,,,,,,7.966666666666663,100.62857142857142
-19.3,,,,,,,8.2,100.77142857142857
-19.2,,,,,,,8.366666666666669,100.82857142857142
-19.1,,,,,,,8.566666666666668,100.9
-19,,,,,,,8.75,100.9
-18.9,,,,,,,9.016666666666666,101
-18.8,,,,,,,9.183333333333334,101.06666666666666
-18.7,,,,,,,9.414285714285713,101.11428571428571
-18.6,,,,,,,9.639999999999997,101.26666666666667
-18.5,,,,,,,9.933333333333332,101.325
-18.4,,,,,,,10.26666666666667,101.4
