Percentage Depth Doses,,,,
Wedge 60,,,,
SSD=100cm,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,
Detector offset of -1.8mm (0.6*rcav) applied,,,,
Depth [cm],4x4cm2,10x10cm2,15x15cm2,15x40cm2
0,39.2,45,50,56.4
0.1,44.3,49.8,54.46666666666667,61.2
0.2,52.575,57.2,62.03333333333333,67.625
0.3,62.98,67.46666666666667,70.4,76.10000000000001
0.4,72.94,75.86666666666667,78.6,82.3
0.5,79.98,82.63333333333334,84.75,87.44999999999999
0.6,85.41666666666667,87.2,89.3,91.4
0.7,89.5,91.2,92.53999999999999,94.2
0.8,92.9,93.775,94.72500000000001,96.2
0.9,95.34,95.975,96.575,97.6
1,97.1,97.45,98.15,98.65
1.1,98.4,98.69999999999999,98.97500000000001,99.3
1.2,99.06666666666666,99.42,99.55,99.83333333333333
1.3,99.7,99.73333333333333,99.9,99.97500000000001
1.4,99.925,99.9,100,100
1.5,100,100,100,100
1.6,99.96666666666667,100,100,99.9
1.7,99.9,99.9,99.9,99.7
1.8,99.7,99.77499999999999,99.76666666666667,99.5
1.9,99.4,99.525,99.525,99.2
2,99.11999999999999,99.175,99.175,98.8
2.1,98.80000000000001,98.875,98.85,98.5
2.2,98.46666666666667,98.6,98.35000000000001,98.175
2.3,97.9,98.13333333333333,98.1,97.92500000000001
2.4,97.33333333333334,97.6,97.74,97.55
2.5,96.9,97.3,97.30000000000001,97.1
2.6,96.42500000000001,96.9,96.9,96.75
2.7,95.96,96.5,96.55,96.48
2.8,95.47999999999999,96.06,96.1,96
2.9,94.82000000000001,95.7,95.80000000000001,95.65
3,94.4,95.35,95.4,95.3
3.1,94.05,94.92500000000001,94.975,95
3.2,93.5,94.475,94.625,94.56666666666666
3.3,93.05,94.1,94.25,94.15
3.4,92.63333333333333,93.675,93.92500000000001,93.85
3.5,92.1,93.22500000000001,93.57499999999999,93.36666666666666
3.6,91.7,92.78,93.14999999999999,93.07499999999999
3.7,91.08,92.38,92.75999999999999,92.64999999999999
3.8,90.73333333333333,92.1,92.30000000000001,92.15
3.9,90.25714285714285,91.6,91.9,91.9
4,89.76,91.26,91.55,91.6
4.1,89.36666666666667,90.775,91.1,91.25
4.2,88.86666666666666,90.375,90.80000000000001,90.8
4.3,88.35,90.025,90.42,90.45
4.4,87.85000000000001,89.65,90.06666666666666,90.1
4.5,87.35,89.2,89.66,89.86
4.6,86.8,88.775,89.27499999999999,89.525
4.7,86.44999999999999,88.45,88.93333333333334,89.1
4.8,86,88,88.4,88.7
4.9,85.58,87.6,88.2,88.15
5,85.17999999999999,87.27499999999999,87.76,87.9
5.1,84.55,86.8,87.325,87.6
5.2,84.1,86.5,86.975,87.25
5.3,83.7,86.03333333333333,86.68,86.975
5.4,83.2,85.65,86.4,86.64999999999999
5.5,82.7,85.325,86,86.34
5.6,82.2,84.8,85.7,85.85
5.7,81.86666666666667,84.5,85.3,85.3
5.8,81.45,84.04,85,85.05
5.9,81.05000000000001,83.8,84.54,84.76666666666667
6,80.5,83.45,84.26666666666667,84.4
6.1,80.14,82.9,83.75,84.125
6.2,79.46,82.52,83.36666666666666,83.7
6.3,79.06666666666666,82.23333333333333,83,83.45
6.4,78.82,81.9,82.7,83
6.5,78.35,81.43333333333334,82.32000000000001,82.65
6.6,77.98,81.05,81.95,82.375
6.7,77.5,80.75,81.625,82.05
6.8,77.08,80.23333333333333,81.4,81.7
6.9,76.66666666666666,79.78,81,81.4
7,76.1,79.45,80.5,80.83333333333333
7.1,75.8,79.1,80.19999999999999,80.46666666666667
7.2,75.25,78.875,79.7,80.23333333333333
7.3,74.82000000000001,78.375,79.30000000000001,79.875
7.4,74.36000000000001,77.925,79.1,79.625
7.5,73.9,77.575,78.725,79.325
7.6,73.7,77.2,78.3,78.925
7.7,73.275,76.80000000000001,78.05,78.63333333333333
7.8,72.82000000000001,76.46000000000001,77.725,78.175
7.9,72.45,75.95,77.325,77.9
8,72.11666666666666,75.725,77,77.55
8.1,71.67999999999999,75.30000000000001,76.6,77.225
8.2,71.25,74.9,76.25,76.85000000000001
8.3,70.72,74.63333333333333,75.94,76.53999999999999
8.4,70.22,74.26666666666667,75.6,76.2
8.5,69.82000000000001,73.86666666666667,75.2,75.80000000000001
8.6,69.575,73.52,74.875,75.5
8.7,69.14999999999999,73.25,74.45,75.1
8.8,68.73333333333333,72.86666666666667,74.15,74.725
8.9,68.39999999999999,72.5,73.93333333333334,74.46666666666667
9,67.93333333333334,72.1,73.7,74.34
9.1,67.575,71.75,73.35,73.76666666666667
9.2,67.12,71.425,72.9,73.55
9.3,66.725,70.95,72.55,73.1
9.4,66.30000000000001,70.575,72.14999999999999,72.85
9.5,66,70.225,71.8,72.5
9.6,65.6,69.925,71.5,72.275
9.7,65.1,69.6,71.1,71.85
9.8,64.95,69.15,70.8,71.575
9.9,64.625,68.9,70.55,71.4
10,64.2,68.65,70.2,71
10.1,63.8,68.2,69.875,70.7
10.2,63.3,67.85,69.66666666666667,70.3
10.3,63.03333333333333,67.45,69.4,70.02499999999999
10.4,62.7,67.2,69.05,69.83333333333333
10.5,62.24,66.925,68.8,69.3
10.6,61.8,66.6,68.46666666666667,69.05
10.7,61.7,66.1,68.1,68.725
10.8,61.349999999999994,65.86,67.8,68.55
10.9,60.94,65.52499999999999,67.56666666666666,68.26666666666667
11,60.5,65.25,67.1,67.83333333333333
11.1,60.2,64.95,66.8,67.55
11.2,59.8,64.63333333333333,66.56666666666666,67.225
11.3,59.449999999999996,64.175,66.22,66.96000000000001
11.4,59.15,63.9,65.925,66.64
11.5,58.871428571428574,63.64,65.55,66.375
11.6,58.56666666666667,63.3,65.125,66.13333333333334
11.7,58.142857142857146,62.9,64.86666666666667,65.73333333333333
11.8,57.83333333333333,62.475,64.5,65.5
11.9,57.44,62.3,64.26666666666667,65.2
12,57.12,62,63.9,64.83333333333333
12.1,56.824999999999996,61.650000000000006,63.6,64.56666666666666
12.2,56.56666666666667,61.35,63.36666666666667,64.38000000000001
12.3,56.22,60.9,63.1,64.05
12.4,55.849999999999994,60.7,62.8,63.7
12.5,55.55,60.3,62.46,63.339999999999996
12.6,55.25,60.1,62.125,63
12.7,54.9,59.875,61.8,62.849999999999994
12.8,54.650000000000006,59.5,61.53333333333333,62.625
12.9,54.24285714285714,59.266666666666666,61.266666666666666,62.275
13,54,58.9,61.1,62.04
13.1,53.650000000000006,58.6,60.733333333333334,61.733333333333334
13.2,53.36,58.3,60.4,61.324999999999996
13.3,53.160000000000004,57.96666666666667,60.075,61.1
13.4,52.833333333333336,57.7,59.824999999999996,60.9
13.5,52.3,57.45,59.475,60.6
13.6,52,57.125,59.25,60.2
13.7,51.8,56.775,59,59.925
13.8,51.5,56.54,58.78,59.775
13.9,51.24285714285715,56.2,58.45,59.525
14,50.88,56.03333333333333,58.1,59.18000000000001
14.1,50.580000000000005,55.650000000000006,57.849999999999994,58.9
14.2,50.36,55.349999999999994,57.6,58.6
14.3,50.075,55.050000000000004,57.275,58.324999999999996
14.4,49.760000000000005,54.8,57.025,58.075
14.5,49.5,54.53333333333333,56.775,57.833333333333336
14.6,49.233333333333334,54.2,56.46666666666667,57.55
14.7,48.966666666666676,54,56.2,57.3
14.8,48.6,53.56666666666667,55.93333333333333,57.05
14.9,48.285714285714285,53.349999999999994,55.66666666666667,56.81999999999999
15,48,53.1,55.3,56.55
15.1,47.739999999999995,52.7,55.1,56.2
15.2,47.5,52.5,54.9,55.9
15.3,47.266666666666666,52.25,54.53333333333333,55.739999999999995
15.4,47.028571428571425,52.02,54.349999999999994,55.5
15.5,46.725,51.725,54.05,55.233333333333334
15.6,46.46666666666666,51.43333333333333,53.8,54.96666666666667
15.7,46.220000000000006,51.2,53.620000000000005,54.8
15.8,45.849999999999994,50.95,53.375,54.525
15.9,45.6,50.675000000000004,53.05,54.2
16,45.324999999999996,50.425,52.8,53.875
16.1,45,50.25,52.5,53.725
16.2,44.766666666666666,49.839999999999996,52.275,53.5
