Percentage Depth Doses,,,,
Wedge 60,,,,
SSD=100cm,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,
Detector offset of -1.8mm (0.6*rcav) applied,,,,
Depth [cm],4x4cm2,10x10cm2,15x15cm2,15x40cm2
16.3,44.6,49.6,52.025,53.349999999999994
16.4,44.33333333333333,49.4,51.7,53
16.5,44.06666666666667,49.233333333333334,51.55,52.75
16.6,43.8,48.96666666666667,51.3,52.6
16.7,43.56,48.7,51.025,52.3
16.8,43.260000000000005,48.375,50.85,52.1
16.9,43.05,48.125,50.575,51.766666666666666
17,42.849999999999994,47.88,50.4,51.5
17.1,42.62,47.63333333333333,50.150000000000006,51.25
17.2,42.31428571428572,47.339999999999996,49.78,51.05
17.3,42.05,47.1,49.6,50.8
17.4,41.8,46.733333333333334,49.3,50.6
17.5,41.6,46.6,49.075,50.3
17.6,41.3,46.375,48.75,50.05
17.7,41.12,46.080000000000005,48.6,49.8
17.8,40.824999999999996,45.93333333333333,48.33333333333333,49.56
17.9,40.68333333333334,45.766666666666666,48.1,49.324999999999996
18,40.528571428571425,45.5,47.93333333333333,49.175000000000004
18.1,40.225,45.13333333333333,47.650000000000006,48.925
18.2,39.975,44.9,47.4,48.7
18.3,39.8,44.75,47.275,48.5
18.4,39.55,44.5,47.05,48.324999999999996
18.5,39.324999999999996,44.275,46.8,48.1
18.6,39.03333333333333,44.150000000000006,46.6,47.81999999999999
18.7,38.81999999999999,43.9,46.4,47.55
18.8,38.66666666666667,43.6,46.1,47.31999999999999
18.9,38.43333333333333,43.4,45.8,47.13333333333333
19,38.160000000000004,43.1,45.55,46.9
19.1,37.96666666666667,42.824999999999996,45.349999999999994,46.66666666666667
19.2,37.75,42.675000000000004,45.1,46.4
19.3,37.583333333333336,42.324999999999996,44.86666666666667,46.13333333333333
19.4,37.416666666666664,42.2,44.66666666666667,46
19.5,37.25,41.9,44.5,45.849999999999994
19.6,36.96666666666667,41.660000000000004,44.16666666666667,45.5
19.7,36.71666666666667,41.525,44,45.375
19.8,36.46666666666667,41.275,43.8,45.2
19.9,36.3,41.025,43.63333333333333,44.9
20,36.13333333333333,40.88,43.375,44.8
20.1,35.849999999999994,40.7,43.125,44.525
20.2,35.650000000000006,40.5,42.9,44.3
20.3,35.45,40.266666666666666,42.7,44.1
20.4,35.266666666666666,40.1,42.5,44
20.5,35.1,39.8,42.3,43.7
20.6,34.94,39.5,42.1,43.55
20.7,34.725,39.36666666666667,41.9,43.33333333333333
20.8,34.53333333333333,39.2,41.72,43.075
20.9,34.27142857142857,39.04,41.575,42.925
21,34.11666666666667,38.8,41.339999999999996,42.775
21.1,34.019999999999996,38.55,41.1,42.6
21.2,33.7,38.4,40.93333333333333,42.4
21.3,33.48571428571429,38.175000000000004,40.675000000000004,42.2
21.4,33.266666666666666,38.025,40.5,41.95
21.5,33.1,37.824999999999996,40.2,41.725
21.6,32.96666666666667,37.6,40.06666666666667,41.575
21.7,32.75,37.4,39.8,41.28
21.8,32.62,37.233333333333334,39.6,41.1
21.9,32.45,36.96666666666667,39.5,40.980000000000004
22,32.260000000000005,36.766666666666666,39.349999999999994,40.75
22.1,31.96,36.6,39.2,40.53333333333333
22.2,31.839999999999996,36.425,38.95,40.33333333333333
22.3,31.7,36.3,38.725,40.175000000000004
22.4,31.542857142857144,36.160000000000004,38.475,39.96666666666667
22.5,31.316666666666666,35.925,38.324999999999996,39.83333333333333
22.6,31.15,35.68000000000001,38.2,39.575
22.7,31,35.55,37.95,39.5
22.8,30.85,35.4,37.7,39.2
22.9,30.666666666666668,35.175000000000004,37.575,39.1
23,30.428571428571427,35.025,37.3,38.9
23.1,30.26666666666667,34.8,37.2,38.7
23.2,30.1,34.6,37.06666666666667,38.5
23.3,30,34.44,36.9,38.3
23.4,29.8,34.2,36.75,38.1
23.5,29.68,34.05,36.519999999999996,37.93333333333333
23.6,29.5,33.9,36.275,37.75
23.7,29.22,33.7,36.1,37.5
23.8,29.1,33.5,35.9,37.4
23.9,28.916666666666664,33.3,35.7,37.3
24,28.8,33.16666666666667,35.6,37.1
24.1,28.62857142857143,32.93333333333333,35.375,36.83333333333333
24.2,28.45,32.8,35.2,36.650000000000006
24.3,28.383333333333333,32.650000000000006,35,36.55
24.4,28.216666666666665,32.5,34.9,36.33333333333333
24.5,28.05,32.3,34.7,36.150000000000006
24.6,27.833333333333332,32.2,34.6,36.025
24.7,27.7,31.975,34.45,35.875
24.8,27.550000000000004,31.724999999999998,34.2,35.66666666666667
24.9,27.385714285714286,31.6,34,35.5
25,27.23333333333333,31.475,33.8,35.4
25.1,27.142857142857142,31.3,33.7,35.2
25.2,26.983333333333334,31.2,33.53333333333333,34.95
25.3,26.78,31,33.375,34.8
25.4,26.68,30.75,33.2,34.660000000000004
25.5,26.48,30.625,33.1,34.5
25.6,26.28,30.475,32.95,34.4
25.7,26.15,30.3,32.8,34.23333333333334
25.8,26.04,30.2,32.55,34.1
25.9,25.9,30.03333333333334,32.4,33.849999999999994
26,25.7,29.9,32.23333333333334,33.7
26.1,25.6,29.679999999999996,32,33.45
26.2,25.45,29.5,31.9,33.333333333333336
26.3,25.3,29.4,31.74,33.2
26.4,25.2,29.266666666666662,31.6,33
26.5,25.01666666666667,29.1,31.5,32.9
26.6,24.95,29.04,31.325000000000003,32.8
26.7,24.8,28.86666666666666,31.2,32.650000000000006
26.8,24.633333333333333,28.6,31,32.5
26.9,24.47142857142857,28.5,30.8,32.37499999999999
27,24.4,28.4,30.7,32.12500000000001
27.1,24.2,28.275,30.6,31.9
27.2,24.15,28.025000000000006,30.45,31.766666666666662
27.3,24,27.9,30.3,31.6
27.4,23.8,27.75,30.05,31.4
27.5,23.68333333333333,27.7,29.925000000000004,31.3
27.6,23.52857142857143,27.55,29.775,31.13333333333334
27.7,23.4,27.3,29.679999999999996,30.95
27.8,23.3,27.25,29.5,30.8
27.9,23.2,27.1,29.3,30.63333333333334
28,23.1,27,29.2,30.5
28.1,23,26.8,29.1,30.4
28.2,22.857142857142854,26.679999999999996,28.96666666666666,30.3
28.3,22.7,26.5,28.775,30.174999999999997
28.4,22.533333333333335,26.4,28.625000000000004,30
28.5,22.425000000000004,26.3,28.5,29.8
28.6,22.320000000000004,26.15,28.35,29.7
28.7,22.233333333333334,26,28.3,29.525000000000006
28.8,22.1,25.8,28.2,29.4
28.9,21.95,25.65,27.974999999999994,29.2
29,21.8,25.58,27.725,29.1
29.1,21.733333333333334,25.45,27.679999999999996,28.9
29.2,21.666666666666668,25.325000000000003,27.55,28.75
29.3,21.5,25.16666666666666,27.4,28.66666666666666
29.4,21.320000000000004,25.1,27.266666666666662,28.6
29.5,21.25,24.9,27.1,28.5
29.6,21.185714285714283,24.8,27,28.3
29.7,21.1,24.7,26.825000000000003,28.139999999999997
29.8,20.9,24.574999999999996,26.766666666666662,28
29.9,20.8,24.4,26.6,27.9
30,20.6,24.275,26.5,27.8
