Percentage Depth Doses,,,,,
Wedge 15,,,,,
SSD=120cm,,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,,
Detector offset of -1.8mm (0.6*rcav) applied,,,,,
Depth [cm],4x4cm2,10x10cm2,20x20cm2,30x30cm2,40x30cm2
10.8,62,67.16666666666667,70.05,71.16666666666667,71.325
10.9,61.75,66.9,69.8,70.875,70.97500000000001
11,61.5,66.45,69.375,70.625,70.725
11.1,61.2,66.2,69.0875,70.25,70.47500000000001
11.2,60.766666666666666,65.95,68.775,69.94,70.225
11.3,60.349999999999994,65.6,68.525,69.6,69.875
11.4,60.075,65.22,68.18571428571428,69.33333333333333,69.55
11.5,59.725,64.925,67.9,69.1,69.35
11.6,59.475,64.575,67.69999999999999,68.80000000000001,68.97500000000001
11.7,59.125,64.3,67.4,68.5,68.825
11.8,58.85,64.075,67.1,68.23333333333333,68.47500000000001
11.9,58.4,63.675,66.925,67.95,68.2625
12,58,63.375,66.48,67.7,67.925
12.1,57.75,63.05,66.25,67.4,67.71666666666667
12.2,57.4,62.7,65.9,67.075,67.425
12.3,57.160000000000004,62.4,65.65,66.9,67.175
12.4,56.7,62.1,65.3,66.6,66.825
12.5,56.42857142857142,61.849999999999994,65.05,66.4,66.5125
12.6,56.125,61.5,64.7,66.05,66.3
12.7,55.85,61.175000000000004,64.47500000000001,65.8,66
12.8,55.45,60.824999999999996,64.27142857142857,65.43333333333334,65.76
12.9,55.225,60.61666666666667,63.9,65.2,65.4
13,54.875,60.275,63.625,64.93333333333334,65.2
13.1,54.64,59.9875,63.25,64.66666666666667,64.96666666666667
13.2,54.35,59.675000000000004,63.019999999999996,64.4,64.6
13.3,54.025,59.3375,62.712500000000006,64.15,64.4
13.4,53.74,59.1,62.5125,63.9,64.05
13.5,53.43333333333333,58.760000000000005,62.2,63.6,63.86666666666667
13.6,53.1375,58.525,61.96666666666667,63.3,63.6
13.7,52.775,58.35,61.625,63.05,63.25
13.8,52.525,57.925,61.349999999999994,62.75,63
13.9,52.212500000000006,57.650000000000006,61.150000000000006,62.5,62.775
14,51.8375,57.425,60.824999999999996,62.275,62.525
14.1,51.55,57.1,60.6,62.019999999999996,62.275
14.2,51.27142857142857,56.849999999999994,60.349999999999994,61.8,62.025
14.3,50.95,56.5,60.1,61.4,61.775
14.4,50.7,56.1,59.75,61.125,61.525
14.5,50.36,55.849999999999994,59.525,60.93333333333333,61.224999999999994
14.6,50.2,55.55,59.275,60.575,60.93333333333333
14.7,49.875,55.25,58.91428571428571,60.4,60.65
14.8,49.64,55.0125,58.628571428571426,60.175000000000004,60.4
14.9,49.3,54.775,58.355555555555554,59.824999999999996,60.175000000000004
15,48.95,54.48,58.237500000000004,59.6,59.925
15.1,48.7,54.2,57.9375,59.24999999999999,59.612500000000004
15.2,48.45,53.9,57.675000000000004,58.9375,59.3
15.3,48.1,53.6,57.387499999999996,58.74444444444445,59.175000000000004
15.4,47.875,53.349999999999994,57.075,58.4875,58.925
15.5,47.6,53.2,56.85,58.349999999999994,58.75
15.6,47.35,52.871428571428574,56.525,58.080000000000005,58.44
15.7,47.025,52.71666666666667,56.275,57.849999999999994,58.125
15.8,46.78,52.35,55.95,57.650000000000006,58
15.9,46.614285714285714,52.12,55.8,57.425,57.7
16,46.371428571428574,51.85,55.580000000000005,57.150000000000006,57.4
16.1,46.1,51.525,55.36666666666667,56.925,57.2
16.2,45.833333333333336,51.35,55,56.725,56.975
16.3,45.650000000000006,51.05,54.849999999999994,56.46,56.824999999999996
16.4,45.4,50.8,54.6,56.14,56.650000000000006
16.5,45.05,50.55,54.349999999999994,55.9,56.324999999999996
16.6,44.8,50.2,54.2,55.75,56
16.7,44.6,50.05,53.849999999999994,55.5,55.75
16.8,44.3,49.824999999999996,53.6,55.25,55.5
16.9,44.05,49.475,53.349999999999994,55,55.349999999999994
17,43.824999999999996,49.225,53.1,54.775,55.1
17.1,43.650000000000006,49.050000000000004,52.95,54.625,54.849999999999994
17.2,43.4,48.75,52.7,54.375,54.6
17.3,43.25,48.575,52.4,54.05,54.349999999999994
17.4,42.9,48.4,52.2,53.875,54.12
17.5,42.650000000000006,48,51.96,53.625,53.875
17.6,42.3,47.8,51.7,53.324999999999996,53.625
17.7,42.05,47.475,51.475,53.1,53.5
17.8,41.925,47.262499999999996,51.233333333333334,53,53.31999999999999
17.9,41.675000000000004,47.075,51,52.6,53.025
18,41.425,46.849999999999994,50.8,52.36666666666667,52.75
18.1,41.175000000000004,46.620000000000005,50.6,52.13333333333333,52.525
18.2,40.94,46.324999999999996,50.3,51.9,52.275
18.3,40.7,46.075,50.06,51.75,52.1
18.4,40.5,45.9,49.9,51.6,51.9
18.5,40.3,45.7,49.71666666666667,51.349999999999994,51.64
18.6,40.05,45.5,49.375,51.1,51.4
18.7,39.8,45.150000000000006,49.125,50.875,51.25
18.8,39.650000000000006,45,48.94444444444444,50.625,51
18.9,39.4,44.75,48.75,50.375,50.8
19,39.1,44.5,48.5,50.225,50.6
19.1,38.9,44.3,48.175000000000004,49.975,50.3
19.2,38.7,44.1,48.019999999999996,49.72,50.150000000000006
19.3,38.525,43.94,47.775,49.575,49.875
19.4,38.2,43.55,47.575,49.4,49.7
19.5,38.06666666666667,43.3,47.324999999999996,49.150000000000006,49.4
19.6,37.9,43.150000000000006,47.150000000000006,48.9,49.25
19.7,37.68571428571429,42.9,46.9,48.675000000000004,48.975
19.8,37.5,42.75,46.68000000000001,48.525,48.7
19.9,37.25,42.4,46.5,48.349999999999994,48.6
20,37,42.175000000000004,46.375,48.1,48.38
20.1,36.78333333333333,41.925,46.1,47.75,48.2
20.2,36.6,41.775,45.849999999999994,47.6,48
20.3,36.339999999999996,41.525,45.575,47.349999999999994,47.766666666666666
20.4,36.2,41.425,45.425,47.22,47.525
20.5,36,41.275,45.22,46.975,47.3
20.6,35.9,41.04,45.05,46.725,47.1
20.7,35.63333333333333,40.8,44.9,46.575,46.975
20.8,35.4,40.650000000000006,44.6,46.425,46.725
20.9,35.13333333333333,40.3,44.4,46.275,46.575
21,34.919999999999995,40.150000000000006,44.25,45.95,46.425
21.1,34.875,39.925,44,45.8,46.2
21.2,34.625,39.775,43.75,45.650000000000006,45.9
21.3,34.4,39.525,43.55,45.5,45.8
21.4,34.233333333333334,39.375,43.41428571428571,45.25,45.6
21.5,34.080000000000005,39.15,43.2,45,45.349999999999994
21.6,33.95,38.9625,43.025,44.8,45.2
21.7,33.775,38.775000000000006,42.78333333333333,44.625,45.075
21.8,33.525,38.55,42.575,44.4,44.824999999999996
21.9,33.3,38.4,42.4,44.225,44.575
22,33.125,38.175000000000004,42.2,43.975,44.3
22.1,32.875,37.957142857142856,42.05,43.725,44.175000000000004
22.2,32.625,37.75,41.83333333333333,43.6,44.025
22.3,32.516666666666666,37.611111111111114,41.6,43.4,43.775
22.4,32.387499999999996,37.44285714285714,41.4,43.3,43.55
22.5,32.262499999999996,37.25,41.22,43.150000000000006,43.4
22.6,32.075,37,41.075,42.9,43.25
22.7,31.912499999999998,36.925,40.925,42.650000000000006,43
22.8,31.8,36.7,40.675000000000004,42.425,42.760000000000005
22.9,31.571428571428573,36.550000000000004,40.425,42.275000000000006,42.625
23,31.4,36.3,40.3,42.112500000000004,42.5
23.1,31.25,36.13333333333333,40.15,41.975,42.349999999999994
23.2,31.1,35.9,39.9,41.724999999999994,42.083333333333336
23.3,30.85,35.75,39.775,41.5375,41.875
23.4,30.675,35.625,39.6,41.34444444444444,41.725
23.5,30.525,35.375,39.425,41.1,41.575
23.6,30.3,35.225,39.2,41.01428571428571,41.339999999999996
23.7,30.2,35,39.075,40.88,41.2
23.8,30,34.839999999999996,38.8625,40.650000000000006,41
23.9,29.85,34.580000000000005,38.737500000000004,40.4,40.9
24,29.7,34.4,38.525,40.3,40.7
24.1,29.5,34.3,38.3,40.150000000000006,40.45
24.2,29.3,34.175000000000004,38.2,39.9,40.31999999999999
24.3,29.2,33.925,37.95,39.7,40.125
24.4,29,33.8,37.7,39.5,39.9
24.5,28.9,33.625,37.55,39.349999999999994,39.725
24.6,28.733333333333334,33.5,37.419999999999995,39.2,39.6
24.7,28.533333333333335,33.349999999999994,37.2,39,39.5
24.8,28.35,33.1,37.1,38.849999999999994,39.3
24.9,28.3,32.96,36.875,38.7,39.1
25,28.15,32.725,36.7,38.575,38.9
25.1,28,32.575,36.580000000000005,38.349999999999994,38.7
25.2,27.8,32.425,36.339999999999996,38.175000000000004,38.55
25.3,27.625,32.275,36.2,38,38.4
25.4,27.475,32.125,36.05,37.8,38.2
25.5,27.3,31.95,35.8,37.7,38.1
25.6,27.175,31.8,35.7,37.475,37.9
25.7,26.95,31.55,35.5,37.325,37.72500000000001
25.8,26.85,31.4,35.36,37.2,37.56666666666666
25.9,26.7,31.25,35.15714285714286,37,37.379999999999995
26,26.55,31.1,34.98571428571428,36.8,37.2
26.1,26.4,30.9,34.82,36.6,37.05
26.2,26.3,30.825000000000003,34.7,36.5,36.9
26.3,26.2,30.675000000000004,34.6,36.3,36.8
26.4,26.074999999999996,30.512500000000003,34.4,36.166666666666664,36.6
26.5,25.925000000000004,30.374999999999993,34.239999999999995,36,36.4
26.6,25.674999999999997,30.162499999999998,34.074999999999996,35.9,36.26666666666666
26.7,25.6,30.02857142857143,33.925000000000004,35.7,36.1
26.8,25.474999999999994,29.9,33.7,35.525000000000006,35.9
26.9,25.325000000000003,29.75,33.56666666666667,35.37499999999999,35.77499999999999
27,25.2,29.6,33.4,35.22500000000001,35.62500000000001
27.1,25.05,29.5,33.177777777777784,35.05,35.5
27.2,24.9,29.349999999999998,33.0625,34.86666666666667,35.349999999999994
27.3,24.8,29.2,32.9375,34.712500000000006,35.2
27.4,24.6,29.05,32.77499999999999,34.5875,35.05
27.5,24.55,28.8,32.64,34.4625,34.8
27.6,24.4,28.7,32.4,34.3375,34.660000000000004
27.7,24.25,28.5,32.3,34.12500000000001,34.525000000000006
27.8,24.1,28.35,32.2,33.887499999999996,34.349999999999994
27.9,23.95,28.3,32.05,33.8,34.12500000000001
28,23.8,28.1,31.9,33.7,34.074999999999996
28.1,23.75,28,31.75,33.5,33.92
28.2,23.6,27.9,31.6,33.3,33.75
28.3,23.4,27.75,31.45,33.2,33.7
28.4,23.3,27.6,31.275,33.1,33.474999999999994
28.5,23.2,27.4,31.125000000000004,32.925000000000004,33.3
28.6,23.1,27.3,31,32.77499999999999,33.175
28.7,23,27.174999999999997,30.8,32.6,33.1
28.8,22.874999999999996,27.066666666666663,30.7,32.48,32.9
28.9,22.725,26.9,30.55,32.349999999999994,32.8
29,22.6,26.7,30.42,32.2,32.7
29.1,22.5,26.65,30.3,32.074999999999996,32.45
29.2,22.379999999999995,26.5,30.166666666666668,31.825000000000003,32.27499999999999
29.3,22.25,26.3,30.012500000000003,31.7,32.150000000000006
29.4,22.1,26.15,29.887499999999996,31.625000000000004,31.9625
29.5,22,26,29.724999999999998,31.487499999999997,31.82857142857143
29.6,21.8,25.96666666666666,29.574999999999996,31.362499999999997,31.7
29.7,21.7,25.839999999999996,29.425000000000004,31.2375,31.6
29.8,21.6,25.7,29.3,31.025000000000006,31.425000000000004
29.9,21.5,25.55,29.16666666666666,30.88333333333333,31.374999999999996
30,21.4,25.4,29,30.775,31.225
