Percentage Depth Doses,,,,,
Wedge 15,,,,,
SSD=100cm,,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,,
Detector offset of -1.8mm (0.6*rcav) applied,,,,,
Depth [cm],4x4cm2,10x10cm2,20x20cm2,30x30cm2,40x30cm2
6.3,78.1,81.38,82.88000000000001,83.34,83.4
6.4,77.8,81.03999999999999,82.6,82.96,83.03999999999999
6.5,77.38,80.775,82.2,82.56,82.77142857142857
6.6,77,80.1,81.7,82.23333333333333,82.44
6.7,76.35000000000001,79.75,81.45,81.875,82
6.8,75.9,79.34285714285714,81.1,81.55,81.6
6.9,75.52,79.1,80.74,81.2,81.36666666666666
7,75.05,78.73333333333333,80.33333333333333,80.88000000000001,81.03999999999999
7.1,74.56666666666666,78.33999999999999,79.94,80.6,80.7
7.2,74.23333333333333,77.94,79.53999999999999,80.13999999999999,80.38000000000001
7.3,73.7,77.55,79.32000000000001,79.83333333333333,80
7.4,73.36000000000001,77.1,78.925,79.5,79.65
7.5,72.9,76.69999999999999,78.5,79.175,79.325
7.6,72.5,76.28,78.2,78.94,79.1
7.7,71.95,75.96666666666667,77.88333333333334,78.5,78.63333333333334
7.8,71.52499999999999,75.53999999999999,77.56,78.14999999999999,78.25
7.9,71.2,75.16666666666666,77.13333333333333,77.82,78
8,70.75,74.78,76.825,77.5,77.72
8.1,70.25,74.38,76.425,77.12,77.44
8.2,69.8,74.08,76.175,76.85,77.03333333333333
8.3,69.47999999999999,73.62,75.76666666666667,76.53999999999999,76.66666666666666
8.4,69.06,73.35000000000001,75.36666666666666,76.1,76.325
8.5,68.60000000000001,72.85,75.1,75.775,76.03333333333333
8.6,68.2,72.5,74.8,75.56,75.75
8.7,67.85000000000001,72.15,74.39999999999999,75.19999999999999,75.33333333333333
8.8,67.43333333333334,71.82,74.125,74.85,75
8.9,67.2,71.48333333333333,73.7,74.5,74.76
9,66.64285714285714,71.1,73.375,74.2,74.46666666666667
9.1,66.2,70.69999999999999,73.02499999999999,73.86666666666667,74.1
9.2,65.76666666666667,70.36000000000001,72.8,73.61428571428571,73.76666666666667
9.3,65.36,69.94999999999999,72.5,73.3,73.45
9.4,65,69.55,72,72.97500000000001,73.1
9.5,64.6,69.19999999999999,71.7,72.6,72.80000000000001
9.6,64.25,68.9,71.3,72.225,72.4
9.7,63.78,68.55,70.96666666666667,71.88000000000001,72.15
9.8,63.46,68.14999999999999,70.63333333333334,71.58333333333333,71.76
9.9,63.06666666666667,67.66666666666667,70.3,71.275,71.48
10,62.660000000000004,67.41666666666667,69.95,70.9,71.22
10.1,62.3,67.03999999999999,69.6,70.53333333333333,70.86666666666666
10.2,61.86,66.75,69.35000000000001,70.23333333333333,70.55
10.3,61.542857142857144,66.30000000000001,69.02499999999999,69.97500000000001,70.22
10.4,61.25,66.02,68.8,69.7,69.9
10.5,60.86,65.63333333333334,68.375,69.3,69.66000000000001
10.6,60.38,65.18333333333334,68.03999999999999,68.97500000000001,69.375
10.7,60.05,64.93333333333334,67.66666666666666,68.68333333333334,69.05
10.8,59.75,64.7,67.4,68.47500000000001,68.72
10.9,59.4,64.25,67.15,68.14999999999999,68.4
11,59.1,63.86666666666667,66.8,67.91666666666667,68.1
11.1,58.7,63.625,66.56,67.58,67.9
11.2,58.3,63.24,66.16,67.3,67.625
11.3,58.019999999999996,62.9,65.85,67.03333333333333,67.3
11.4,57.54,62.7,65.6,66.7,66.88000000000001
11.5,57.24,62.32,65.18,66.38000000000001,66.63333333333334
11.6,56.94,61.96,64.96000000000001,66.075,66.35000000000001
11.7,56.68,61.56666666666667,64.65,65.825,66.06666666666666
11.8,56.3,61.233333333333334,64.4,65.55,65.78
11.9,55.949999999999996,60.849999999999994,64.06,65.16666666666667,65.46000000000001
12,55.660000000000004,60.64,63.725,64.875,65.2
12.1,55.28,60.28,63.46,64.63999999999999,64.88000000000001
12.2,54.9,59.980000000000004,63.175000000000004,64.25,64.575
12.3,54.7,59.7,62.839999999999996,63.96666666666667,64.19999999999999
12.4,54.339999999999996,59.324999999999996,62.56666666666667,63.71666666666667,63.925
12.5,54.06,59.04,62.25,63.419999999999995,63.74
12.6,53.650000000000006,58.63333333333333,61.9,63.12,63.46666666666667
12.7,53.233333333333334,58.33333333333333,61.6,62.9,63.225
12.8,53,58.120000000000005,61.42,62.65,62.9
12.9,52.650000000000006,57.76,60.95,62.266666666666666,62.6
13,52.46,57.4,60.725,61.949999999999996,62.31999999999999
13.1,52.05,57.2,60.4,61.7,62.08
13.2,51.775,56.875,60.160000000000004,61.43333333333333,61.824999999999996
13.3,51.525,56.525,59.925,61.175000000000004,61.5
13.4,51.14,56.175000000000004,59.675000000000004,60.9,61.3
13.5,50.81999999999999,55.925,59.4,60.5,60.775
13.6,50.5,55.7,58.93333333333333,60.260000000000005,60.6
13.7,50.3,55.275,58.75,60.06666666666667,60.36666666666666
13.8,49.975,54.949999999999996,58.475,59.775,60.1
13.9,49.6,54.71666666666667,58.18000000000001,59.44,59.839999999999996
14,49.35,54.5,57.9,59.14,59.62
14.1,49.025,54.080000000000005,57.580000000000005,58.95,59.38
14.2,48.72,53.75,57.375,58.725,59.06666666666667
14.3,48.43333333333333,53.45,57.06,58.44,58.8
14.4,48.14,53.25,56.75,58.125,58.46666666666666
14.5,47.849999999999994,53.01428571428571,56.46666666666666,57.8,58.25
14.6,47.56666666666667,52.68000000000001,56.150000000000006,57.61666666666667,57.925
14.7,47.3,52.5,55.86,57.4,57.68333333333334
14.8,47.06666666666667,52.14,55.63333333333334,57.1,57.43333333333333
14.9,46.733333333333334,51.8,55.4,56.8,57.14
15,46.4,51.575,55.14,56.5,57
15.1,46.12,51.35,54.833333333333336,56.31666666666666,56.64
15.2,45.875,51,54.483333333333334,56,56.400000000000006
15.3,45.55,50.675000000000004,54.233333333333334,55.766666666666666,56.1
15.4,45.25,50.480000000000004,53.98,55.54,55.86666666666667
15.5,45.025,50.18000000000001,53.8,55.2,55.6
15.6,44.8,49.86,53.575,54.96666666666667,55.3
15.7,44.56666666666667,49.55,53.3,54.766666666666666,55.1
15.8,44.266666666666666,49.324999999999996,52.96666666666666,54.5,54.824999999999996
15.9,44,49.05,52.72,54.260000000000005,54.66666666666667
16,43.725,48.81999999999999,52.5,53.98,54.375
16.1,43.516666666666666,48.55,52.220000000000006,53.760000000000005,54.14
16.2,43.25,48.36,51.975,53.55,53.93333333333333
16.3,43.04,48.1,51.739999999999995,53.239999999999995,53.650000000000006
16.4,42.7,47.8,51.457142857142856,53,53.46
16.5,42.475,47.53333333333333,51.260000000000005,52.8,53.150000000000006
16.6,42.160000000000004,47.31999999999999,51,52.53333333333333,52.94
16.7,41.9,47.04,50.7,52.26,52.62
16.8,41.68333333333334,46.8,50.525,52.05,52.419999999999995
16.9,41.5,46.6,50.260000000000005,51.8,52.175000000000004
17,41.21666666666667,46.2,49.971428571428575,51.56666666666667,51.94
17.1,40.96666666666666,46.016666666666666,49.733333333333334,51.32857142857142,51.7
17.2,40.7,45.75,49.525,51.04,51.5
17.3,40.45,45.483333333333334,49.26,50.875,51.18333333333334
17.4,40.260000000000005,45.233333333333334,48.983333333333334,50.6,51.016666666666666
17.5,40.08,44.94,48.78,50.31666666666666,50.8
17.6,39.824999999999996,44.7,48.6,50.11666666666667,50.625
17.7,39.56666666666667,44.56666666666667,48.31999999999999,49.94,50.3
17.8,39.31666666666666,44.3,48.080000000000005,49.67999999999999,50.1
17.9,39.08,44.04,47.8,49.419999999999995,49.83333333333333
18,38.92,43.779999999999994,47.6,49.1,49.62
18.1,38.58,43.55,47.4,48.975,49.38
18.2,38.339999999999996,43.419999999999995,47.14,48.839999999999996,49.150000000000006
18.3,38.150000000000006,43.13333333333333,46.94,48.6,49.019999999999996
18.4,37.849999999999994,42.9,46.666666666666664,48.31666666666666,48.75
18.5,37.72,42.7,46.43333333333334,48.05,48.44
18.6,37.5,42.46,46.2,47.8,48.25
18.7,37.324999999999996,42.125,46.019999999999996,47.675000000000004,48.1
18.8,37.06666666666667,41.93333333333333,45.733333333333334,47.425,47.8
18.9,36.8,41.7,45.56666666666667,47.175000000000004,47.62
19,36.6,41.45,45.31666666666666,47,47.339999999999996
19.1,36.416666666666664,41.2,45.06666666666666,46.81999999999999,47.14
19.2,36.18333333333334,41.075,44.839999999999996,46.53333333333333,46.94
19.3,35.93333333333333,40.857142857142854,44.64,46.3,46.67999999999999
19.4,35.8,40.6,44.4,46.08,46.45
19.5,35.55,40.3,44.18000000000001,45.9,46.36
19.6,35.339999999999996,40.2,43.96666666666667,45.68000000000001,46.06666666666667
19.7,35.16666666666667,39.95,43.72857142857143,45.38,45.86666666666667
19.8,35,39.75,43.51428571428571,45.2,45.650000000000006
19.9,34.78333333333333,39.425,43.28333333333333,45.019999999999996,45.5
20,34.61666666666667,39.25714285714285,43.03333333333333,44.824999999999996,45.2
20.1,34.349999999999994,38.975,42.88,44.56666666666667,44.975
20.2,34.14,38.849999999999994,42.64,44.4,44.75
20.3,33.925,38.7,42.45,44.2,44.575
20.4,33.7,38.43333333333333,42.25,43.9,44.349999999999994
20.5,33.519999999999996,38.22,42.1,43.74285714285715,44.125
20.6,33.375,38,41.839999999999996,43.56666666666667,44
20.7,33.1,37.766666666666666,41.6,43.31666666666666,43.824999999999996
20.8,32.9,37.6,41.36666666666666,43.18000000000001,43.6
20.9,32.8,37.4,41.125,43,43.324999999999996
21,32.575,37.2,40.95,42.7,43.2
21.1,32.44,37.06666666666667,40.785714285714285,42.56,43.02
21.2,32.14,36.824999999999996,40.583333333333336,42.275,42.766666666666666
21.3,31.98,36.6,40.375,42.125,42.5
21.4,31.8,36.480000000000004,40.2,42,42.38333333333333
21.5,31.666666666666668,36.2,40.080000000000005,41.775,42.2
21.6,31.46,36,39.82000000000001,41.55,42
21.7,31.360000000000003,35.8,39.55,41.339999999999996,41.875
21.8,31.1,35.580000000000005,39.4,41.150000000000006,41.6
21.9,30.9,35.4,39.2,41.025,41.45
22,30.7,35.225,39,40.8,41.22
22.1,30.525,35.150000000000006,38.8,40.61666666666667,41.1
22.2,30.43333333333333,34.95,38.61666666666667,40.4,40.86
22.3,30.233333333333334,34.733333333333334,38.4,40.18000000000001,40.66666666666667
22.4,30.02,34.46,38.3,40.05,40.416666666666664
22.5,29.919999999999998,34.266666666666666,38.03333333333333,39.857142857142854,40.225
22.6,29.775000000000002,34.150000000000006,37.849999999999994,39.68000000000001,40.1
22.7,29.54,33.9,37.6,39.475,39.9
22.8,29.35,33.7,37.46666666666666,39.239999999999995,39.7
22.9,29.166666666666668,33.583333333333336,37.3,39.05,39.52
23,28.983333333333334,33.38,37.150000000000006,38.86,39.339999999999996
23.1,28.775000000000002,33.16666666666667,36.95,38.7,39.12
23.2,28.639999999999997,33.1,36.739999999999995,38.5,38.9
23.3,28.5,32.875,36.56666666666667,38.31666666666666,38.7
23.4,28.3,32.650000000000006,36.38,38.2,38.628571428571426
23.5,28.23333333333333,32.5,36.2,37.95,38.45
23.6,28.04,32.31999999999999,36,37.83333333333333,38.239999999999995
23.7,27.833333333333332,32.12,35.8,37.650000000000006,38.125
23.8,27.7,32,35.675000000000004,37.45,37.96
23.9,27.54,31.8,35.483333333333334,37.275,37.725
24,27.4,31.642857142857142,35.3,37.06,37.6
24.1,27.283333333333335,31.5,35.18571428571429,36.9,37.36
24.2,27.1,31.325,35.019999999999996,36.775,37.150000000000006
24.3,26.98,31.1,34.8,36.6,36.96
24.4,26.8,30.96,34.7,36.38,36.824999999999996
24.5,26.6,30.8,34.46666666666666,36.2,36.68000000000001
24.6,26.5,30.6,34.3,36.1,36.475
24.7,26.339999999999996,30.466666666666665,34.175000000000004,35.849999999999994,36.324999999999996
24.8,26.2,30.3,33.95,35.71666666666667,36.175000000000004
24.9,25.96,30.1,33.75,35.54,36
25,25.85,29.95,33.64,35.349999999999994,35.8
25.1,25.7,29.724999999999998,33.5,35.2,35.68000000000001
25.2,25.5,29.6,33.3,35,35.46
25.3,25.4,29.5,33.1,34.88,35.28
25.4,25.3,29.3,32.980000000000004,34.660000000000004,35.1
25.5,25.1,29.2,32.760000000000005,34.525,35
25.6,25,29,32.62500000000001,34.4,34.8
25.7,24.85,28.820000000000004,32.474999999999994,34.239999999999995,34.650000000000006
25.8,24.75,28.7,32.349999999999994,34,34.52
25.9,24.525000000000006,28.583333333333332,32.160000000000004,33.9,34.349999999999994
26,24.4,28.4,31.98333333333333,33.7,34.2
26.1,24.25,28.279999999999998,31.8,33.58,34.02
26.2,24.15,28.1,31.7,33.4,33.81666666666667
26.3,24.042857142857144,27.933333333333334,31.520000000000003,33.2,33.7
26.4,23.9,27.8,31.3,33.08333333333333,33.48571428571428
26.5,23.766666666666662,27.65,31.2,32.96666666666666,33.32
26.6,23.6,27.5,31.01666666666667,32.7,33.2
26.7,23.5,27.360000000000003,30.9,32.6,33.03333333333333
26.8,23.35,27.2,30.71666666666667,32.5,32.9
26.9,23.2,27.066666666666666,30.6,32.3,32.760000000000005
27,23.066666666666666,26.9,30.46,32.13333333333333,32.525000000000006
27.1,22.9,26.7,30.24,31.966666666666665,32.5
27.2,22.779999999999998,26.6,30.1,31.85,32.339999999999996
27.3,22.7,26.42,29.933333333333334,31.725,32.220000000000006
27.4,22.54,26.4,29.85,31.520000000000003,32
27.5,22.339999999999996,26.18333333333333,29.78333333333333,31.38333333333333,31.81666666666667
27.6,22.24,26.05,29.61666666666667,31.2,31.7
27.7,22.166666666666668,25.825000000000003,29.35,31.120000000000005,31.6
27.8,22.1,25.8,29.2,30.933333333333334,31.4
27.9,21.9,25.6,29.1,30.8,31.279999999999998
28,21.8,25.5,29,30.7,31.1
28.1,21.68333333333333,25.379999999999995,28.8,30.566666666666666,31
28.2,21.51666666666667,25.2,28.68333333333333,30.4,30.879999999999995
28.3,21.4,25.1,28.51666666666667,30.275,30.679999999999996
28.4,21.3,24.974999999999994,28.4,30.066666666666666,30.5
28.5,21.2,24.825000000000003,28.24,29.88333333333333,30.35
28.6,21.066666666666663,24.725,28.120000000000005,29.8,30.25
28.7,20.966666666666665,24.6,28,29.679999999999996,30.1
28.8,20.874999999999996,24.4,27.879999999999995,29.58,29.979999999999997
28.9,20.75,24.333333333333332,27.679999999999996,29.379999999999995,29.874999999999996
29,20.6,24.125000000000004,27.574999999999996,29.266666666666666,29.660000000000004
29.1,20.5,24.042857142857144,27.4,29.1,29.53333333333334
29.2,20.4,23.9,27.3,28.925000000000004,29.48333333333333
29.3,20.275,23.8,27.179999999999996,28.81666666666667,29.31666666666667
29.4,20.125000000000004,23.6,27.08,28.639999999999997,29.2
29.5,20.033333333333335,23.5,26.874999999999996,28.55,29
29.6,19.9,23.4,26.76,28.4,28.860000000000003
29.7,19.8,23.3,26.6,28.3,28.76
29.8,19.7,23.125000000000004,26.5,28.174999999999997,28.6
29.9,19.520000000000003,23,26.4,28.04,28.45
30,19.416666666666668,22.9,26.3,27.95,28.3
