Lateral Profiles,,,,,,,,
Open field,,,,,,,,
SSD=100cm,,,,,,,,
Depth=5cm,,,,,,,,
Scanning direction: Crossline,,,,,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,,,,,
,Dose[%],,,,,,,
Off axis position [cm],Field Size: 3x3 cm2,Field Size: 4x4 cm2,Field Size: 6x6 cm2,Field Size: 8x8 cm2,Field Size: 10x10 cm2,Field Size: 20x20 cm2,Field Size: 30x30 cm2,Field Size: 40x40 cm2
-27.9,,,,,,,,4.3
-27.8,,,,,,,,4.4
-27.7,,,,,,,,4.457142857142855
-27.6,,,,,,,,4.5
-27.5,,,,,,,,4.5
-27.4,,,,,,,,4.6
-27.3,,,,,,,,4.65
-27.2,,,,,,,,4.733333333333333
-27.1,,,,,,,,4.8
-27,,,,,,,,4.9
-26.9,,,,,,,,4.939999999999998
-26.8,,,,,,,,5.01666666666667
-26.7,,,,,,,,5.11666666666667
-26.6,,,,,,,,5.2
-26.5,,,,,,,,5.3
-26.4,,,,,,,,5.4
-26.3,,,,,,,,5.51666666666667
-26.2,,,,,,,,5.6
-26.1,,,,,,,,5.7
-26,,,,,,,,5.8
-25.9,,,,,,,,5.9
-25.8,,,,,,,,6
-25.7,,,,,,,,6.133333333333333
-25.6,,,,,,,,6.2
-25.5,,,,,,,,6.366666666666668
-25.4,,,,,,,,6.5
-25.3,,,,,,,,6.616666666666665
-25.2,,,,,,,,6.8
-25.1,,,,,,,,6.9
-25,,,,,,,,7.016666666666666
-24.9,,,,,,,,7.1833333333333345
-24.8,,,,,,,,7.3
-24.7,,,,,,,,7.439999999999998
-24.6,,,,,,,,7.6
-24.5,,,,,,,,7.766666666666664
-24.4,,,,,,,,7.919999999999999
-24.3,,,,,,,,8.12
-24.2,,,,,,,,8.285714285714286
-24.1,,,,,,,,8.460000000000003
-24,,,,,,,,8.639999999999997
-23.9,,,,,,,,8.816666666666666
-23.8,,,,,,,,9.066666666666668
-23.7,,,,,,,,9.25
-23.6,,,,,,,,9.439999999999998
-23.5,,,,,,,,9.716666666666665
-23.4,,,,,,,,9.871428571428574
-23.3,,,,,,,,10.133333333333331
-23.2,,,,,,,,10.3
-23.1,,,,,,,,10.6
-23,,,,,,,,10.833333333333336
-22.9,,,,,,,,11.057142857142855
-22.8,,,,,,,,11.3
-22.7,,,,,,,,11.55
-22.6,,,,,,,,11.839999999999998
-22.5,,,,,,,,12.128571428571426
-22.4,,,,,,,,12.460000000000003
-22.3,,,,,,,,12.7
-22.2,,,,,,,,13.1
-22.1,,,,,,,,13.533333333333337
-22,,,,,,,,13.999999999999995
-21.9,,,,,,,,14.6
-21.8,,,,,,,,15.333333333333341
-21.7,,,,,,,,16.333333333333325
-21.6,,,,,,,,17.619999999999987
-21.5,,,,,,,,20
-21.4,,,,,,,,23.700000000000003
-21.3,,,,,,,,30.14999999999996
-21.2,,,,,,,,38.65000000000004
-21.1,,,,,,,,49.28333333333338
-21,,,,,,,,59.8
-20.9,,,,,,,,70.2428571428571
-20.8,,,,,,,,79.18000000000005
-20.7,,,,,,,5.360000000000002,86.66666666666673
-20.6,,,,,,,5.442857142857144,91.80000000000004
-20.5,,,,,,,5.519999999999999,94.63333333333331
-20.4,,,,,,,5.6,96.13333333333333
-20.3,,,,,,,5.7,97.175
-20.2,,,,,,,5.85,97.96666666666667
-20.1,,,,,,,5.919999999999999,98.55
-20,,,,,,,6.028571428571428,99
-19.9,,,,,,,6.1833333333333345,99.4
-19.8,,,,,,,6.25,99.71666666666667
-19.7,,,,,,,6.416666666666666,99.94285714285715
-19.6,,,,,,,6.583333333333334,100.14285714285714
-19.5,,,,,,,6.660000000000002,100.3
-19.4,,,,,,,6.8,100.56666666666666
-19.3,,,,,,,6.95,100.76
-19.2,,,,,,,7.1,100.92
-19.1,,,,,,,7.2,101.1
-19,,,,,,,7.4,101.2
-18.9,,,,,,,7.5,101.36
-18.8,,,,,,,7.733333333333332,101.5
-18.7,,,,,,,7.9,101.61666666666666
-18.6,,,,,,,8.05,101.7
-18.5,,,,,,,8.179999999999996,101.85
-18.4,,,,,,,8.439999999999998,101.91666666666667
-18.3,,,,,,,8.516666666666666,102
-18.2,,,,,,,8.76666666666667,102.1
-18.1,,,,,,,8.975000000000001,102.2
-18,,,,,,,9.160000000000002,102.36666666666667
-17.9,,,,,,,9.38,102.43333333333334
-17.8,,,,,,,9.58,102.5
-17.7,,,,,,,9.860000000000003,102.5
-17.6,,,,,,,10.066666666666663,102.6
