Percentage Depth Doses,,,,
Wedge 45,,,,
SSD=100cm,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,
Detector offset of -1.8mm (0.6*rcav) applied,,,,
Depth [cm],4x4cm2,10x10cm2,20x20cm2,40x20cm2
5.5,82.63333333333334,84.98,85.96666666666667,86.4
5.6,82,84.61999999999999,85.675,86
5.7,81.65,84.14999999999999,85.4,85.7
5.8,81,83.75,85.05,85.26666666666667
5.9,80.65,83.32000000000001,84.5,85
6,80.17999999999999,82.92500000000001,84.2,84.6
6.1,79.74285714285715,82.48,83.96666666666667,84.16
6.2,79.2,82.25,83.55000000000001,83.8
6.3,78.94,81.85,83.16,83.53333333333333
6.4,78.5,81.5,82.8,83.19999999999999
6.5,78.02000000000001,81.1,82.46000000000001,82.86000000000001
6.6,77.46000000000001,80.6,82.1,82.56
6.7,77.11999999999999,80.26,81.75,82.175
6.8,76.68333333333334,79.85,81.4,81.85
6.9,76.275,79.52000000000001,81.1,81.52499999999999
7,75.8,79.2,80.63999999999999,81.125
7.1,75.3,78.66666666666666,80.33999999999999,80.76
7.2,74.95,78.2,79.96666666666667,80.48
7.3,74.52,77.88333333333334,79.73333333333333,80.15
7.4,74.03333333333333,77.6,79.34285714285714,79.83333333333334
7.5,73.66,77.16666666666667,79.1,79.46000000000001
7.6,73.3,76.83333333333333,78.75,79.16666666666667
7.7,72.86,76.35000000000001,78.36,78.7
7.8,72.52000000000001,76.01666666666667,77.86000000000001,78.32
7.9,72.03999999999999,75.675,77.56666666666666,78.06
8,71.6,75.38,77.2,77.87142857142858
8.1,71.13999999999999,74.97999999999999,76.8,77.53999999999999
8.2,70.8,74.48,76.52499999999999,77.15
8.3,70.42,74.14999999999999,76.16666666666667,76.8
8.4,69.98,73.78,75.83333333333333,76.425
8.5,69.625,73.45,75.56666666666666,76.22
8.6,69.3,73,75.28,75.92
8.7,68.85714285714286,72.7,74.9,75.6
8.8,68.4,72.35,74.56,75.26
8.9,67.94,72.06,74.26666666666667,74.9
9,67.52000000000001,71.72,73.83999999999999,74.52
9.1,67.225,71.35,73.52000000000001,74.13999999999999
9.2,66.75,71,73.24,73.8
9.3,66.45,70.55,72.9,73.53999999999999
9.4,65.95,70.14,72.6,73.31666666666666
9.5,65.5,69.9,72.3,72.93333333333334
9.6,65.225,69.56,72,72.58
9.7,64.9,69.22,71.69999999999999,72.2
9.8,64.5,68.85000000000001,71.3,72
9.9,64.11999999999999,68.35,70.875,71.65
10,63.7,68,70.64999999999999,71.32
10.1,63.25,67.73333333333333,70.30000000000001,71.05
10.2,62.9,67.45,69.96000000000001,70.69999999999999
10.3,62.56666666666667,67.13333333333333,69.7,70.36666666666666
10.4,62.175000000000004,66.8,69.4,70.1
10.5,61.9,66.43333333333334,69.075,69.775
10.6,61.4,66.075,68.84,69.48
10.7,61.125,65.75,68.43333333333334,69.13999999999999
10.8,60.83333333333333,65.4,68.08,68.84
10.9,60.5,65.1,67.69999999999999,68.53999999999999
11,60.12,64.72,67.38000000000001,68.32
11.1,59.65,64.4,67.15,67.95
11.2,59.45,64.03999999999999,66.88000000000001,67.61999999999999
11.3,59.160000000000004,63.72,66.52,67.275
11.4,58.72,63.4,66.26,67.03999999999999
11.5,58.4,63.1,66,66.7
11.6,58.03333333333333,62.75,65.76,66.42857142857143
11.7,57.675000000000004,62.54,65.47500000000001,66.15
11.8,57.349999999999994,62.233333333333334,65.15,65.825
11.9,56.885714285714286,61.86,64.88,65.6
12,56.75,61.519999999999996,64.53333333333333,65.23333333333333
12.1,56.324999999999996,61.15,64.22857142857143,64.94
12.2,56,60.86,63.824999999999996,64.64
12.3,55.66666666666667,60.550000000000004,63.62,64.38
12.4,55.3,60.150000000000006,63.25,64.15
12.5,55.06666666666667,59.86666666666667,62.94,63.875
12.6,54.7,59.575,62.63333333333333,63.580000000000005
12.7,54.339999999999996,59.266666666666666,62.45,63.3
12.8,54.083333333333336,58.9,62.16666666666667,62.9
12.9,53.766666666666666,58.56666666666667,62,62.81666666666666
13,53.483333333333334,58.36,61.6,62.54
13.1,53.233333333333334,58.06,61.17999999999999,62.08
13.2,52.879999999999995,57.766666666666666,61.025,61.824999999999996
13.3,52.56666666666666,57.475,60.739999999999995,61.56
13.4,52.233333333333334,57.1,60.4,61.25
13.5,52.019999999999996,56.739999999999995,60.080000000000005,60.980000000000004
13.6,51.72,56.52,59.78,60.82000000000001
13.7,51.4,56.28,59.55,60.5
13.8,51.05,56.02,59.31999999999999,60.14
13.9,50.74,55.625,59,59.919999999999995
14,50.5,55.33333333333333,58.739999999999995,59.65714285714286
14.1,50.150000000000006,54.96666666666666,58.43333333333334,59.379999999999995
14.2,49.879999999999995,54.760000000000005,58.2,59.120000000000005
14.3,49.56666666666666,54.56666666666667,58,58.800000000000004
14.4,49.31999999999999,54.26,57.75,58.46
14.5,48.980000000000004,53.96,57.38333333333333,58.275
14.6,48.6,53.66666666666667,57.18000000000001,58.04
14.7,48.279999999999994,53.33333333333333,56.8,57.766666666666666
14.8,48.1,53.025,56.483333333333334,57.46666666666667
14.9,47.875,52.78,56.3,57.3
15,47.55,52.475,55.96666666666667,57
15.1,47.3,52.25714285714285,55.71666666666667,56.7
15.2,47.06,51.95,55.525,56.36666666666666
15.3,46.760000000000005,51.66666666666667,55.220000000000006,56.160000000000004
15.4,46.44,51.4,55,55.925
15.5,46.3,51.2,54.64,55.72
15.6,45.96,50.92,54.5,55.475
15.7,45.675000000000004,50.675000000000004,54.26,55.15
15.8,45.4,50.379999999999995,53.975,54.9
15.9,45.2,50.114285714285714,53.76,54.7
16,44.9,49.9,53.4,54.550000000000004
16.1,44.7,49.7,53.14,54.14
16.2,44.5,49.36,52.975,53.925
16.3,44.080000000000005,49.083333333333336,52.74,53.7
16.4,43.9,48.8,52.48,53.45
16.5,43.6,48.54,52.3,53.233333333333334
16.6,43.425,48.233333333333334,52.019999999999996,53.04
16.7,43.175000000000004,48.05,51.8,52.8
16.8,42.9,47.8,51.519999999999996,52.55
16.9,42.6,47.56,51.166666666666664,52.3
17,42.400000000000006,47.339999999999996,50.95,52.075
17.1,42.1,47.125,50.81999999999999,51.733333333333334
17.2,41.9,46.8,50.6,51.38333333333333
17.3,41.68000000000001,46.542857142857144,50.25,51.21666666666667
17.4,41.45,46.2,50.04,51.083333333333336
17.5,41.150000000000006,46.1,49.75,50.83333333333333
17.6,40.95,45.83333333333333,49.56666666666667,50.63333333333334
17.7,40.72,45.55,49.31666666666666,50.36
17.8,40.46666666666666,45.36666666666667,49.12,50.160000000000004
17.9,40.27142857142857,45.11666666666667,48.824999999999996,49.839999999999996
18,40.11666666666667,44.9,48.660000000000004,49.650000000000006
18.1,39.83333333333333,44.68000000000001,48.36666666666667,49.425
18.2,39.55,44.4,48.266666666666666,49.233333333333334
18.3,39.3,44.175000000000004,47.925,49
18.4,39.1,43.88,47.68571428571428,48.8
18.5,38.86666666666666,43.675000000000004,47.46,48.519999999999996
18.6,38.625,43.45,47.266666666666666,48.24
18.7,38.4,43.220000000000006,47.075,48.080000000000005
18.8,38.150000000000006,43.025,46.839999999999996,47.91428571428571
18.9,37.9,42.739999999999995,46.5,47.625
19,37.75,42.5,46.24285714285715,47.324999999999996
19.1,37.55,42.26,46.080000000000005,47.1
19.2,37.31999999999999,41.96,45.9,46.919999999999995
19.3,37.04,41.75,45.7,46.739999999999995
19.4,36.93333333333333,41.55,45.475,46.5
19.5,36.660000000000004,41.36,45.2,46.28333333333333
19.6,36.425,41.160000000000004,45.04,46.11666666666667
19.7,36.28,40.94,44.839999999999996,45.8
19.8,36,40.733333333333334,44.6,45.6
19.9,35.81999999999999,40.55,44.44,45.45
20,35.580000000000005,40.279999999999994,44.13333333333334,45.3
20.1,35.4,40.160000000000004,43.91428571428571,45.1
20.2,35.275,39.96,43.72,44.766666666666666
20.3,35.03333333333334,39.660000000000004,43.5,44.56666666666667
20.4,34.8,39.46666666666667,43.3,44.375
20.5,34.7,39.3,43.2,44.25
20.6,34.44,39.1,42.96,44.05
20.7,34.275,38.88,42.7,43.81999999999999
20.8,34.150000000000006,38.64,42.5,43.6
20.9,33.857142857142854,38.45,42.3,43.44
21,33.68000000000001,38.150000000000006,42.1,43.150000000000006
21.1,33.5,38.03333333333333,41.975,43.04
21.2,33.31428571428571,37.81999999999999,41.725,42.78333333333333
21.3,33.03333333333333,37.6,41.45,42.53333333333333
21.4,32.925,37.4,41.3,42.419999999999995
21.5,32.8,37.28,41.1,42.18000000000001
21.6,32.583333333333336,37.1,40.980000000000004,41.94
21.7,32.416666666666664,36.849999999999994,40.775,41.74
21.8,32.15,36.64,40.54,41.6
21.9,32.019999999999996,36.45,40.339999999999996,41.38333333333333
22,31.8,36.36,40.14,41.18333333333334
22.1,31.6,36.05,39.96666666666667,41.1
22.2,31.48,35.9,39.8,40.86666666666667
22.3,31.3,35.72,39.583333333333336,40.68000000000001
22.4,31.12,35.525,39.375,40.55
22.5,30.939999999999998,35.3,39.2,40.324999999999996
22.6,30.8,35.150000000000006,38.975,40.1
22.7,30.6,34.919999999999995,38.733333333333334,39.88
22.8,30.419999999999998,34.733333333333334,38.580000000000005,39.675000000000004
22.9,30.2,34.56666666666667,38.5,39.44
23,30.1,34.4,38.22,39.3
23.1,29.98,34.225,38.1,39.12
23.2,29.675,34,37.9,38.93333333333333
23.3,29.525,33.839999999999996,37.7,38.77142857142857
23.4,29.316666666666666,33.75714285714285,37.519999999999996,38.6
23.5,29.22,33.56666666666667,37.3,38.475
23.6,29.04,33.45,37.1,38.3
23.7,28.9,33.2,37,38.150000000000006
23.8,28.7,32.980000000000004,36.8,37.96666666666667
23.9,28.6,32.8,36.6,37.7
24,28.4,32.650000000000006,36.43333333333333,37.580000000000005
24.1,28.18,32.44,36.2,37.36
24.2,28.060000000000002,32.3,36.05,37.12
24.3,27.85,32.1,35.9,37
24.4,27.724999999999998,31.88,35.71666666666667,36.88333333333333
24.5,27.6,31.7,35.6,36.7
24.6,27.4,31.560000000000002,35.36,36.5
24.7,27.3,31.439999999999998,35.225,36.3
24.8,27.1,31.26666666666667,35.019999999999996,36.2
24.9,27,31.1,34.919999999999995,35.95
25,26.860000000000003,31,34.72,35.739999999999995
25.1,26.625,30.85,34.6,35.64
25.2,26.483333333333334,30.639999999999997,34.375,35.5
25.3,26.4,30.5,34.25,35.375
25.4,26.224999999999998,30.3,34.13333333333333,35.2
25.5,26.1,30.18,33.919999999999995,34.93333333333333
25.6,25.9,30,33.8,34.82
25.7,25.8,29.866666666666667,33.620000000000005,34.7
25.8,25.7,29.75,33.48,34.55
25.9,25.520000000000003,29.6,33.2,34.36
26,25.4,29.45,33.08333333333333,34.2
26.1,25.2,29.2,32.9,34.03333333333333
26.2,25.1,29.074999999999996,32.78333333333333,33.825
26.3,24.879999999999995,28.96,32.628571428571426,33.7
26.4,24.766666666666666,28.8,32.44,33.525000000000006
26.5,24.7,28.660000000000004,32.27142857142857,33.4
26.6,24.55,28.5,32.1,33.27499999999999
26.7,24.4,28.379999999999995,32,33.1
26.8,24.25,28.1,31.85,32.94
26.9,24.139999999999997,28.020000000000003,31.674999999999997,32.760000000000005
27,24,27.9,31.48333333333333,32.62500000000001
27.1,23.85,27.766666666666666,31.3,32.5
27.2,23.766666666666666,27.583333333333332,31.233333333333334,32.31666666666667
27.3,23.6,27.416666666666668,31.1,32.2
27.4,23.5,27.339999999999996,30.9,32.1
27.5,23.3,27.060000000000002,30.81666666666667,31.933333333333334
27.6,23.160000000000004,26.95,30.639999999999997,31.7
27.7,23.1,26.820000000000004,30.5,31.51666666666667
27.8,22.939999999999998,26.7,30.38333333333333,31.3
27.9,22.833333333333332,26.533333333333335,30.18333333333333,31.174999999999997
28,22.674999999999997,26.4,30.01666666666667,31
28.1,22.6,26.31666666666667,29.833333333333332,30.9
28.2,22.5,26.15,29.7,30.733333333333334
28.3,22.35,26.05,29.6,30.6
28.4,22.2,25.95,29.47142857142857,30.46
28.5,22.1,25.74,29.3,30.3
28.6,21.979999999999997,25.6,29.133333333333333,30.2
28.7,21.9,25.5,29,30.060000000000002
28.8,21.7,25.3,28.86666666666666,29.9
28.9,21.620000000000005,25.220000000000002,28.74,29.8
29,21.5,25.1,28.6,29.6
29.1,21.3,24.925000000000004,28.466666666666665,29.54
29.2,21.2,24.839999999999996,28.360000000000003,29.4
29.3,21.1,24.7,28.2,29.2
29.4,21,24.6,28.1,29.060000000000002
29.5,20.85,24.5,27.88333333333333,28.95
29.6,20.8,24.3,27.779999999999998,28.766666666666666
29.7,20.7,24.225,27.6,28.7
29.8,20.6,24.1,27.51666666666667,28.520000000000003
29.9,20.42,24,27.4,28.4
30,20.3,23.85,27.279999999999998,28.25
