Percentage Depth Doses,,,,
Wedge 60,,,,
SSD=80cm,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,
Detector offset of -1.8mm (0.6*rcav) applied,,,,
Depth [cm],4x4cm2,10x10cm2,15x15cm2,15x40cm2
8.7,66.2,69.4,70.7,71.175
8.8,65.76666666666667,69.15,70.4,70.9
8.9,65.4,68.75,70.1,70.4
9,65.05,68.425,69.6,70.12
9.1,64.5,67.93333333333334,69.3,69.8
9.2,64.125,67.56666666666666,68.97500000000001,69.43333333333334
9.3,63.83333333333333,67.175,68.55,69.05
9.4,63.349999999999994,66.9,68.175,68.65
9.5,63,66.5,67.85,68.25
9.6,62.55,66.06666666666666,67.48571428571428,68.02222222222223
9.7,62.1,65.75,67.125,67.72
9.8,61.725,65.325,66.75,67.4
9.9,61.3,64.95,66.43333333333334,67
10,60.95,64.6,66.05,66.675
10.1,60.580000000000005,64.19999999999999,65.69999999999999,66.25
10.2,60.25,63.9,65.4,65.9
10.3,59.8,63.53333333333333,64.98,65.55
10.4,59.46666666666667,63.12,64.7,65.4
10.5,58.949999999999996,62.8,64.33333333333333,64.95
10.6,58.75,62.349999999999994,63.9,64.7
10.7,58.449999999999996,62.019999999999996,63.62,64.3
10.8,57.875,61.62,63.25,63.949999999999996
10.9,57.55,61.324999999999996,63,63.575
11,57.3,60.975,62.55,63.28
11.1,56.78,60.625,62.2,63.05
11.2,56.5,60.35,61.86666666666667,62.6
11.3,56.2,59.949999999999996,61.519999999999996,62.3
11.4,55.8,59.575,61.225,62
11.5,55.55,59.4,60.925,61.7
11.6,55.1,59.1,60.63333333333333,61.349999999999994
11.7,54.8,58.6,60.35,61.16666666666667
11.8,54.45,58.3,59.949999999999996,60.824999999999996
11.9,54.1,57.93333333333333,59.650000000000006,60.550000000000004
12,53.650000000000006,57.64000000000001,59.36666666666667,60.225
12.1,53.425,57.25,59.075,59.9
12.2,53.03333333333333,57,58.8,59.56666666666667
12.3,52.775,56.6,58.4,59.275
12.4,52.44,56.324999999999996,58,58.925
12.5,52.175000000000004,55.95,57.733333333333334,58.6
12.6,51.78,55.74,57.375,58.324999999999996
12.7,51.5,55.3,57.14,58
12.8,51.160000000000004,55.1,56.8,57.65
12.9,50.8,54.85,56.5,57.28
13,50.5,54.425,56.3,57.03333333333333
13.1,50.266666666666666,54.21666666666667,55.95,56.875
13.2,49.8,53.77777777777778,55.6,56.56666666666667
13.3,49.6,53.550000000000004,55.3,56.25
13.4,49.3,53.25,55,55.95
13.5,48.975,52.949999999999996,54.72,55.6
13.6,48.7,52.6,54.45,55.375
13.7,48.36666666666667,52.36,54.125,55.08
13.8,48.050000000000004,52,53.875,54.8
13.9,47.75714285714286,51.7,53.6,54.55
14,47.385714285714286,51.525,53.375,54.2
14.1,47.14,51.150000000000006,53.025,53.95
14.2,46.9,50.824999999999996,52.775,53.7
14.3,46.6,50.6,52.449999999999996,53.4
14.4,46.349999999999994,50.2,52.233333333333334,53.125
14.5,46.042857142857144,49.9,51.9,52.9
14.6,45.8,49.650000000000006,51.54,52.625
14.7,45.5,49.3,51.24,52.275
14.8,45.25,49.150000000000006,51.050000000000004,52.03333333333333
14.9,44.9,48.8,50.7,51.739999999999995
15,44.762499999999996,48.5,50.4,51.4
15.1,44.425,48.175000000000004,50.1,51.14
15.2,44.050000000000004,47.925,49.875,50.9
15.3,43.67999999999999,47.75,49.625,50.766666666666666
15.4,43.5,47.5,49.38,50.375
15.5,43.233333333333334,47.2,49.08,50.2
15.6,43,46.93333333333333,48.849999999999994,49.975
15.7,42.7,46.58571428571429,48.6,49.65
15.8,42.449999999999996,46.35,48.324999999999996,49.4
15.9,42.175000000000004,46.1,48.05,49.05
16,42,45.9,47.81999999999999,48.9
16.1,41.660000000000004,45.66666666666667,47.575,48.6
16.2,41.387499999999996,45.324999999999996,47.266666666666666,48.4
16.3,41.239999999999995,45.075,47,48.05
16.4,40.9,44.88,46.762499999999996,47.9
16.5,40.6,44.54,46.4625,47.650000000000006
16.6,40.425,44.3,46.32857142857142,47.339999999999996
16.7,40.2,44.05,46.050000000000004,47.075
16.8,39.925,43.8,45.8,46.849999999999994
16.9,39.775000000000006,43.475,45.55,46.6
17,39.46666666666667,43.225,45.3,46.35
17.1,39.21666666666667,42.975,45.05714285714286,46.1
17.2,38.925,42.733333333333334,44.725,45.925
17.3,38.63333333333333,42.54,44.475,45.650000000000006
17.4,38.480000000000004,42.285714285714285,44.225,45.4
17.5,38.25,42.05,44.075,45.1
17.6,38.1,41.785714285714285,43.78,44.975
17.7,37.75,41.62222222222222,43.63333333333333,44.8
17.8,37.6,41.36666666666667,43.4,44.475
17.9,37.3,41.15,43.150000000000006,44.3
18,37.1,40.9,42.9,44.080000000000005
18.1,36.8,40.660000000000004,42.650000000000006,43.849999999999994
18.2,36.625,40.425,42.4,43.6
18.3,36.475,40.2,42.275,43.349999999999994
18.4,36.225,40.025,42.025,43.2
18.5,36.075,39.8,41.71666666666667,42.96
18.6,35.739999999999995,39.5,41.475,42.675000000000004
18.7,35.6,39.2,41.32000000000001,42.425
18.8,35.349999999999994,39.05,41,42.24285714285715
18.9,35.1,38.8,40.86,41.95
19,34.95,38.650000000000006,40.625,41.775
19.1,34.7,38.419999999999995,40.38,41.54
19.2,34.525,38.1,40.225,41.4
19.3,34.3,37.96,39.96,41.233333333333334
19.4,34.05,37.739999999999995,39.8,41
19.5,33.857142857142854,37.542857142857144,39.575,40.75
19.6,33.660000000000004,37.3625,39.3,40.5
19.7,33.44,37.2,39.1,40.25
19.8,33.28333333333333,36.94285714285714,38.9,40.080000000000005
19.9,33.1,36.65714285714286,38.7,39.824999999999996
20,32.94,36.45,38.5,39.65714285714286
20.1,32.6,36.233333333333334,38.239999999999995,39.425
20.2,32.45,36.050000000000004,38,39.275
20.3,32.3,35.8,37.849999999999994,39.06
20.4,32,35.575,37.68000000000001,38.83333333333333
20.5,31.9,35.4,37.45,38.64
20.6,31.625,35.2,37.266666666666666,38.5
20.7,31.45,35.025,37,38.233333333333334
20.8,31.3,34.8,36.849999999999994,38.05
20.9,31.1,34.6,36.56666666666667,37.839999999999996
21,30.9,34.425,36.4,37.660000000000004
21.1,30.75,34.2,36.25,37.41428571428571
21.2,30.5,34.05,36,37.31666666666666
21.3,30.32,33.8,35.86,37.150000000000006
21.4,30.275000000000002,33.6,35.625,36.95
21.5,30.04,33.4,35.45,36.7
21.6,29.82,33.25555555555555,35.2,36.516666666666666
21.7,29.637500000000003,33.05714285714286,35.075,36.3
21.8,29.419999999999998,32.86666666666667,34.9,36.1
21.9,29.3,32.68333333333334,34.7,35.9
22,29.162499999999998,32.5375,34.525,35.725
22.1,29.016666666666666,32.324999999999996,34.3,35.575
22.2,28.775000000000002,32.2,34.1,35.324999999999996
22.3,28.54,31.933333333333334,33.9,35.175000000000004
22.4,28.375,31.775000000000002,33.8,35
22.5,28.233333333333334,31.65,33.6,34.9
22.6,28.1,31.5,33.4,34.650000000000006
22.7,27.875,31.25,33.3,34.5
22.8,27.7,31.1,33.075,34.260000000000005
22.9,27.533333333333335,30.9,32.919999999999995,34.1
23,27.4,30.724999999999998,32.675000000000004,33.9
23.1,27.3,30.575000000000003,32.5,33.775
23.2,27.125,30.325,32.3,33.6
23.3,26.939999999999998,30.18,32.13333333333333,33.385714285714286
23.4,26.8,30.05,32,33.260000000000005
23.5,26.6,29.875,31.85,33.025
23.6,26.433333333333334,29.7,31.6,32.887499999999996
23.7,26.3,29.525,31.5,32.739999999999995
23.8,26.15,29.4,31.3,32.6
23.9,26,29.25,31.1,32.4
24,25.860000000000003,29,31,32.22
24.1,25.7,28.85,30.85,32.075
24.2,25.5,28.7,30.6,31.825
24.3,25.4,28.566666666666666,30.466666666666665,31.675
24.4,25.3,28.5,30.32,31.525
24.5,25.116666666666667,28.275000000000002,30.175,31.4
24.6,24.9875,28.05,30.025,31.224999999999998
24.7,24.825,27.9,29.775000000000002,31.075000000000003
24.8,24.675,27.775000000000002,29.625,30.95
24.9,24.466666666666665,27.625,29.483333333333334,30.7
25,24.3,27.48,29.316666666666666,30.55
25.1,24.2,27.3,29.18,30.4
25.2,24,27.183333333333334,29,30.26
25.3,23.95,27,28.8,30.05
25.4,23.8,26.8,28.65,29.924999999999997
25.5,23.6,26.68,28.5,29.85
25.6,23.5,26.5,28.3875,29.7
25.7,23.35,26.366666666666667,28.2625,29.4375
25.8,23.2,26.214285714285715,28.074999999999996,29.312500000000004
25.9,23.05,26.1,27.9,29.187499999999996
26,22.9,25.95,27.8,29.057142857142857
26.1,22.8,25.799999999999997,27.6,28.933333333333337
26.2,22.7,25.66666666666666,27.5,28.775
26.3,22.5625,25.5,27.35,28.525000000000006
26.4,22.5,25.35,27.2,28.474999999999994
26.5,22.3,25.2,27,28.325000000000003
26.6,22.125000000000004,25.1,26.92,28.174999999999997
26.7,21.974999999999994,24.974999999999994,26.775,27.979999999999997
26.8,21.9,24.8,26.625000000000004,27.83333333333334
26.9,21.8,24.657142857142855,26.416666666666668,27.7
27,21.625000000000004,24.5,26.3,27.54
27.1,21.6,24.36666666666666,26.17142857142857,27.4
27.2,21.425000000000004,24.24,26.044444444444444,27.3
27.3,21.233333333333338,24.1,25.924999999999997,27.133333333333333
27.4,21.174999999999997,23.9375,25.766666666666666,27
27.5,21,23.812500000000004,25.6,26.9
27.6,20.939999999999998,23.725,25.45,26.775
27.7,20.775,23.6,25.4,26.525000000000006
27.8,20.7,23.525000000000006,25.2,26.433333333333337
27.9,20.533333333333335,23.3,25.1,26.3
28,20.4,23.2,24.95,26.15
28.1,20.3,23.074999999999996,24.8,26.05
28.2,20.2,22.9,24.7,25.9
28.3,20.1,22.874999999999996,24.55,25.8
28.4,19.96,22.625000000000004,24.4,25.625000000000004
28.5,19.8,22.6,24.3,25.5
28.6,19.7,22.425000000000004,24.2,25.4
28.7,19.6,22.3,24,25.2375
28.8,19.5,22.2,23.9,25.112500000000004
28.9,19.4,22.05,23.8,24.987499999999997
29,19.275,21.92,23.6,24.857142857142854
29.1,19.15,21.8,23.5,24.7
29.2,19,21.7,23.374999999999996,24.675
29.3,18.9,21.6,23.3,24.5
29.4,18.8,21.5,23.2,24.32857142857143
29.5,18.633333333333333,21.38333333333333,23.04,24.3
29.6,18.6,21.275,22.9,24.1
29.7,18.55,21.0875,22.744444444444444,24
29.8,18.477777777777778,21,22.6,23.887499999999996
29.9,18.35,20.9,22.55,23.75
30,18.175,20.812500000000004,22.47142857142857,23.625000000000004
