Percentage Depth Doses,,,,,
Wedge 30,,,,,
SSD=80cm,,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,,
Detector offset of -1.8mm (0.6*rcav) applied,,,,,
Depth [cm],4x4cm2,10x10cm2,20x20cm2,30x30cm2,40x30cm2
0,43.1,49.8,63.5,74,77.5
0.1,48.160000000000004,55.575,68.3,78.14999999999999,81.15
0.2,56.1,63.3375,74.45,83.5,86
0.3,67.15,72.875,82.6,89.06,90.94999999999999
0.4,75.92,80.14285714285714,88.1,92.9,94.5
0.5,82.44999999999999,86.03999999999999,92.15,95.75,96.80000000000001
0.6,87.5,90.4,94.86666666666666,97.6,98.3
0.7,91.35,93.5,96.875,98.8,99.25
0.8,94.1,95.82,98.25,99.5,99.7
0.9,96.24,97.45,99.175,99.85,99.925
1,97.8,98.575,99.75,100,100
1.1,98.83333333333334,99.325,100,100,100
1.2,99.47500000000001,99.825,100,100,99.925
1.3,99.825,100,100,99.80000000000001,99.65
1.4,100,100,99.9,99.5,99.425
1.5,100,100,99.6,99.14,99.05
1.6,100,99.83333333333334,99.4,98.82000000000001,98.75
1.7,99.775,99.55,99,98.45,98.25
1.8,99.44,99.2,98.5,98.05,97.8
1.9,98.97500000000001,98.8,98.15,97.55,97.38
2,98.57499999999999,98.45,97.74000000000001,97.14999999999999,97
2.1,98.15,97.95,97.4,96.77499999999999,96.6
2.2,97.56,97.5125,96.8,96.35,96.1
2.3,97.1,96.97500000000001,96.36666666666666,95.96,95.69999999999999
2.4,96.5,96.55,95.9,95.48,95.3
2.5,96,96.05,95.525,95,94.9
2.6,95.5,95.6,95.05,94.6,94.45
2.7,94.85,95.06,94.55,94.2,94.05
2.8,94.4,94.6,94.15,93.69999999999999,93.55
2.9,93.8,94.2,93.64999999999999,93.3,93.15
3,93.15,93.725,93.25,92.85,92.75
3.1,92.6,93.14999999999999,92.9,92.4,92.35000000000001
3.2,92.15,92.75,92.35000000000001,91.95,91.95
3.3,91.64999999999999,92.3,91.9,91.5,91.475
3.4,91.05,91.80000000000001,91.5,91.15,91.06666666666666
3.5,90.45,91.33333333333334,91.08,90.64,90.63333333333333
3.6,89.95,90.9,90.6,90.25,90.2
3.7,89.36666666666667,90.4,90.1,89.85,89.80000000000001
3.8,88.9,89.9,89.7,89.35000000000001,89.3
3.9,88.33333333333333,89.4,89.175,88.92500000000001,88.95
4,87.83333333333334,88.94,88.825,88.55,88.54
4.1,87.2,88.45,88.35000000000001,88.14999999999999,88
4.2,86.7,88.0375,87.95,87.66666666666666,87.6
4.3,86.25999999999999,87.55,87.52499999999999,87.35000000000001,87.2
4.4,85.65,87.05,87,86.9,86.83333333333334
4.5,85.16,86.55,86.63333333333334,86.5,86.4
4.6,84.62,86.125,86.2,86,86
4.7,84.125,85.63333333333334,85.75,85.53333333333333,85.6
4.8,83.55,85.19999999999999,85.325,85.15,85.175
4.9,83.025,84.7,84.95,84.8,84.75
5,82.55,84.25,84.45,84.4,84.325
5.1,82,83.825,84,83.9,83.975
5.2,81.55,83.35000000000001,83.6,83.57499999999999,83.48
5.3,81,82.9,83.2,83.14999999999999,83.2
5.4,80.3,82.42500000000001,82.75,82.75,82.67999999999999
5.5,79.85000000000001,82,82.3,82.35,82.3
5.6,79.48,81.6,81.86,81.75999999999999,81.9
5.7,78.96000000000001,81.10000000000001,81.55,81.4,81.4
5.8,78.35,80.64285714285714,81.07142857142857,81,81.16666666666667
5.9,77.92500000000001,80.25,80.65,80.69999999999999,80.75
6,77.52499999999999,79.72,80.2,80.3,80.33749999999999
6.1,76.875,79.25,79.80000000000001,79.96000000000001,79.96666666666667
6.2,76.36,78.9,79.5,79.625,79.7
6.3,76,78.44,79.02,79.175,79.22
6.4,75.4,78.03333333333333,78.64999999999999,78.75,78.77499999999999
6.5,75.1,77.46666666666667,78.25,78.35000000000001,78.43333333333334
6.6,74.5,77.1,77.875,78.02499999999999,78.1
6.7,74.1,76.7,77.55,77.65,77.65
6.8,73.64,76.26666666666667,77.0625,77.14999999999999,77.2
6.9,73.15,75.8,76.67142857142858,76.8,76.85
7,72.6875,75.35,76.26,76.4,76.6
7.1,72.25,74.95,75.875,76,76.14285714285714
7.2,71.75,74.52499999999999,75.45,75.675,75.8
7.3,71.35000000000001,74.25,75.1,75.35000000000001,75.45
7.4,70.86666666666666,73.75,74.775,74.925,75.05
7.5,70.44999999999999,73.3,74.35,74.65,74.65
7.6,70,72.9,73.97500000000001,74.225,74.325
7.7,69.5,72.46000000000001,73.625,73.9,73.96666666666667
7.8,69.15,72.1,73.125,73.55000000000001,73.575
7.9,68.67142857142858,71.78571428571429,72.725,73.10000000000001,73.25
8,68.23333333333333,71.275,72.4,72.76,72.8
