Lateral Profiles,,,,,,,,
Open field,,,,,,,,
SSD=100cm,,,,,,,,
Depth=30cm,,,,,,,,
Scanning direction: Crossline,,,,,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,,,,,
,Dose[%],,,,,,,
Off axis position [cm],Field Size: 3x3 cm2,Field Size: 4x4 cm2,Field Size: 6x6 cm2,Field Size: 8x8 cm2,Field Size: 10x10 cm2,Field Size: 20x20 cm2,Field Size: 30x30 cm2,Field Size: 40x40 cm2
-30.9,,,,,,,,15.687499999999996
-30.8,,,,,,,,15.922222222222226
-30.7,,,,,,,,16.125
-30.6,,,,,,,,16.299999999999997
-30.5,,,,,,,,16.475
-30.4,,,,,,,,16.6
-30.3,,,,,,,,16.842857142857145
-30.2,,,,,,,,16.985714285714284
-30.1,,,,,,,,17.257142857142853
-30,,,,,,,,17.47142857142857
-29.9,,,,,,,,17.625000000000007
-29.8,,,,,,,,17.875000000000004
-29.7,,,,,,,,18.124999999999996
-29.6,,,,,,,,18.287499999999998
-29.5,,,,,,,,18.525
-29.4,,,,,,,,18.700000000000003
-29.3,,,,,,,,18.950000000000003
-29.2,,,,,,,,19.2
-29.1,,,,,,,,19.428571428571427
-29,,,,,,,,19.642857142857146
-28.9,,,,,,,,19.914285714285715
-28.8,,,,,,,,20.13333333333333
-28.7,,,,,,,,20.424999999999997
-28.6,,,,,,,,20.725000000000005
-28.5,,,,,,,,20.975
-28.4,,,,,,,,21.224999999999998
-28.3,,,,,,,,21.474999999999994
-28.2,,,,,,,,21.812500000000004
-28.1,,,,,,,,22.049999999999997
-28,,,,,,,,22.355555555555554
-27.9,,,,,,,,22.6
-27.8,,,,,,,,22.9
-27.7,,,,,,,,23.225000000000005
-27.6,,,,,,,,23.5
-27.5,,,,,,,,23.866666666666667
-27.4,,,,,,,,24.212500000000002
-27.3,,,,,,,,24.587499999999995
-27.2,,,,,,,,25
-27.1,,,,,,,,25.412500000000005
-27,,,,,,,,25.82222222222223
-26.9,,,,,,,,26.428571428571416
-26.8,,,,,,,,27.10000000000002
-26.7,,,,,,,,28.100000000000012
-26.6,,,,,,,,29.32500000000002
-26.5,,,,,,,,31.1
