Percentage Depth Doses,,,,
Wedge 45,,,,
SSD=120cm,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,
Detector offset of -1.8mm (0.6*rcav) applied,,,,
Depth [cm],4x4cm2,10x10cm2,20x20cm2,40x20cm2
0,40.6,45.9,53.5,57.8
0.1,46.025,51.05,58.2,62.7
0.2,54.625,58.8,65.5,69.1
0.3,65.9,69.44999999999999,74.7,77.38
0.4,74.45,77.4,81.25,83.525
0.5,80.8,83.7,86.5,88.25
0.6,86,88,90.44999999999999,91.83333333333333
0.7,89.9,91.43333333333332,93.4,94.125
0.8,92.9,93.89999999999999,95.36666666666666,96.36666666666667
0.9,95.4,96,96.95,97.6
1,96.9,97.5,98.33333333333333,98.73333333333333
1.1,98.05000000000001,98.425,99.05,99.16666666666667
1.2,98.9,99.225,99.52499999999999,99.55
1.3,99.6,99.725,99.875,99.875
1.4,99.9,99.97500000000001,99.9,100
1.5,100,100,100,100
1.6,100,100,100,100
1.7,99.9,99.9,99.9,99.8
1.8,99.8,99.8,99.8,99.65
1.9,99.5,99.5,99.45,99.4
2,99.175,99.25,99.15,99.1
2.1,98.825,98.9,98.92,98.8
2.2,98.375,98.6,98.75,98.45
2.3,98.13333333333333,98.3,98.35,98.2
2.4,97.6,98,98.0625,97.80000000000001
2.5,97.04285714285714,97.5,97.725,97.4
2.6,96.65,97.175,97.35,97.2
2.7,96.33333333333334,96.92500000000001,96.85,96.95
2.8,95.80000000000001,96.55,96.56666666666666,96.6
2.9,95.36666666666666,96.05,96.24285714285713,96.27499999999999
3,94.9,95.75,96,95.85
3.1,94.52499999999999,95.26666666666667,95.675,95.57499999999999
3.2,94.1,94.86666666666667,95.3,95.25
3.3,93.725,94.58,94.89999999999999,94.85000000000001
3.4,93.15,94.23333333333333,94.5,94.525
3.5,92.67999999999999,93.9,94.25,94.35000000000001
3.6,92.475,93.46666666666667,93.925,93.98
3.7,91.9,93.1,93.675,93.7
3.8,91.5,92.69999999999999,93.33749999999999,93.30000000000001
3.9,91.05,92.33333333333333,92.9625,92.9
4,90.625,92,92.6,92.65
4.1,90.08,91.6,92.17999999999999,92.3
4.2,89.75,91.2,91.83333333333333,91.9
4.3,89.2,90.84,91.6,91.5
4.4,88.80000000000001,90.46666666666667,91.35,91.2
4.5,88.26666666666667,90.08,90.9,91
4.6,87.86666666666666,89.75999999999999,90.54285714285714,90.6
4.7,87.57142857142857,89.43333333333334,90.25,90.3
4.8,87.1,88.975,90.03333333333333,89.95
4.9,86.6,88.63333333333333,89.65,89.5
5,86.2,88.24,89.25,89.27499999999999
5.1,85.75,87.80000000000001,88.74,89.05
5.2,85.3,87.4,88.4,88.75
5.3,84.82,87.15,88.2,88.42500000000001
5.4,84.44999999999999,86.8,88,88
5.5,84.05,86.45,87.6,87.65
5.6,83.55,86.05,87.25,87.3
5.7,83.2,85.7,86.9,87.1
5.8,82.725,85.35,86.63333333333334,86.825
5.9,82.36666666666666,85,86.35,86.43333333333334
6,81.9,84.75,85.95,86.1
6.1,81.55000000000001,84.28,85.69999999999999,85.86
6.2,81.06666666666668,84,85.3,85.525
6.3,80.6375,83.6,85.02222222222223,85.1
6.4,80.25555555555556,83.25,84.65,84.83333333333333
6.5,79.85000000000001,82.8,84.225,84.36666666666667
6.6,79.55000000000001,82.45,83.88000000000001,84.1
6.7,79,82.0375,83.65,83.675
6.8,78.76,81.7625,83.36666666666667,83.425
6.9,78.24285714285715,81.425,83.1,83.2
7,77.74,80.9625,82.65,82.925
7.1,77.47500000000001,80.55,82.25,82.56666666666666
7.2,77.125,80.18888888888888,82,82.31666666666666
7.3,76.55,79.95,81.83333333333333,82.02
7.4,76.19999999999999,79.7,81.46666666666667,81.47500000000001
7.5,75.8,79.19999999999999,80.95,81.325
7.6,75.35,78.9,80.7,80.97500000000001
7.7,74.9,78.46666666666667,80.33333333333333,80.64999999999999
7.8,74.55,78.225,79.9,80.28
7.9,74.03999999999999,77.9125,79.7,80.1
8,73.875,77.47500000000001,79.4,79.9
8.1,73.45,77.18,79.2,79.5
8.2,72.96000000000001,76.9,78.95,79.2
8.3,72.65,76.5,78.66666666666667,78.875
8.4,72.2,76.1,78.2,78.6
8.5,71.80000000000001,75.7,77.93333333333334,78.32000000000001
8.6,71.4,75.425,77.575,77.95
8.7,71.05,74.97500000000001,77.325,77.675
8.8,70.725,74.625,77.03333333333333,77.35
8.9,70.36000000000001,74.4,76.725,77.175
9,69.9,74.1,76.475,76.85
9.1,69.6,73.75714285714287,76.2,76.38
9.2,69.2,73.45,75.80000000000001,76.16000000000001
9.3,68.8,73.1,75.3,75.73333333333333
9.4,68.33333333333333,72.675,75.06666666666666,75.55
9.5,68.02499999999999,72.33333333333333,74.82,75.3
9.6,67.56,72.075,74.35,75.05
9.7,67.19999999999999,71.78750000000001,74.2,74.7
9.8,66.9,71.35,73.86,74.36
9.9,66.45,70.9375,73.625,74.11999999999999
10,66.22,70.75,73.19999999999999,73.83333333333334
10.1,65.775,70.5,72.9,73.425
10.2,65.425,70.12,72.56666666666666,73.15
10.3,65.05,69.75,72.4,72.825
10.4,64.625,69.45,72.175,72.575
10.5,64.375,69.125,71.85000000000001,72.325
10.6,64.03333333333333,68.75,71.5,71.96000000000001
10.7,63.824999999999996,68.36000000000001,71.15,71.6
10.8,63.25,68.1,70.8875,71.34
10.9,63,67.8,70.6375,71
11,62.650000000000006,67.46000000000001,70.33749999999999,70.80000000000001
11.1,62.25,67.14999999999999,69.975,70.6
11.2,62.1,66.875,69.65,70.35
11.3,61.75,66.52499999999999,69.275,70
11.4,61.3,66.4,69.1125,69.75
11.5,61,65.95,68.77142857142857,69.5
11.6,60.733333333333334,65.58,68.5,69.15
11.7,60.4,65.3,68.2,68.8
11.8,59.93333333333333,65.1,68,68.6
11.9,59.7,64.65,67.8,68.30000000000001
12,59.349999999999994,64.3,67.47500000000001,67.9
12.1,58.9,64.03333333333333,67.14999999999999,67.6
12.2,58.63333333333333,63.725,66.85000000000001,67.26666666666667
12.3,58.375,63.475,66.5,67.02499999999999
12.4,58.05,63.225,66.25,66.775
12.5,57.775,63.050000000000004,65.95,66.46666666666667
12.6,57.349999999999994,62.74,65.7,66.22
12.7,57.050000000000004,62.4,65.45,66.075
12.8,56.725,62.042857142857144,65.2,65.725
12.9,56.4,61.775000000000006,64.82000000000001,65.46666666666667
13,56.16666666666667,61.43333333333334,64.5,65.2375
13.1,55.95,61.14,64.35,65.05
13.2,55.63333333333334,60.86666666666666,64.125,64.675
13.3,55.266666666666666,60.6,63.8,64.5125
13.4,54.974999999999994,60.3,63.625,64.2
13.5,54.8,59.9,63.3,63.95
13.6,54.3,59.72,62.96,63.6
13.7,54.125,59.375,62.75,63.349999999999994
13.8,53.775,59.025,62.5,63.025
13.9,53.625,58.88,62.099999999999994,62.875
14,53.25,58.6,61.8,62.525
14.1,53.025,58.4,61.575,62.36666666666667
14.2,52.7,58.05,61.324999999999996,62
14.3,52.4,57.7,61.075,61.766666666666666
14.4,51.9,57.45,60.737500000000004,61.5
14.5,51.650000000000006,57.1,60.5625,61.239999999999995
14.6,51.349999999999994,56.775,60.18749999999999,61
14.7,51.175000000000004,56.55,59.9,60.8
14.8,50.849999999999994,56.2,59.7,60.6
14.9,50.6,55.95,59.45,60.375
15,50.233333333333334,55.7,59.2,60.019999999999996
15.1,50.06666666666667,55.45,58.96,59.8
15.2,49.8,55.1,58.725,59.55
15.3,49.45,54.849999999999994,58.45,59.175000000000004
15.4,49.2,54.7,58.2,59
15.5,48.95,54.38571428571428,57.975,58.775
15.6,48.660000000000004,54.1,57.725,58.425
15.7,48.425,53.875,57.480000000000004,58.22
15.8,48.14,53.7125,57.25,58.025
15.9,47.875,53.36666666666667,57,57.8
16,47.625,52.975,56.75,57.625
16.1,47.4,52.766666666666666,56.5,57.3
16.2,47.05,52.5,56.3,57.05
16.3,46.8,52.25,56,56.8
16.4,46.55,52,55.8,56.650000000000006
16.5,46.3,51.75,55.6,56.3
16.6,46.06,51.5,55.275,56.1
16.7,45.8,51.25,55.125,55.95
16.8,45.575,50.9,54.775,55.675000000000004
16.9,45.31428571428572,50.760000000000005,54.525,55.425
17,45.05,50.6,54.28,55.075
17.1,44.8,50.375,54.1,54.9
17.2,44.575,50.2,53.9,54.8
17.3,44.324999999999996,49.824999999999996,53.6,54.516666666666666
17.4,44.075,49.675000000000004,53.4,54.2
17.5,43.88333333333333,49.425,53.150000000000006,54.05
17.6,43.58571428571428,49.2,52.9,53.8
17.7,43.3,48.849999999999994,52.650000000000006,53.375
17.8,43.150000000000006,48.5,52.4,53.2
17.9,42.9,48.349999999999994,52.150000000000006,52.949999999999996
18,42.720000000000006,48.16666666666667,52,52.775
18.1,42.5,47.9,51.75,52.525
18.2,42.275,47.6,51.5,52.375
18.3,41.949999999999996,47.4,51.3,52.1
18.4,41.8,47.150000000000006,51.025,51.9
18.5,41.44,46.9,50.875,51.75
18.6,41.3,46.675000000000004,50.625,51.6
18.7,41.05,46.425,50.5,51.349999999999994
18.8,40.8,46.275,50.25,51.1
18.9,40.55,46.025,50,50.9
19,40.3,45.78,49.760000000000005,50.7
19.1,40.2,45.55,49.525,50.324999999999996
19.2,40.025,45.3,49.275,50.1
19.3,39.733333333333334,45.1,49.1,49.95
19.4,39.5,44.849999999999994,48.9,49.739999999999995
19.5,39.324999999999996,44.6,48.75,49.48
19.6,39.05,44.45,48.5,49.239999999999995
19.7,38.8,44.225,48.3,49.111111111111114
19.8,38.6,44.075,48.08571428571429,48.980000000000004
19.9,38.425,43.824999999999996,47.85,48.725
20,38.3,43.5,47.6,48.43333333333333
20.1,38.1,43.4,47.349999999999994,48.25
20.2,37.84285714285714,43.13333333333333,47.1,48.05
20.3,37.675000000000004,43.025,47,47.849999999999994
20.4,37.45,42.8,46.81666666666666,47.625
20.5,37.275,42.55,46.475,47.475
20.6,37.1,42.324999999999996,46.3,47.31999999999999
20.7,36.919999999999995,42.13333333333333,46.16666666666667,47.175000000000004
20.8,36.7,41.824999999999996,46,46.9
20.9,36.425,41.7,45.7,46.675000000000004
21,36.2,41.45,45.4,46.349999999999994
21.1,36.025,41.3,45.3,46.2
21.2,35.8,41.05,45.1,46.1
21.3,35.625,40.9,44.875,45.8
21.4,35.4,40.65714285714286,44.7,45.7
21.5,35.3,40.5,44.375,45.5
21.6,35.075,40.25555555555555,44.2,45.36
21.7,34.925,40.0625,44,45.125
21.8,34.7,39.9375,43.849999999999994,44.9
21.9,34.55,39.8125,43.7,44.725
22,34.4,39.471428571428575,43.5,44.475
22.1,34.150000000000006,39.25,43.4,44.339999999999996
22.2,34,39.1,43.05,44.06
22.3,33.8,38.875,42.925,43.849999999999994
22.4,33.625,38.72,42.75,43.7
22.5,33.4,38.475,42.525,43.5
22.6,33.3,38.349999999999994,42.375,43.3
22.7,33.075,38.1,42.225,43.1
22.8,32.925,37.96,41.980000000000004,42.97777777777778
22.9,32.775,37.8,41.8,42.824999999999996
23,32.525,37.675000000000004,41.625,42.575
23.1,32.4,37.425,41.4,42.4125
23.2,32.150000000000006,37.2,41.2,42.175000000000004
23.3,32.1,37.025,41,41.95
23.4,31.849999999999998,36.88,40.9,41.775
23.5,31.65,36.7,40.7,41.525
23.6,31.6,36.45,40.5,41.4
23.7,31.360000000000003,36.3,40.3,41.3
23.8,31.224999999999998,36.2,40.05,41.1
23.9,31.075000000000003,35.95,39.9,41
24,30.799999999999997,35.72,39.8,40.75
24.1,30.6,35.575,39.6,40.6
24.2,30.4,35.425,39.375,40.4
24.3,30.25,35.275,39.225,40.2
24.4,30.1,35.1,38.975,40.05
24.5,29.975,34.9,38.824999999999996,39.8
24.6,29.799999999999997,34.75,38.675000000000004,39.7
24.7,29.625,34.55,38.53333333333333,39.575
24.8,29.53333333333333,34.38,38.375,39.324999999999996
24.9,29.4,34.25,38.2,39.175000000000004
25,29.2,34,38,38.925
25.1,29.075000000000003,33.8,37.879999999999995,38.775
25.2,28.942857142857143,33.7,37.7,38.625
25.3,28.724999999999998,33.6,37.45,38.5
25.4,28.6,33.375,37.3,38.349999999999994
25.5,28.424999999999997,33.225,37.150000000000006,38.2
25.6,28.175,33.075,37.02,37.96666666666667
25.7,28.025000000000006,32.925000000000004,36.8,37.75
25.8,27.974999999999994,32.675,36.7,37.63333333333334
25.9,27.825000000000003,32.54,36.574999999999996,37.5
26,27.679999999999996,32.349999999999994,36.325,37.27499999999999
26.1,27.5,32.2,36.2,37.0625
26.2,27.4,32,36.05,36.9375
26.3,27.2,31.924999999999997,35.86666666666667,36.72500000000001
26.4,27.1,31.75,35.7,36.55
26.5,27,31.6,35.5,36.4125
26.6,26.86666666666666,31.4,35.37499999999999,36.3
26.7,26.625000000000004,31.3,35.22500000000001,36.2
26.8,26.433333333333337,31.174999999999997,34.974999999999994,36
26.9,26.3,31,34.825,35.9
