Percentage Depth Doses,,,,,,,,
Open field,,,,,,,,
SSD=100cm,,,,,,,,
Detector: IBA Dosimetry CC13 Ionization Chamber,,,,,,,,
Detector offset of -1.8mm (0.6*rcav) applied,,,,,,,,
Depth [cm],3x3cm2,4x4cm2,6x6cm2,8x8cm2,10x10cm2,20x20cm2,30x30cm2,40x40cm2
2.1,97.19999999999999,97.45555555555555,97.75999999999999,97.9,97.9,97.9,97.875,97.86666666666667
2.2,96.7,96.96666666666667,97.28,97.32000000000001,97.46666666666667,97.5,97.55,97.375
2.3,96.05000000000001,96.44999999999999,96.7,96.9,97,97.1,97.1,97.1
2.4,95.6,95.9,96.25,96.45,96.625,96.69999999999999,96.69999999999999,96.66666666666667
2.5,94.95,95.42,95.9,96,96.15,96.28571428571429,96.4,96.25
2.6,94.38,94.86,95.25,95.64999999999999,95.64999999999999,95.9,96.02499999999999,95.85
2.7,93.8,94.25,94.825,95.05,95.25,95.52,95.6,95.46666666666667
2.8,93.25,93.8,94.35,94.58,94.75,95.15,95.34285714285714,95.1
2.9,92.62,93.17999999999999,93.85000000000001,94.12857142857143,94.35000000000001,94.675,94.9,94.75
3,92.05,92.6,93.3125,93.69999999999999,93.92500000000001,94.33333333333333,94.45,94.4
3.1,91.425,92,92.75,93.17142857142858,93.425,93.9,94.05,93.95
3.2,90.775,91.4,92.25,92.7,92.95,93.4,93.65,93.6
3.3,90.25,90.97999999999999,91.74,92.2,92.5,93.05,93.22500000000001,93.175
3.4,89.67999999999999,90.37142857142857,91.19999999999999,91.76666666666667,92.02000000000001,92.65,92.9,92.83333333333334
3.5,89.1,89.85,90.78,91.27142857142857,91.56,92.25,92.5,92.4
3.6,88.5,89.3375,90.175,90.725,91.16666666666667,91.77499999999999,92.04,92.05
3.7,87.9,88.7125,89.7,90.28,90.6,91.42500000000001,91.65,91.7
3.8,87.35000000000001,88.15,89.15714285714286,89.75,90.15,90.975,91.25,91.3
3.9,86.80000000000001,87.5625,88.675,89.3,89.75,90.55,90.875,90.83333333333333
4,86.25,87.1,88.14999999999999,88.80000000000001,89.23333333333333,90.15,90.43333333333334,90.53333333333333
4.1,85.7,86.53333333333333,87.74,88.4,88.83333333333333,89.72500000000001,90,90.16666666666667
4.2,85.06,86.05,87.2,87.9,88.35,89.3,89.66666666666666,89.66666666666667
4.3,84.5,85.425,86.62,87.44,87.9,88.9,89.2,89.35000000000001
4.4,83.9,84.86666666666666,86.14999999999999,86.95,87.4,88.5,88.86666666666667,88.83333333333333
4.5,83.35,84.25,85.6,86.42857142857143,86.9,88,88.5,88.46666666666667
4.6,82.8,83.7,85.15,85.94,86.4,87.56666666666666,88.05,88.06666666666666
4.7,82.1,83.19999999999999,84.6,85.45,85.95,87.16,87.625,87.75
4.8,81.55,82.66,84.06666666666666,84.94,85.525,86.72500000000001,87.3,87.35000000000001
4.9,80.97500000000001,82.03333333333333,83.56666666666666,84.475,85,86.35000000000001,86.85,86.9
5,80.4,81.5,83,84.05,84.6,85.94,86.4,86.53333333333333
5.1,79.86666666666666,81,82.55000000000001,83.53333333333333,84.08,85.56666666666666,86.02,86.23333333333333
5.2,79.4,80.5,82,82.9,83.69999999999999,85.02000000000001,85.64,85.7
5.3,78.85,79.9,81.55,82.5,83.2,84.7,85.14999999999999,85.35
5.4,78.34,79.36,81.025,82,82.73333333333333,84.175,84.75,84.9
5.5,77.65,78.89999999999999,80.56666666666666,81.5,82.25,83.92500000000001,84.35,84.6
5.6,77.14999999999999,78.39999999999999,80.03333333333333,81.06666666666666,81.85,83.375,84.05,84.2
5.7,76.65,77.825,79.55,80.64,81.35000000000001,83,83.58,83.76666666666667
5.8,76.1,77.3,79.05,80.175,80.85,82.7,83.30000000000001,83.4
5.9,75.7,76.8,78.55,79.75,80.46,82.25,82.88000000000001,83.05
6,75.15,76.32000000000001,78.06666666666666,79.25999999999999,80.08,81.84,82.5,82.625
6.1,74.64,75.85,77.66,78.80000000000001,79.65,81.5,82.1,82.33333333333333
6.2,74.075,75.43333333333334,77.19999999999999,78.30000000000001,79.19999999999999,81.1,81.69999999999999,81.9
6.3,73.57499999999999,74.85,76.66666666666666,77.94,78.8,80.55,81.3,81.5
6.4,73.1,74.375,76.15,77.45,78.30000000000001,80.25,80.92,81.06666666666666
6.5,72.58,73.94999999999999,75.6,76.95,77.85,79.86666666666667,80.55,80.76666666666667
6.6,72.1,73.4,75.25,76.55,77.45,79.5,80.15,80.36666666666667
6.7,71.6,72.9,74.82,76.125,77.02499999999999,79,79.75,80
6.8,71.2,72.4,74.35000000000001,75.71249999999999,76.63333333333334,78.65,79.45,79.66666666666666
6.9,70.65,71.9,73.875,75.225,76.1125,78.2,79,79.16666666666667
7,70.14999999999999,71.55,73.45,74.8,75.7375,77.9,78.7,78.9
7.1,69.75,71.05,72.98,74.375,75.2625,77.52,78.30000000000001,78.4
7.2,69.28,70.55,72.5,73.9,74.8875,77.075,77.85,78.125
7.3,68.8,70.075,72.1,73.5,74.4857142857143,76.74,77.5,77.7
7.4,68.25,69.69999999999999,71.64999999999999,73,73.98,76.35000000000001,77.1,77.3
7.5,67.8,69.17999999999999,71.25,72.63999999999999,73.65,75.95,76.8,76.97500000000001
7.6,67.375,68.67142857142858,70.75,72.15,73.2,75.5,76.45,76.625
7.7,66.8,68.3,70.275,71.825,72.8,75.15,76,76.25
7.8,66.45,67.80000000000001,69.9,71.4,72.44285714285715,74.8,75.66666666666667,75.9
7.9,66,67.3,69.4,70.925,71.94,74.45714285714286,75.275,75.56666666666666
8,65.5,66.89999999999999,69,70.5,71.5625,74.05,74.94,75.2
8.1,65.05,66.5375,68.55,70.03333333333333,71.16666666666667,73.64999999999999,74.6,74.80000000000001
8.2,64.625,65.975,68.15,69.65,70.72857142857143,73.275,74.15,74.5
8.3,64.15,65.575,67.67999999999999,69.2,70.325,72.85,73.83999999999999,74.1
8.4,63.824999999999996,65.2,67.30000000000001,68.8,69.92857142857142,72.47500000000001,73.4,73.8
8.5,63.35,64.69999999999999,66.9,68.4,69.5,72.12,73.075,73.43333333333334
8.6,62.9,64.3,66.4,68,69.1,71.75,72.80000000000001,73.1
8.7,62.4,63.8,65.92,67.5625,68.69999999999999,71.42857142857142,72.4,72.64999999999999
8.8,61.96666666666666,63.4,65.5,67.15,68.3,71.04285714285714,72.05,72.30000000000001
8.9,61.6,62.95,65.15,66.73333333333333,67.9,70.67777777777778,71.6,71.97500000000001
9,61.13333333333333,62.5,64.67999999999999,66.3,67.52,70.275,71.3,71.65
9.1,60.75,62.06666666666667,64.3,65.89999999999999,67.05,69.9,70.85,71.33333333333333
9.2,60.233333333333334,61.75,63.82,65.5,66.64999999999999,69.575,70.575,70.95
9.3,59.9,61.25,63.41428571428571,65.1,66.25,69.1,70.19999999999999,70.52499999999999
9.4,59.5,60.85,63.050000000000004,64.66,65.85000000000001,68.78571428571429,69.8,70.23333333333333
9.5,59,60.349999999999994,62.625,64.25,65.45,68.43333333333334,69.4,69.85
9.6,58.6,59.96,62.175000000000004,63.8125,65.1,68.0625,69.1,69.45
9.7,58.150000000000006,59.6,61.824999999999996,63.44,64.66666666666667,67.65,68.82000000000001,69.15
9.8,57.74,59.150000000000006,61.375,63.1,64.2,67.3,68.4,68.825
9.9,57.35,58.7,60.95,62.650000000000006,63.875,66.9,68.075,68.52499999999999
10,57,58.349999999999994,60.53333333333333,62.25,63.52857142857143,66.5,67.73333333333333,68.15
10.1,56.525,57.949999999999996,60.2,61.9,63.128571428571426,66.225,67.30000000000001,67.8
10.2,56.2,57.575,59.8,61.46666666666666,62.6875,65.8,66.95,67.47500000000001
10.3,55.8,57.15,59.3,61.06666666666667,62.3125,65.46666666666667,66.56666666666666,67.1
10.4,55.4,56.775,59,60.7,62.025,65.1,66.3,66.83333333333333
10.5,55.019999999999996,56.4,58.6,60.339999999999996,61.550000000000004,64.7,65.93333333333334,66.4
10.6,54.65,56.1,58.25,59.919999999999995,61.225,64.45,65.56666666666666,66.03333333333333
10.7,54.26,55.7,57.9,59.55,60.86,64.125,65.3,65.8
10.8,53.925,55.324999999999996,57.550000000000004,59.24,60.542857142857144,63.75,65,65.4
10.9,53.550000000000004,54.93333333333333,57.1625,58.8875,60.150000000000006,63.44,64.61999999999999,65.125
11,53.233333333333334,54.5,56.8,58.475,59.824999999999996,63.125,64.3,64.72
11.1,52.8,54.225,56.5,58.225,59.449999999999996,62.75,64.02499999999999,64.4
11.2,52.425,53.9,56.1,57.78,59.1,62.45,63.7,64.1
11.3,52.1,53.46666666666667,55.66666666666667,57.475,58.75,62.13333333333333,63.375,63.824999999999996
11.4,51.8,53.1,55.4,57.1,58.43333333333333,61.775,63,63.46666666666667
11.5,51.44,52.733333333333334,55.06666666666667,56.8,58.075,61.4875,62.68,63.2
11.6,51,52.45,54.63333333333333,56.45,57.766666666666666,61.1125,62.36666666666667,62.85
11.7,50.733333333333334,52.05,54.28,56,57.349999999999994,60.824999999999996,62.075,62.54
11.8,50.43333333333333,51.72,53.975,55.7,57,60.475,61.7375,62.2
11.9,50.0625,51.425,53.65,55.35,56.7,60.15,61.44285714285714,61.849999999999994
12,49.725,50.975,53.3,55.05,56.349999999999994,59.775,61.137499999999996,61.53333333333333
12.1,49.4125,50.725,52.9,54.675000000000004,56.050000000000004,59.4375,60.75,61.25
12.2,49.037499999999994,50.33333333333333,52.6,54.324999999999996,55.725,59.1,60.44285714285714,60.96
12.3,48.76,50.05,52.26,53.975,55.4,58.824999999999996,60.1,60.650000000000006
12.4,48.45,49.7,51.9,53.65,55.05,58.55,59.849999999999994,60.3
12.5,48.1,49.339999999999996,51.625,53.35,54.7,58.2,59.5,60
12.6,47.7,49.05,51.25,53,54.36,57.875,59.2,59.7
12.7,47.4,48.72,50.925,52.7,54.04,57.55,58.86666666666667,59.4
12.8,47.05,48.375,50.575,52.349999999999994,53.75,57.2,58.6,59.099999999999994
12.9,46.77142857142857,48.05,50.3,52.1,53.375,56.95,58.35,58.81999999999999
13,46.42857142857142,47.775,49.925,51.760000000000005,53.05,56.6,58.025,58.46666666666667
13.1,46.14,47.44,49.660000000000004,51.349999999999994,52.75,56.349999999999994,57.675000000000004,58.233333333333334
13.2,45.85,47.1,49.349999999999994,51.075,52.425,56,57.425,57.86666666666667
13.3,45.525,46.8,49,50.725,52.075,55.66666666666667,57.080000000000005,57.6
13.4,45.2,46.5,48.66666666666667,50.38,51.839999999999996,55.375,56.83333333333333,57.3
13.5,44.925,46.142857142857146,48.375,50.14,51.5,55.075,56.56666666666667,57
13.6,44.7,45.9,48.025,49.85,51.25,54.725,56.25,56.775
13.7,44.3,45.550000000000004,47.8,49.55,50.9,54.5,56,56.5
13.8,44.06,45.25,47.5,49.22857142857143,50.6,54.2,55.650000000000006,56.13333333333333
13.9,43.725,44.949999999999996,47.1,48.86666666666667,50.25714285714286,53.875,55.339999999999996,55.86
14,43.5,44.7,46.849999999999994,48.55714285714286,49.95,53.625,55.075,55.625
14.1,43.225,44.4,46.519999999999996,48.322222222222216,49.6,53.3,54.725,55.3
14.2,42.9,44.0375,46.25,47.975,49.324999999999996,53.05,54.475,55.1
14.3,42.6,43.775000000000006,45.96666666666667,47.68749999999999,49.050000000000004,52.7,54.125,54.75
14.4,42.25,43.5,45.6375,47.375,48.725,52.45,53.9,54.46666666666667
14.5,42,43.17999999999999,45.35,47.125,48.375,52.1,53.660000000000004,54.2
14.6,41.7,42.9,45.03333333333334,46.78,48.125,51.82000000000001,53.349999999999994,53.824999999999996
14.7,41.4,42.55,44.8,46.45,47.9,51.525,53.1,53.56
14.8,41.150000000000006,42.3,44.5,46.15,47.5,51.275,52.775,53.324999999999996
14.9,40.839999999999996,42,44.2,45.82857142857142,47.25,50.96666666666667,52.475,53.03333333333333
15,40.575,41.8,43.849999999999994,45.580000000000005,47,50.675000000000004,52.125,52.75
15.1,40.324999999999996,41.550000000000004,43.5,45.3,46.675000000000004,50.44,51.875,52.5
15.2,39.975,41.15,43.3,45.019999999999996,46.425,50.1,51.650000000000006,52.18000000000001
15.3,39.725,40.9,43.06666666666667,44.775,46.13333333333333,49.849999999999994,51.375,51.925
15.4,39.53333333333333,40.625,42.775,44.46666666666667,45.875,49.6,51.08,51.65
15.5,39.3,40.375,42.449999999999996,44.13333333333333,45.55,49.349999999999994,50.8,51.46
15.6,38.93333333333333,40.125,42.160000000000004,43.875,45.339999999999996,49,50.550000000000004,51.2
15.7,38.725,39.86666666666667,41.925,43.650000000000006,45,48.8,50.275,50.9
15.8,38.475,39.55,41.7,43.349999999999994,44.733333333333334,48.4,50.025,50.650000000000006
15.9,38.17999999999999,39.31999999999999,41.349999999999994,43.1,44.449999999999996,48.2,49.8,50.4
16,37.9,39.075,41.1,42.849999999999994,44.233333333333334,48,49.5,50.125
16.1,37.75,38.779999999999994,40.9,42.62,44,47.75,49.2,49.9
16.2,37.4,38.56666666666667,40.67999999999999,42.3,43.714285714285715,47.45,48.96666666666667,49.625
16.3,37.25,38.275,40.425,42.075,43.449999999999996,47.150000000000006,48.7,49.4
16.4,37,38.125,40.175000000000004,41.824999999999996,43.2,46.919999999999995,48.45,49.05
16.5,36.760000000000005,37.875,39.871428571428574,41.575,42.95,46.675000000000004,48.2,48.849999999999994
16.6,36.525,37.575,39.6,41.324999999999996,42.65,46.425,47.96666666666667,48.575
16.7,36.275,37.3,39.339999999999996,41.075,42.349999999999994,46.175000000000004,47.7,48.3
16.8,36.025,37.05,39.075,40.824999999999996,42.1,45.925,47.475,48.05
16.9,35.775,36.9,38.824999999999996,40.580000000000005,41.855555555555554,45.675000000000004,47.225,47.775
17,35.525,36.575,38.575,40.25,41.625,45.43333333333333,46.975,47.54
17.1,35.28,36.425,38.324999999999996,40,41.375,45.2,46.7,47.3
17.2,35.13333333333333,36.175000000000004,38.075,39.760000000000005,41.125,44.949999999999996,46.5,47.1
17.3,34.9,35.9,37.925,39.525,40.875,44.7,46.150000000000006,46.775
17.4,34.642857142857146,35.7,37.675000000000004,39.275,40.650000000000006,44.375,46,46.525
17.5,34.4,35.5,37.324999999999996,39.025,40.38,44.1,45.7,46.4
17.6,34.2,35.224999999999994,37.175000000000004,38.8375,40.150000000000006,43.9,45.46666666666667,46.13333333333333
17.7,34,35.0375,36.93333333333333,38.6,39.9,43.7,45.225,45.86666666666667
17.8,33.75,34.739999999999995,36.7,38.339999999999996,39.63333333333333,43.375,45.025,45.66666666666667
17.9,33.55,34.55,36.44,38.14,39.475,43.225,44.775,45.4
18,33.3,34.38,36.2,37.9,39.225,42.975,44.53333333333333,45.1
18.1,33.1,34.1,36.05,37.650000000000006,38.95,42.75,44.324999999999996,44.9
18.2,32.919999999999995,33.9,35.8,37.4,38.8,42.5,44.075,44.650000000000006
18.3,32.7,33.675000000000004,35.6,37.150000000000006,38.5,42.25,43.83333333333333,44.5
18.4,32.425,33.425,35.349999999999994,37,38.3,42.06666666666667,43.575,44.324999999999996
18.5,32.27777777777778,33.275,35.125,36.75,38.03333333333333,41.8,43.425,44.03333333333333
18.6,32.042857142857144,33,34.875,36.5,37.849999999999994,41.575,43.2,43.775
18.7,31.844444444444445,32.83333333333333,34.7,36.25,37.6,41.31999999999999,42.96,43.55
18.8,31.62857142857143,32.61666666666667,34.475,36.12,37.349999999999994,41.1,42.725,43.31999999999999
18.9,31.4,32.385714285714286,34.225,35.86,37.1,40.86,42.5,43.1
19,31.2,32.2,33.980000000000004,35.6,36.95,40.625,42.23333333333333,42.93333333333333
19.1,31,32,33.824999999999996,35.4,36.7,40.38333333333333,42,42.63333333333333
19.2,30.75,31.8,33.575,35.2,36.43333333333333,40.18888888888889,41.8,42.46666666666667
19.3,30.6,31.55,33.324999999999996,34.93333333333333,36.2,39.92857142857142,41.56666666666666,42.2
19.4,30.375,31.3,33.16666666666667,34.7,35.975,39.68000000000001,41.36,41.975
19.5,30.2125,31.15,32.95,34.5,35.824999999999996,39.5,41.080000000000005,41.8
19.6,29.98,30.9,32.725,34.275,35.575,39.25,40.871428571428574,41.525
19.7,29.8,30.75,32.55,34.025,35.4,39,40.675000000000004,41.266666666666666
19.8,29.6,30.566666666666666,32.3,33.875,35.1,38.8,40.45,41.150000000000006
19.9,29.4,30.3,32.1,33.625,34.95,38.6,40.2,40.9
20,29.2,30.125,31.9,33.46666666666667,34.725,38.375,39.975,40.63333333333333
20.1,29.05,29.875,31.65,33.260000000000005,34.475,38.2,39.725,40.5
20.2,28.825,29.75,31.525,33.025,34.3,37.975,39.6,40.3
20.3,28.675,29.6,31.3,32.775,34.06,37.725,39.339999999999996,40.1
20.4,28.424999999999997,29.35,31.075000000000003,32.6,33.824999999999996,37.5,39.2,39.849999999999994
20.5,28.275000000000002,29.2,30.9,32.4,33.675000000000004,37.339999999999996,38.9,39.66666666666667
20.6,28.05,28.96,30.68,32.175000000000004,33.425,37.142857142857146,38.7,39.475
20.7,27.9,28.825,30.55,32,33.21666666666667,36.95,38.475,39.13333333333333
20.8,27.7,28.575000000000003,30.3,31.775000000000002,33,36.7,38.324999999999996,39
20.9,27.55,28.45,30.1,31.6,32.9,36.475,38.1,38.8
21,27.35,28.3,29.95,31.4,32.66666666666667,36.324999999999996,37.93333333333333,38.6
21.1,27.2,28.066666666666666,29.73333333333333,31.26,32.5,36.1375,37.7,38.4
21.2,27.025,27.9,29.6,31.1,32.233333333333334,35.875,37.55,38.233333333333334
21.3,26.9,27.724999999999998,29.4,30.9,32.05,35.7,37.33333333333333,38
21.4,26.675,27.6,29.2,30.7,31.9,35.5,37.1,37.8
21.5,26.54,27.4,29.05,30.5,31.7,35.349999999999994,36.94285714285714,37.6
21.6,26.419999999999998,27.25,28.9,30.35,31.55,35.1,36.68888888888889,37.4
21.7,26.166666666666668,27.1,28.7,30.1,31.366666666666664,34.975,36.525,37.2
21.8,26.025,26.85,28.5,29.957142857142856,31.2,34.725,36.4,37
21.9,25.9,26.7,28.4,29.8,30.975,34.575,36.1,36.86666666666667
22,25.675,26.55,28.18,29.6,30.799999999999997,34.4,35.93333333333333,36.6
22.1,25.55,26.4,28,29.4,30.625,34.160000000000004,35.8,36.4
22.2,25.375,26.224999999999998,27.8,29.25,30.5,34.025,35.575,36.275
22.3,25.2,26.05,27.65,29.1,30.275000000000002,33.82000000000001,35.4,36.075
22.4,25.075000000000003,25.9,27.5,28.866666666666667,30.1,33.6,35.2,35.849999999999994
22.5,24.924999999999997,25.7,27.3,28.7,29.849999999999998,33.416666666666664,35,35.7
22.6,24.8,25.6,27.1,28.5,29.724999999999998,33.275,34.8,35.46666666666667
22.7,24.55,25.4,26.975,28.4,29.575000000000003,33.025,34.63333333333333,35.266666666666666
22.8,24.45,25.224999999999998,26.825,28.275000000000002,29.325,32.875,34.5,35.1
22.9,24.3,25.075000000000003,26.675,28.02,29.2,32.725,34.28,34.9
23,24.15,24.924999999999997,26.439999999999998,27.85,29,32.5,34.05,34.733333333333334
23.1,24,24.7375,26.325,27.7,28.8,32.324999999999996,33.9,34.6
23.2,23.875,24.6125,26.175,27.55,28.7,32.13333333333333,33.75,34.349999999999994
23.3,23.662499999999998,24.483333333333334,26,27.4,28.5,32,33.6,34.2
23.4,23.52857142857143,24.3,25.875,27.2,28.366666666666667,31.8,33.349999999999994,34
23.5,23.4,24.139999999999997,25.625,27,28.15,31.625,33.2,33.9
23.6,23.2,24,25.5,26.85,28,31.475,33.05,33.7
23.7,23.1,23.85,25.35,26.7,27.833333333333332,31.325,32.8,33.55
23.8,22.9,23.7,25.2,26.575000000000003,27.7,31.1,32.650000000000006,33.4
23.9,22.8,23.55,25.05,26.4,27.56666666666667,30.939999999999998,32.425,33.2
24,22.633333333333333,23.419999999999998,24.9,26.2,27.3,30.8,32.31999999999999,33
24.1,22.466666666666665,23.275000000000002,24.775000000000002,26.04,27.2,30.6,32.150000000000006,32.8
24.2,22.4,23.125,24.6,25.9,27,30.4,31.98,32.7
24.3,22.2,22.975,24.46,25.733333333333334,26.9,30.26666666666667,31.839999999999996,32.5
24.4,22.060000000000002,22.825,24.32,25.6,26.75,30.1,31.6,32.3
24.5,21.9,22.675,24.1,25.475,26.54,29.9,31.45,32.2
24.6,21.8,22.54,24.025,25.3,26.4,29.766666666666666,31.3,31.96
24.7,21.625,22.4,23.8,25.139999999999997,26.2,29.580000000000002,31.1,31.8
24.8,21.5,22.3,23.7,24.96,26.075000000000003,29.4,30.983333333333334,31.6
24.9,21.4,22.1,23.575000000000003,24.825,25.9,29.224999999999998,30.775000000000002,31.5
25,21.25,22,23.4,24.675,25.7,29.1,30.6,31.3
25.1,21.1,21.85,23.2,24.55,25.55,28.9,30.419999999999998,31.1
25.2,21,21.7,23.1,24.4,25.5,28.74,30.333333333333332,31
25.3,20.825,21.575000000000003,23,24.3,25.3,28.575000000000003,30.18,30.8
25.4,20.7,21.4,22.8,24.1,25.125,28.419999999999998,30,30.6
25.5,20.560000000000002,21.3,22.7,23.919999999999998,25.025,28.275000000000002,29.775000000000002,30.5
25.6,20.425000000000004,21.2,22.6,23.8,24.85,28.125000000000004,29.625000000000004,30.3
25.7,20.360000000000003,21,22.439999999999998,23.7,24.7,28,29.5,30.2
25.8,20.225,20.95,22.25,23.55,24.6,27.8,29.35,30
25.9,20.1,20.8,22.1,23.4,24.425000000000004,27.7,29.212500000000002,29.9
26,19.974999999999994,20.65,22,23.3,24.275,27.55,29.02857142857143,29.7
26.1,19.874999999999996,20.520000000000003,21.9,23.1,24.125000000000004,27.4,28.9,29.55
26.2,19.725,20.4,21.76,23,24,27.275,28.725,29.4
26.3,19.6,20.287499999999998,21.625000000000004,22.86666666666666,23.825000000000003,27.1,28.6,29.3
26.4,19.5,20.162499999999998,21.45,22.7,23.7375,26.9,28.46,29.1
26.5,19.374999999999996,20.0375,21.3,22.583333333333332,23.612500000000004,26.8,28.312500000000004,28.9
26.6,19.25,19.9125,21.224999999999998,22.4375,23.474999999999994,26.7,28.1,28.8
26.7,19.1,19.775,21.111111111111114,22.322222222222223,23.3,26.5,27.95,28.6
26.8,19,19.674999999999997,20.977777777777778,22.2,23.13333333333334,26.33333333333334,27.8,28.5
26.9,18.9,19.525000000000006,20.85,22.050000000000004,23,26.2,27.7,28.3
27,18.775,19.4,20.725,21.9,22.9,26.074999999999996,27.525000000000006,28.2
27.1,18.625000000000004,19.3,20.6,21.8,22.8,25.9,27.4,28.074999999999996
27.2,18.5,19.2,20.5,21.7,22.65,25.8,27.24,27.95
27.3,18.4,19.05,20.4,21.55,22.520000000000003,25.639999999999997,27.1,27.75
27.4,18.3,19,20.25,21.4,22.374999999999996,25.5,26.95,27.6
27.5,18.2,18.874999999999996,20.1,21.275,22.225,25.4,26.8,27.5
27.6,18.1,18.725,20,21.13333333333334,22.1,25.225,26.660000000000004,27.3
27.7,17.966666666666665,18.6,19.9,21,22,25.074999999999996,26.5,27.2
27.8,17.85,18.5,19.775000000000002,20.9,21.874999999999996,24.925000000000004,26.35,27.05
27.9,17.720000000000002,18.4,19.6,20.779999999999998,21.725,24.8,26.224999999999998,26.9
28,17.675,18.3,19.5,20.65,21.574999999999996,24.625000000000004,26.1,26.8
28.1,17.520000000000003,18.188888888888886,19.425000000000004,20.5,21.425000000000004,24.5,26,26.66666666666666
28.2,17.45,18.071428571428573,19.3,20.4,21.3,24.4,25.8,26.5
28.3,17.3,17.928571428571427,19.2,20.3,21.224999999999998,24.266666666666662,25.7,26.4
28.4,17.2,17.8,19,20.15,21.1,24.166666666666668,25.6,26.2
28.5,17.1,17.725,18.95,20,20.95,24.05,25.4,26.1
28.6,17,17.6,18.8,19.9,20.9,23.924999999999997,25.3,26
28.7,16.9,17.525000000000006,18.7,19.8,20.7,23.8,25.125000000000004,25.8
28.8,16.8,17.4,18.575000000000003,19.7,20.625000000000004,23.575000000000003,25,25.7
28.9,16.7,17.3,18.5,19.6,20.5,23.433333333333334,24.9,25.55
29,16.6,17.2,18.35,19.474999999999994,20.4,23.4,24.775,25.4
29.1,16.5,17.1,18.3,19.33333333333334,20.25,23.275,24.625000000000004,25.3
29.2,16.4,17,18.13333333333334,19.2,20.174999999999997,23.1,24.474999999999994,25.15
29.3,16.3,16.9,18.1,19.1,20,22.974999999999994,24.3,25
29.4,16.2,16.8,17.95,19,19.9,22.825000000000003,24.233333333333338,24.9
29.5,16.1,16.7,17.8,18.9,19.8,22.7,24.125000000000004,24.766666666666662
29.6,16,16.557142857142857,17.75,18.8,19.7,22.6,24,24.6
29.7,15.9,16.5,17.620000000000005,18.7,19.6,22.5,23.9,24.5
29.8,15.8,16.4,17.5,18.6,19.433333333333334,22.3,23.7,24.325000000000003
29.9,15.7,16.3,17.4,18.466666666666665,19.4,22.25,23.657142857142855,24.266666666666662
30,15.625000000000004,16.2,17.3,18.36666666666666,19.21666666666667,22.1,23.479999999999997,24.1
